feature,gini_importance,perm_importance_mean,perm_importance_std
AP2DC_612,0.0026458236976797346,0.00017837002502081313,0.0005903900516232594
AP2DC_429,0.0026405628619841862,-0.00021234444818256647,0.001502577012166816
AP2DC_217,0.002600691631120692,0.00036861459868124945,0.000474431867724482
AP2DC_600,0.002594323291193808,0.0008378080011746447,0.00034171538503700025
AP2DC_495,0.002575980426373164,-5.379982272589734e-05,0.00044743347214466273
AP2DC_62,0.0025110301295403208,-0.0008781096723047499,0.0009009220555016947
AP2DC_42,0.0024942808761452455,0.0006338435905641094,0.0004415261500136057
AP2DC_312,0.002476374640208449,0.0030283245404004065,0.00034215260841130455
AP2DC_474,0.0024728366627014197,0.0003310590427223481,0.00041264120088317863
AP2DC_653,0.002432962741808523,0.0005706762054067616,0.00039854230438946957
AP2DC_41,0.002428100550882425,-3.0123715657504045e-05,0.00039821863815286116
AP2DC_684,0.0024210642202923908,0.0008621014050110953,0.0002912783103100186
AP2DC_68,0.0024036204992502488,7.472330613956801e-05,0.0003724178678087348
AP2DC_771,0.002397295417224627,-0.0004280944853871205,0.0007588877542349861
AP2DC_187,0.002391601706631867,0.0007138390177508502,0.0005598855718668957
AP2DC_393,0.0023913950399522847,-0.00022591895416713693,0.0006858279886947295
AP2DC_712,0.0023901598153063435,-0.00018639162397277032,0.0004605479662955295
AP2DC_470,0.0023688637376142207,0.0007228818582109442,0.000352450916435878
AP2DC_720,0.0023456980332635627,-0.0005912928239580672,0.00038036566091245505
AP2DC_604,0.0023384618337562975,0.0007071625235216872,0.0003451411174378985
AP2DC_124,0.0023175654661057063,0.0016126127268145218,0.0003154886253373838
AP2DC_715,0.00228963647199587,-0.0004859432878899339,0.0003390825432414759
AP2DC_517,0.00228622309003337,-0.001684307613927316,0.000574831953544366
AP2DC_773,0.002280355293530305,0.00029554369313610217,0.0006333135015633046
AP2DC_9,0.0022775652763136335,1.2345751601805511e-06,0.00025444045698048306
AP2DC_590,0.0022744079096779393,0.0006020176799298004,0.0005550778069255126
AP2DC_587,0.0022682844107320636,-0.000275732394444117,0.0003645485443075818
AP2DC_256,0.0022530315148900767,-0.0005357758657301703,0.0004086866806919356
AP2DC_123,0.0022466596621767373,0.0006921112752069525,0.0005500190952170138
AP2DC_13,0.0022458898137118484,0.0004897586820195477,0.0004507499825780231
AP2DC_352,0.0022174581717878364,0.00021947413978261608,0.0006310290742402211
