feature,gini_importance,perm_importance_mean,perm_importance_std
AP2DC_668,0.0005941750870069827,-7.453019226876245e-05,0.00048014194765445183
AP2DC_490,0.0005906956679353482,-0.00037390577800754387,0.0001164311771409378
AP2DC_722,0.0005856815925577683,0.00024857698608841126,9.222078687254655e-05
AP2DC_512,0.0005806892474765088,-2.7101435280341146e-05,0.00015082575842224446
AP2DC_732,0.0005771791620441189,0.00010727500525244959,0.00024479226368406717
AP2DC_32,0.0005768437580200409,-3.923462111151688e-05,7.296992514467483e-05
AP2DC_486,0.0005742221800203284,-9.909470700182332e-05,0.00013831394631639999
AP2DC_515,0.0005728321450904958,0.0002195761246507666,0.00014142614854385736
AP2DC_7,0.000570300624776645,-2.6684825626810406e-05,0.00016970079253982403
AP2DC_701,0.0005614520044208499,-0.00010093386781298008,0.0002367099150171717
AP2DC_268,0.0005606206165531392,0.0003054014582172915,0.00016961469219432536
AP2DC_682,0.000540410764403657,-7.889677916590454e-05,0.00017045746483431259
AP2DC_4,0.0005386551712192485,-0.0001489074670976809,0.00022422283953909788
AP2DC_383,0.000538433224000871,9.682980584483359e-05,0.00011046101812730009
AP2DC_583,0.0005353882206020048,-0.00011262887169335433,0.00011973086291016043
AP2DC_350,0.0005308177820517304,3.011643795904906e-05,0.00011454209202890468
AP2DC_246,0.0005307009613351197,8.48966014734609e-05,0.00010634932904170788
AP2DC_574,0.0005273087097378997,1.1485959272472535e-05,8.627850807861854e-05
AP2DC_263,0.0005206218494737499,0.00017840439890981497,0.00011269554022560876
AP2DC_26,0.0005191344779662886,-7.890406040115261e-05,0.00019867750037467642
AP2DC_433,0.000517287445391973,-8.24481911332331e-06,0.00011477140498696217
AP2DC_8,0.0005155849445710126,-0.0001656951474474422,0.0002109299809143078
AP2DC_292,0.0005118838620789812,5.0081042551963774e-05,0.00010286247670845662
AP2DC_197,0.0005046895097676579,-1.0144085387731038e-05,0.00022633326735974676
AP2DC_649,0.0005038430402324278,-6.802693934024884e-05,8.874013016391116e-05
AP2DC_626,0.000499144624405027,1.2767151284809319e-05,0.00016003268213986426
AP2DC_114,0.0004960262330269901,9.741528581385106e-05,0.00013453768272451218
AP2DC_416,0.0004943552883750446,1.8930138998418668e-05,0.00014003735445291412
AP2DC_308,0.0004941029555107601,5.9763509819943386e-05,0.00010427175988955555
AP2DC_304,0.0004924452776265368,0.00017888884374931414,6.857287696437264e-05
AP2DC_353,0.0004909320601592887,0.0001837861738756219,0.00013385152426388007
AP2DC_270,0.0004880856146415749,0.00018992132250381655,0.0001316362695581397
AP2DC_740,0.00048257089984461086,0.0004161335652711262,0.00011697526491206018
AP2DC_442,0.00047990902667629094,0.00022243462158794136,0.00012064256393726883
AP2DC_420,0.00046593212815916883,7.318070553911094e-05,0.00018851611149870953
AP2DC_366,0.00046046836929683623,8.800023814025116e-05,0.00011526390228862546
AP2DC_779,0.00045791316176364583,-3.3960371157937264e-05,8.456930866160635e-05
AP2DC_415,0.00045570906708654427,4.646744968566097e-05,4.267928957768088e-05
AP2DC_166,0.00044837001935065353,7.189670194703845e-05,0.00010142037005694838
AP2DC_357,0.0004440785528333288,5.971423883655014e-06,0.0001420544118609721
AP2DC_260,0.0004436961816017866,-4.63870293415658e-05,9.794450727585244e-05
AP2DC_644,0.0004376201776947437,3.1423835448662894e-05,0.00014789291606649382
AP2DC_272,0.0004357822292430144,0.000113498147616109,5.9120368144681525e-05
AP2DC_102,0.00043434241627399693,1.4256832785419782e-05,0.00010339894832000701
AP2DC_358,0.00041367130989774674,-5.695926909582427e-05,8.34053175117042e-05
AP2DC_47,0.0004116934616696943,-6.875636226170157e-05,9.171753418283843e-05
AP2DC_480,0.00041164280187749424,0.00010275447391493442,0.0001465792281831193
AP2DC_115,0.0004067785655356304,-2.096156119345549e-05,7.448906902765284e-05
AP2DC_57,0.00040096751639982087,0.0002340112228661262,9.690522133870064e-05
AP2DC_288,0.0003884529898549202,1.744711191109527e-06,6.634384067827282e-05
AP2DC_372,0.00038515045965914154,-2.4766154872812864e-05,0.00010817434130878933
AP2DC_22,0.00038491104901779394,1.615835374978447e-05,0.00014716014550301694
AP2DC_449,0.0003619931409700066,-0.0002260916539580604,9.255812451979601e-05
AP2DC_17,0.00035701524865256964,-0.00014440219607162464,5.2924961111791184e-05
AP2DC_601,0.00035118019712072115,4.627377111576792e-06,4.557445115718213e-05
AP2DC_144,0.00035002897625157194,-0.00030409028956622785,9.051368236560099e-05
AP2DC_533,0.0003489955666870311,5.068599534648888e-05,7.187367807691747e-05
AP2DC_738,0.00034828466608127025,-1.1150536429671565e-05,0.0001379718682030029
AP2DC_741,0.0003434328368682769,6.629653103402688e-05,3.966212432644735e-05
AP2DC_65,0.0003427930843101809,-0.00010628751572121509,9.127509720480278e-05
AP2DC_93,0.0003327013880419819,5.251524680240927e-05,0.00011091312886706878
AP2DC_241,0.00032743669811862315,-8.82950103622715e-05,7.505060814150701e-05
AP2DC_508,0.00032272119445274567,0.00019857707261248248,0.0001269271981147008
AP2DC_300,0.0003220536571021229,0.0009566666087626908,0.00030354001647864547
AP2DC_623,0.000317934588214356,2.829349238576695e-05,6.42318315540351e-05
AP2DC_499,0.00030207702430831533,8.010736351166114e-05,9.052041592666574e-05
AP2DC_91,0.0003013642729983135,4.614972390797334e-05,0.00012936383867305287
AP2DC_485,0.0002997547564600309,1.3265635143921984e-06,8.297114119004696e-05
AP2DC_379,0.00029549318515197223,0.00022090301491768384,6.142527948669181e-05
AP2DC_434,0.00029200092834490214,-2.2900079858390045e-06,6.708649647835303e-05
AP2DC_727,0.0002903016843464284,0.0002687018339482039,0.00011341835459162748
AP2DC_255,0.0002833407813552671,-1.2595694535411095e-05,9.156766242862027e-05
AP2DC_309,0.00027738101763048783,3.218719466647757e-05,7.68045425604125e-05
AP2DC_286,0.00025418785912950355,-8.933728446514078e-05,4.1675912195809546e-05
AP2DC_196,0.00024381751664732585,1.6123925010680386e-05,9.894037369005862e-05
AP2DC_468,0.0002415379021355749,-4.1075714750649084e-05,3.940938101202387e-05
AP2DC_369,0.00023607241021534293,-7.830244934947661e-06,0.00012357879529019365
AP2DC_204,0.0002331298651469882,8.581874124622413e-05,7.954673167335585e-05
AP2DC_489,0.00022889758150572399,-8.699184768816704e-05,5.68913229238002e-05
AP2DC_406,0.0002178909852389607,3.823234253342855e-05,5.848963527718653e-05
AP2DC_126,0.00020364191081718454,2.502297532956943e-05,5.03424668479071e-05
AP2DC_361,0.00020019612662832228,3.2420555385725966e-05,2.3371220811070224e-05
AP2DC_110,0.00019576822776698051,-0.00010152701669509101,7.191365618824437e-05
AP2DC_686,0.0001920689941719567,-0.0001530454211208343,6.0099770930536614e-05
AP2DC_139,0.0001908809119746733,9.485973103892097e-05,7.633303688367614e-05
AP2DC_419,0.00018446810430695082,2.8416661691788025e-05,5.269061079091563e-05
AP2DC_491,0.0001699225970949338,-2.658703532275597e-05,7.31798185630718e-05
AP2DC_378,0.0001635673615552375,-7.328262250142493e-05,3.6974750313749156e-05
AP2DC_484,0.00016208738945293086,-1.7244821502426787e-05,5.094814895809955e-05
AP2DC_245,0.0001482189010814363,5.3759185997148686e-06,5.9622712834910795e-05
AP2DC_398,0.00013918769766820902,2.1480742760515702e-05,2.6919627984990402e-05
AP2DC_562,0.00013574104812596417,1.3087689351110044e-05,2.0308279868930717e-05
AP2DC_662,0.0001239888212060907,1.1402070184818313e-05,1.8791104652749276e-05
AP2DC_421,9.681164344531726e-05,-5.606345005193525e-05,3.432500813498895e-05
