Split,Fingerprint,Model,Acc_train,BalAcc_train,F1_train,MCC_train,Acc_CV,BalAcc_CV,F1_CV,MCC_CV,Acc_test,BalAcc_test,F1_test,MCC_test,Time_s
Random,Substructure,Hist Gradient Boosting,0.7331625183016105,0.7221576972750237,0.7333886624579955,0.5949279332473602,0.5816251830161054,0.5650454291842676,0.5798973088953517,0.3642997853144905,0.5857519788918206,0.5759559779138973,0.5816025976032528,0.3740543220765816,18.855058670043945
Random,Substructure,AdaBoost,0.5347730600292826,0.5079107740787474,0.520592207115446,0.2828425535857883,0.5161054172767203,0.485949643221162,0.4967953892656371,0.2531847102107706,0.49868073878627966,0.48340894121139594,0.4845385278760866,0.2386799776358659,3.4523558616638184
Random,Substructure,MLP,0.6702049780380673,0.6581977891014051,0.6734844976448048,0.5025798176257424,0.5735724743777453,0.5500796831534971,0.5597294685222859,0.3489800997161745,0.5659630606860159,0.5551008540780604,0.5678535470290348,0.34500827878871404,10.391460657119751
Random,SubstructureCount,Ridge Classifier,0.5420937042459737,0.5261723802062352,0.5401813096860462,0.30222067048807943,0.5157393850658858,0.4990977838277298,0.5156593422979014,0.2630922157366948,0.5013192612137203,0.493690157819322,0.49808642465702424,0.24654724803559505,0.05141401290893555
Random,SubstructureCount,Logistic Reg (L1),0.5420937042459737,0.5304816176421852,0.5436637431551522,0.3057560312150916,0.5117130307467057,0.49946505447278583,0.5134661719714764,0.2606124423231042,0.48284960422163586,0.4788163424341098,0.4809628997837564,0.22227976659394885,7.326889991760254
Random,SubstructureCount,Logistic Reg (EN),0.5420937042459737,0.5304593391224973,0.5436020403167111,0.30569781196453033,0.5117130307467057,0.49946505447278583,0.5134661719714764,0.2606124423231042,0.48284960422163586,0.4788163424341098,0.4809628997837564,0.22227976659394885,8.476623296737671
Random,SubstructureCount,Naive Bayes,0.4363103953147877,0.43125273732522196,0.425374157653606,0.15984924185523441,0.43228404099560763,0.42753411116675094,0.42170683556836236,0.15419712232478935,0.4261213720316623,0.42479276357125567,0.40943099179694753,0.14503436718178073,0.03383684158325195
Random,SubstructureCount,LDA,0.5464860907759883,0.5163680189722563,0.5356912163765231,0.2982351978880115,0.523792093704246,0.49239424520193853,0.5123141382070435,0.2628513504226953,0.4973614775725594,0.4781532659820211,0.484137757757262,0.23301478594784605,0.0698244571685791
Random,SubstructureCount,KNN,0.7177891654465594,0.7031775093720677,0.714895680283085,0.5710393021707454,0.5863836017569546,0.5675946931881067,0.5797734295697349,0.3714280247300446,0.6029023746701847,0.5912340403281373,0.5986292850038623,0.4000393541481973,0.18826007843017578
Random,SubstructureCount,SVC (RBF),0.27781844802342603,0.3270964087026263,0.14057622031395664,-0.021466641212648765,0.2840409956076135,0.33060194756882494,0.16566125437460333,-0.011180508612410997,0.2955145118733509,0.3218701796288003,0.15152275880320992,-0.045374206329806425,1.2026927471160889
Random,SubstructureCount,SVC (Linear),0.3008784773060029,0.3269687862775783,0.2800635933374576,-0.013890865199718947,0.3279648609077599,0.3369442623911875,0.326825505287627,0.0036566902042741538,0.29023746701846964,0.30580666816786045,0.2689555818228616,-0.044321311104499196,0.6027119159698486
Random,SubstructureCount,Decision Tree,0.8722547584187409,0.8705317367390449,0.8743273704467952,0.8092507278417196,0.5893118594436311,0.5770875346940779,0.5935732669160542,0.37919740137349495,0.6424802110817942,0.6398667943524753,0.6486473488920531,0.4669861655677832,0.12148141860961914
Random,SubstructureCount,Random Forest,0.8726207906295754,0.8673727655837089,0.8734958134737099,0.8067411041185775,0.6314055636896047,0.6121602140645626,0.6297359899837985,0.4375482012211032,0.6530343007915568,0.6434392349646587,0.6527882447356061,0.47546261920461996,6.157031536102295
Random,SubstructureCount,Extra Trees,0.8722547584187409,0.8705317367390449,0.8743273704467952,0.8092507278417196,0.6277452415812591,0.6110466435589187,0.6291991028369112,0.4336202609462138,0.6556728232189973,0.6483860269219708,0.6601214974122382,0.48300998140952295,4.9214301109313965
Random,SubstructureCount,Gradient Boosting,0.7298682284040996,0.7040690796964024,0.7178948939543496,0.5884938961782158,0.6134699853587116,0.584788430046548,0.6008116064262302,0.40585100854842426,0.6147757255936676,0.5978147720842052,0.5952942280675814,0.41869043053568844,16.765238046646118
Random,SubstructureCount,XGBoost,0.8195461200585652,0.8032899747016883,0.8162620048500238,0.7244616584802089,0.6288433382137628,0.6045767748152253,0.6233527623406399,0.43116758526590887,0.6345646437994723,0.6186906216713347,0.6249999197169268,0.4461158140811687,4.180848121643066
Random,SubstructureCount,Hist Gradient Boosting,0.8704245973645681,0.8596128996394846,0.8694186576473582,0.8021687648861777,0.6314055636896047,0.6112111450526664,0.6296227619508826,0.4368465709158128,0.6517150395778364,0.6376942801986636,0.6451254588893856,0.4724083873780379,17.787563800811768
Random,SubstructureCount,AdaBoost,0.5406295754026355,0.507299650566612,0.5219242356950647,0.28799874824797855,0.5395314787701317,0.5057146930231052,0.5191166689933479,0.2868115983962474,0.5,0.4808381679363562,0.4793469039143007,0.23812818283848808,4.054299831390381
Random,SubstructureCount,MLP,0.5618594436310396,0.5252554616551036,0.5040075067748273,0.33885373969149557,0.575402635431918,0.5435922496864363,0.5550716884397746,0.34619073832121394,0.5263852242744064,0.5073865481229597,0.467652513472602,0.2987309834356537,8.759737253189087
Random,KR,Ridge Classifier,0.6431185944363104,0.631405322504799,0.6441696170107748,0.45931486049051484,0.5717423133235725,0.5575780019056475,0.5728259919440114,0.35221393015274266,0.5738786279683378,0.5688610872859851,0.5732876638362008,0.3593315822215623,0.07464218139648438
Random,KR,Logistic Reg (L1),0.6489751098096632,0.6414951702028174,0.6522254200624352,0.4710891587838478,0.5757686676427526,0.5655312334774126,0.5793643880277453,0.36118060041014316,0.579155672823219,0.5746144335565727,0.5798308733445856,0.3678780249267032,28.976925373077393
Random,KR,Logistic Reg (EN),0.6486090775988287,0.6410633912736291,0.6519002248133962,0.47059183250132347,0.5761346998535871,0.5658221002604259,0.579859042506039,0.3617326811989607,0.579155672823219,0.5746144335565727,0.5798308733445856,0.3678780249267032,30.142346143722534
Random,KR,Naive Bayes,0.4835285505124451,0.4811993214592027,0.4882890423369664,0.22934727665174448,0.4732796486090776,0.4695316924449117,0.4763699943847441,0.21382582109108525,0.44854881266490765,0.4514923805981666,0.4517132900664037,0.18040383900930726,0.06317615509033203
Random,KR,LDA,0.6511713030746705,0.6318576729151018,0.6487520632348736,0.4657036199951309,0.5841874084919473,0.5641535274500579,0.5832411870893575,0.3649242802420382,0.5712401055408971,0.5606717589183984,0.5688963044398533,0.35061037194579436,0.3199789524078369
Random,KR,KNN,0.718887262079063,0.7032558794759375,0.7137586682385513,0.5727745828937577,0.5849194729136163,0.5651106632375112,0.5754306489703488,0.36855131402808633,0.6055408970976254,0.5942071208874248,0.5965735431306336,0.4061170358614924,0.2519083023071289
Random,KR,SVC (RBF),0.3814055636896047,0.4060237273621968,0.36688868960313986,0.12095905922724234,0.28513909224011713,0.33536884537888256,0.14102698423146792,0.007877622010605973,0.36147757255936674,0.3797896093775696,0.3398387816970865,0.07883652344248825,2.5109071731567383
Random,KR,SVC (Linear),0.3411420204978038,0.33204546900529325,0.3141113842023282,-0.005923775541197601,0.37298682284040996,0.38175040349985423,0.3688718892270623,0.07935475586434831,0.36147757255936674,0.35490462359252545,0.32313595894327146,0.03519175439827814,1.450920820236206
Random,KR,Decision Tree,0.8715226939970717,0.8692081264308159,0.873687650353099,0.8076092719997665,0.5830893118594437,0.5723722701722321,0.5888207164799703,0.3718353873757065,0.6424802110817942,0.6393153164777946,0.6477963068960468,0.4648220677502695,0.21090197563171387
Random,KR,Random Forest,0.8718887262079063,0.8671541739251909,0.8729061305649987,0.8060801244231997,0.6306734992679356,0.6122680037377701,0.6296660660540306,0.4361233968337196,0.6398416886543535,0.6325150562146471,0.6380689922780702,0.45635014701845067,7.638707399368286
Random,KR,Extra Trees,0.8715226939970717,0.8692081264308159,0.873687650353099,0.8076092719997665,0.6303074670571011,0.6154035855023294,0.6321250687048979,0.4378035480280935,0.6306068601583114,0.6244872748525583,0.6344658670864441,0.4442476728988043,7.244839668273926
Random,KR,Gradient Boosting,0.7390190336749634,0.7186314202970471,0.7329704706260686,0.6005396583424686,0.6185944363103953,0.5925989128319378,0.6108410397454453,0.4135606915937164,0.6081794195250659,0.5926792134419253,0.599777414104466,0.4053277439835468,33.71537160873413
Random,KR,XGBoost,0.8257686676427526,0.8118165527627589,0.8233909216116699,0.7338835611613552,0.6321376281112738,0.6114514597953276,0.628632708981921,0.4367289674787787,0.6398416886543535,0.6275372283408519,0.6343829932441258,0.4539180316549834,4.466174602508545
Random,KR,Hist Gradient Boosting,0.8682284040995608,0.8587126163829092,0.867329549004503,0.7996222007687273,0.6390922401171303,0.6207229620882877,0.6377313121389124,0.44856077345459955,0.6306068601583114,0.6224451452826673,0.6264441318401689,0.44240710810919553,47.917508363723755
Random,KR,AdaBoost,0.5746705710102489,0.5429971449354027,0.5585561786259815,0.3427996548430536,0.5523426061493412,0.5189505406050451,0.5330787451231224,0.30759577694118695,0.5448548812664907,0.5266949995909669,0.5259122472632332,0.30937479048420935,6.532529354095459
Random,KR,MLP,0.6793557833089312,0.6575845086479055,0.6766833115633931,0.5080522164755898,0.6072474377745242,0.5839446290304875,0.5988679169213029,0.39777127895705555,0.5765171503957783,0.5605081034946611,0.5717748981622923,0.35695564765438126,7.994194030761719
Random,KR_Count,Ridge Classifier,0.6365300146412884,0.6201478141363663,0.6349711836939639,0.4469601737154383,0.5651537335285505,0.5457791234722033,0.562102269142616,0.3375810417932501,0.58311345646438,0.57713972825019,0.5783932994645989,0.3726132275682412,0.07348513603210449
Random,KR_Count,Logistic Reg (L1),0.5863836017569546,0.5768809682150973,0.5886998960850988,0.37490611652132727,0.5486822840409956,0.5367843669392648,0.5509362193822464,0.3177054246007728,0.5554089709762533,0.552440641701308,0.5542050141231544,0.33207829026548674,31.298237562179565
Random,KR_Count,Logistic Reg (EN),0.58601756954612,0.5764714678055969,0.5883771778677162,0.3743517281209743,0.5486822840409956,0.5367843669392648,0.5509362193822464,0.3177054246007728,0.554089709762533,0.5509976402583066,0.553070487429757,0.33004891738408887,30.5601544380188
Random,KR_Count,Naive Bayes,0.47840409956076135,0.4745924545384708,0.4581537789236506,0.2398977641327362,0.4637628111273792,0.46147514060462,0.44646664427794197,0.21653228384343876,0.44063324538258575,0.44447845323064494,0.4132516083128279,0.18212953132990947,0.06276249885559082
Random,KR_Count,LDA,0.6361639824304539,0.6109287949480012,0.6289366648554895,0.44067263330621276,0.5746705710102489,0.5482771744673923,0.5668618231235788,0.3459863356146043,0.5844327176781002,0.5733105033806378,0.5757928364999332,0.370833448966229,0.2956254482269287
Random,KR_Count,KNN,0.732796486090776,0.7188842860315612,0.7277178134714993,0.5937152016688917,0.5775988286969254,0.5572832415194675,0.5645723430328443,0.3570729214387469,0.6160949868073878,0.603885224457989,0.6034173500491478,0.4218717265152524,0.2739739418029785
Random,KR_Count,SVC (RBF),0.4037335285505124,0.35985872615419856,0.33068715006852745,0.05571731633187401,0.38616398243045386,0.3667699532387702,0.3742090769577874,0.05332596518607313,0.35883905013192613,0.3331252535372933,0.29518255613113725,0.002421106548810235,2.407083511352539
Random,KR_Count,SVC (Linear),0.34516837481698387,0.3411727765280108,0.34092298493924317,0.009868483365209972,0.29941434846266474,0.3353177323486305,0.2523962302986802,0.007433078747373083,0.33773087071240104,0.33901271629208507,0.3334760273576423,0.0058339485434435135,1.2410032749176025
Random,KR_Count,Decision Tree,0.9070278184480234,0.9054686787711773,0.9083981187909902,0.8615557483181201,0.5922401171303074,0.5812608089145539,0.5963407318934819,0.3832615391939873,0.6503957783641161,0.6466402355356183,0.6548447659139726,0.47655029770340784,0.3563966751098633
Random,KR_Count,Random Forest,0.9070278184480234,0.9027974781508133,0.9076685433339557,0.8588776132477325,0.6412884333821376,0.6232985981717772,0.6403939917996662,0.45267865650744665,0.6530343007915568,0.6447412253958132,0.6506248439556981,0.4759017286611763,8.471391677856445
Random,KR_Count,Extra Trees,0.9070278184480234,0.9054686787711773,0.9083981187909902,0.8615557483181201,0.6398243045387995,0.6236188845241282,0.6412540427171899,0.45146213473956215,0.6662269129287599,0.6593350217546594,0.6687083797793382,0.4967676274622606,8.958115100860596
Random,KR_Count,Gradient Boosting,0.75,0.7288473074288119,0.7421035904451145,0.6186806648895066,0.6204245973645681,0.5924508596361132,0.6094642711549229,0.4158970627228643,0.6358839050131926,0.6214293937116848,0.6226674205731028,0.44997715823275286,46.58392405509949
Random,KR_Count,XGBoost,0.8323572474377745,0.8156948314626745,0.8285746984183621,0.7447582126264024,0.6409224011713031,0.6164294175579205,0.63315488835782,0.4490516168163549,0.6728232189973615,0.6607760834528806,0.6653654680919637,0.5048474645015875,7.602880477905273
Random,KR_Count,Hist Gradient Boosting,0.904099560761347,0.8959541141810625,0.9037930924811626,0.8536071124923144,0.6398243045387995,0.6213486972581458,0.6375909580557835,0.4498033311428228,0.6451187335092349,0.6345303667045338,0.6416856538185316,0.4626259808111135,46.755138874053955
Random,KR_Count,AdaBoost,0.5940702781844802,0.5605557307399263,0.5766423576911536,0.3728999631590409,0.568814055636896,0.5355467565678347,0.5496980641032185,0.33405095472060625,0.558047493403694,0.5417697894027526,0.5380824567816075,0.33048284469829686,7.587050199508667
Random,KR_Count,MLP,0.6621522693997072,0.6366604148322945,0.6557728686310328,0.4803582679142664,0.6017569546120058,0.5742854493905684,0.5836937167591694,0.39006175878551524,0.5672823218997362,0.5520345814325942,0.5603987046882469,0.3425009004654199,8.76254653930664
Random,AtomPairs2D,Ridge Classifier,0.7426793557833089,0.7367357659588353,0.7438403284367189,0.6097807067353304,0.571376281112738,0.5601276565658194,0.5743281517945453,0.35152534179323064,0.6029023746701847,0.5962554070385747,0.598023582984005,0.4007528173544198,0.6066751480102539
Random,AtomPairs2D,Logistic Reg (L1),0.7741581259150805,0.7701526845655104,0.7759912593597565,0.6583627197598527,0.5655197657393851,0.5552142422649434,0.5690128502606537,0.34393641483115384,0.6015831134564644,0.5966285548985725,0.6004350674595841,0.40007641971182467,90.70825290679932
Random,AtomPairs2D,Logistic Reg (EN),0.7730600292825769,0.769065095483184,0.7749596229404213,0.6567616409410015,0.5644216691068814,0.5541489317023051,0.567902688320718,0.34221405132047894,0.6015831134564644,0.5966285548985725,0.6004350674595841,0.40007641971182467,92.48196959495544
Random,AtomPairs2D,Naive Bayes,0.4802342606149341,0.4837974915627304,0.4879255796440486,0.233371926044231,0.4663250366032211,0.47025269221644983,0.47397923575168244,0.21261339883925617,0.44063324538258575,0.44643557137712603,0.4433897005883538,0.17318489141964544,0.17403936386108398
Random,AtomPairs2D,LDA,0.7485358711566618,0.7345896463304161,0.7477123529570763,0.6151685949100285,0.5816251830161054,0.565201934257627,0.582008631497768,0.361772471824961,0.6134564643799473,0.6018637573868433,0.6070566348021967,0.4139631920790113,3.7890219688415527
Random,AtomPairs2D,KNN,0.7562225475841874,0.7406661074837838,0.7508882304871306,0.6300399427077086,0.6211566617862372,0.6054674008991346,0.6146601721059319,0.42783917963414253,0.6503957783641161,0.6407025080900008,0.6403688498110442,0.4743146354129183,0.57710862159729
Random,AtomPairs2D,SVC (RBF),0.28257686676427524,0.3333333333333333,0.12465676636686886,-0.0005141644871431852,0.28550512445095166,0.3358306992913509,0.13296368129619063,0.02130686068713851,0.30606860158311344,0.3333333333333333,0.14345033447935823,0.0,5.737093448638916
Random,AtomPairs2D,SVC (Linear),0.4773060029282577,0.4796520909493267,0.45429838752766294,0.24880290732954355,0.45497803806734993,0.46139401368899785,0.4528464278257044,0.20071187190177914,0.4551451187335092,0.4631067922271896,0.4278570034527141,0.2176694250349502,3.9349923133850098
Random,AtomPairs2D,Decision Tree,0.9205710102489019,0.9192043868684402,0.9216264698568236,0.8816662157684846,0.5794289897510981,0.5689673447520068,0.5842033583511799,0.3650426127160075,0.6134564643799473,0.6138180038676825,0.6178330204845696,0.42288736177682956,1.2872388362884521
Random,AtomPairs2D,Random Forest,0.9205710102489019,0.917252784470591,0.9212201004513952,0.8795531137728603,0.6530014641288433,0.6292021652003205,0.6472138280715164,0.4678071422840384,0.6952506596306068,0.6858150470219435,0.69327402708661,0.5387146957086123,10.146376371383667
