Split,Fingerprint,Model,R2_train,RMSE_train,MAE_train,R2_CV,RMSE_CV,MAE_CV,R2_test,RMSE_test,MAE_test,Time_s
Kennard-Stone,KR,PLS,0.4366398246286268,0.9403219632260494,0.7437464573977529,0.39223068764837077,0.9766813448488741,0.7725160581321138,0.22805064016208165,1.0873750025498325,0.8394381503531654,0.15424656867980957
Kennard-Stone,KR,KNN,0.6504879394362977,0.7406526684743384,0.5629970557326134,0.46940623939882087,0.9125666177878715,0.7003929502428466,0.41144538440276324,0.949463609770886,0.7280851070100387,0.03128504753112793
Kennard-Stone,KR,SVR (RBF),0.616037397123453,0.776297115024986,0.5465292512894594,0.5002190591599602,0.885672894959798,0.6686072413287178,0.3184189082479971,1.0217477878136556,0.7448845426853324,0.14897394180297852
Kennard-Stone,KR,Kernel Ridge (RBF),0.44650556025621746,0.9320519938971495,0.7421148899375338,0.3997326736730842,0.970634806633371,0.7755580185507647,0.22815979809212317,1.0872981193972684,0.8376385960686082,1.7935845851898193
Kennard-Stone,KR,Decision Tree,0.8966722939806161,0.4027095256617966,0.17626331994206645,0.26315369393605104,1.0754047836198521,0.7843894183849957,0.469826934538201,0.9011431159208826,0.6517455296896086,0.29958391189575195
Kennard-Stone,KR,Random Forest,0.8073058456461453,0.5499431268106886,0.3992007189934617,0.5315111266467231,0.8574980656883883,0.651121312444631,0.4812108509339629,0.8914159099777395,0.6715563837880664,6.205861330032349
Kennard-Stone,KR,Extra Trees,0.8966722939806161,0.4027095256617966,0.17626331994207609,0.31775100805405,1.0347965210587189,0.7581394318413186,0.4714002808469695,0.8998050022672877,0.6490271023713134,6.7651355266571045
Kennard-Stone,KR,Gradient Boosting,0.6220019891890074,0.7702438969193581,0.5985806963486129,0.5120610128779968,0.8751172988157748,0.6807052509333714,0.3816688431180779,0.9731852197432637,0.7423222396734814,9.243061780929565
Kennard-Stone,KR,XGBoost,0.8103106521556392,0.5456384673410891,0.38300014028324425,0.5465845939395144,0.8435904310675825,0.6393355470772487,0.4895163436026393,0.8842516122392086,0.6654944028067893,1.6926050186157227
Kennard-Stone,KR,Hist Gradient Boosting,0.7896711168599538,0.5745567967100631,0.4175155833096792,0.5461857393657572,0.8439613888410421,0.6405713413646233,0.5034790118138388,0.8720748153981062,0.6556778096628665,6.700809955596924
Kennard-Stone,KR,AdaBoost,0.2727725886544886,1.0683624831133192,0.8974844668823236,0.26492927205290395,1.074108300973357,0.8944433655940265,0.1541095618687215,1.1382613697923154,0.9186424466697475,1.6702370643615723
Kennard-Stone,KR,MLP,0.7686642522117455,0.6025663608524967,0.4269955103004019,0.5085326148723102,0.8782756856502069,0.6777579521855349,0.4717631881975972,0.8994960710439526,0.6872624930397596,16.647197484970093
Kennard-Stone,KR_Count,Ridge,0.4678265898642654,0.9139240254908532,0.7198527817519712,0.3824284176516317,0.9845259336142959,0.7744851150987467,0.3029486582446106,1.0332783335789448,0.8088411535239616,0.04891180992126465
Kennard-Stone,KR_Count,Lasso,0.10023543263908752,1.188359799949715,0.9759841638196254,0.08966340788295579,1.1953208877383183,0.9811101273664664,0.039714913733773116,1.212788391132682,0.963070287493906,2.1640565395355225
Kennard-Stone,KR_Count,ElasticNet,0.20995806846676734,1.1135470704355193,0.9093385953302278,0.19371992964372975,1.1249325185506642,0.918726363033902,0.11839970905357777,1.1620392612343484,0.9151137844249135,3.3462390899658203
Kennard-Stone,KR_Count,Bayesian Ridge,0.4492654503616361,0.9297253438422338,0.7357073289615252,0.39451574206129447,0.9748435820308265,0.7710466904589739,0.29174773718437763,1.0415471251810302,0.8162364198154533,0.9282915592193604
Kennard-Stone,KR_Count,PLS,0.4170539995642851,0.9565279662536129,0.7537406130144476,0.37354233985777363,0.9915836807935449,0.7818496974859354,0.24332389340366,1.0765642390052435,0.8349022666034907,0.163496732711792
Kennard-Stone,KR_Count,KNN,0.6403273658380404,0.7513412039688179,0.5727861102261527,0.44294207913841765,0.9350475262317841,0.7208043381088682,0.4455597293947774,0.921536035838432,0.7236896396613745,0.031934499740600586
Kennard-Stone,KR_Count,SVR (RBF),0.19184285956456926,1.126241213697064,0.8938803217063562,0.15765325942432917,1.1498176171877146,0.9181385622795182,0.14895238804990807,1.141725938815655,0.8835502799175594,0.12490987777709961
Kennard-Stone,KR_Count,Kernel Ridge (RBF),0.44070222403121984,0.9369254906449742,0.7316858435592957,0.0009627592574016353,1.252201868302188,0.9066820341477226,0.17887692223885443,1.1214736354398207,0.8512785596289547,1.9342782497406006
Kennard-Stone,KR_Count,Decision Tree,0.9412761168267281,0.30359239735754023,0.12021033750200417,0.2886949335834421,1.0566020760558978,0.7806107303190638,0.4636647584196927,0.906364958064585,0.6557058867406611,0.47034192085266113
Kennard-Stone,KR_Count,Random Forest,0.8260951402177051,0.5224435453088566,0.3956330574424637,0.5450005617141118,0.8450627116261384,0.6531434195886843,0.5475054049818564,0.8325141755914721,0.6482099366668926,6.1437811851501465
Kennard-Stone,KR_Count,Extra Trees,0.9412761168267281,0.30359239735754023,0.12021033750201504,0.4777401729221904,0.9053714992447595,0.6784819336004605,0.5168544196871523,0.8602485409893191,0.6243342884741623,7.849309921264648
Kennard-Stone,KR_Count,Gradient Boosting,0.6288992414621171,0.7631843036175445,0.6006342987744526,0.4966717796103033,0.8888104438834046,0.6983548758392844,0.45490847864176653,0.9137337208076083,0.7137760567784517,13.154431104660034
Kennard-Stone,KR_Count,XGBoost,0.8001010529731153,0.5601299074048842,0.4167992568637615,0.5573099633464831,0.8335533139967856,0.6414451226573429,0.5564343218086967,0.824259395696418,0.6400186029705772,1.8220956325531006
Kennard-Stone,KR_Count,Hist Gradient Boosting,0.844137796754053,0.49459977467907773,0.3631086104369434,0.5582334965761726,0.8326833869220513,0.6385014217080287,0.5678326784357486,0.8135999278986338,0.6329650900596656,6.489727735519409
Kennard-Stone,KR_Count,AdaBoost,0.25257772149416235,1.083094942806738,0.9120145446865767,0.26193933480055454,1.076290578932389,0.8973442743270386,0.1784980129744006,1.1217323589802355,0.9100577405719925,3.1838016510009766
Kennard-Stone,KR_Count,MLP,0.771987529906302,0.5982225893970677,0.41868007436424787,0.44555416493131894,0.9328526967741441,0.7126051279958364,0.45599108374079733,0.9128258875326164,0.6921165394660667,19.510509967803955
Kennard-Stone,AtomPairs2D,Ridge,0.6148473667411412,0.7774991884132315,0.6060290921808952,0.3800282544314052,0.986437235485007,0.7680428312282369,0.37263622067146573,0.9802676254927359,0.7669042837712259,0.09951567649841309
Kennard-Stone,AtomPairs2D,Lasso,0.10228581175970419,1.187005013422659,0.9728941971213271,0.09595460901177555,1.1911833842693684,0.9762975501725167,-0.08127810166652294,1.2869262011817848,1.0281949872625715,0.9614670276641846
Kennard-Stone,AtomPairs2D,ElasticNet,0.21895589826313877,1.1071877884756929,0.9052662092642808,0.20831842988917892,1.1147019891353562,0.912029433439419,-0.04603611080300807,1.2657801414244385,1.0061726809805653,1.587096929550171
Kennard-Stone,AtomPairs2D,Bayesian Ridge,0.5794314484385552,0.8124598457484885,0.6336625006695445,0.45703137131618365,0.9231470317063822,0.7231163116370675,0.3402528733584803,1.005249099865842,0.7835255082949121,1.8032639026641846
Kennard-Stone,AtomPairs2D,PLS,0.5910667188277023,0.8011424370946754,0.6240483691004632,0.429918827370925,0.9459144454457478,0.7399090830972684,0.3597727393582736,0.9902663469878621,0.7721119113922257,0.3918576240539551
Kennard-Stone,AtomPairs2D,KNN,0.7170393692001771,0.6664176888753554,0.49960180885760813,0.5479034185412472,0.8423626849656198,0.6359928757335889,0.49933417259454815,0.8757071872705758,0.6830627527952848,0.043946027755737305
Kennard-Stone,AtomPairs2D,SVR (RBF),0.7608109676142011,0.612708830605313,0.4008614066519836,0.565026247973917,0.8262567758742788,0.626590067140525,0.46802854855163845,0.9026701938523577,0.661563561091575,0.21000957489013672
Kennard-Stone,AtomPairs2D,Kernel Ridge (RBF),0.5660700308116315,0.8252648187239316,0.6491682847991824,0.46813022013976424,0.9136632697008389,0.7228259563199425,0.33339842437925227,1.0104576287983387,0.781352820777866,4.0959954261779785
Kennard-Stone,AtomPairs2D,Decision Tree,0.9630433420883379,0.240840684914033,0.0820535113035113,0.13931546853494337,1.1622659304828975,0.8634880651755652,0.4627324791092441,0.9071523559033273,0.6498186686955485,1.2800607681274414
Kennard-Stone,AtomPairs2D,Random Forest,0.907069136750305,0.38191216695253205,0.2881403469119639,0.5720108153010873,0.8195961428958277,0.6376359060112246,0.5592354780731557,0.8216526384189163,0.6271408621902639,11.956212282180786
Kennard-Stone,AtomPairs2D,Extra Trees,0.9630433420883379,0.240840684914033,0.08205351130352341,0.21545845355074789,1.1096639628447342,0.8268182102272729,0.46839272985265545,0.9023611623375323,0.6463612271750815,30.4424889087677
Kennard-Stone,AtomPairs2D,Gradient Boosting,0.7261914175509354,0.6555518345056717,0.506422811768276,0.5503909837216514,0.8400420276713709,0.6542529095794465,0.48716497299166106,0.8862857757615537,0.6952166048411268,36.31535887718201
Kennard-Stone,AtomPairs2D,XGBoost,0.9457407657297485,0.2918235517488485,0.18430390131685698,0.5642590719900354,0.8269851015469366,0.6329346059901948,0.55472881461704,0.8258425114375192,0.6171874351981774,2.1023757457733154
Kennard-Stone,AtomPairs2D,Hist Gradient Boosting,0.941725532010165,0.3024284665002286,0.19776371954005376,0.5747216201150622,0.8169964341906188,0.6262046206261074,0.563663776485209,0.8175147053248905,0.6168738965089562,13.076713562011719
Kennard-Stone,AtomPairs2D,AdaBoost,0.3633643781915322,0.9996062806975262,0.8469129094332853,0.31092401520873314,1.03996103091896,0.8662630997104891,0.2596901095225338,1.064858041609074,0.86673646845857,34.9105908870697
Kennard-Stone,AtomPairs2D,MLP,0.7229981510214554,0.6593634091223091,0.5026708074911905,0.5251348888284264,0.8633137142420573,0.6671234346057658,0.4739551419290683,0.8976278716331146,0.704323180782893,11.227591514587402
Kennard-Stone,AP2D_Count,Ridge,0.6197799928191519,0.7725044529280753,0.6010223339336775,0.3494930194961017,1.0104375782234936,0.7621600938900667,0.27631312272378616,1.0528349368421506,0.7759817941548189,0.10617351531982422
Kennard-Stone,AP2D_Count,Lasso,0.30444580936973464,1.0448380847179495,0.8350689076446123,0.28559060362138144,1.0589052162103816,0.8464711252398766,0.0021763739676033955,1.2362657301042468,0.970082907690924,2.6798975467681885
Kennard-Stone,AP2D_Count,ElasticNet,0.3732553690293622,0.991810769572422,0.786787504960391,0.3442143739419533,1.0145289756176696,0.8035149149149299,0.1115569584960664,1.1665402664080604,0.902057086107113,6.1477391719818115
Kennard-Stone,AP2D_Count,Bayesian Ridge,0.5609502898725239,0.8301190034206285,0.6493268718669024,0.45651868846790555,0.9235827566788686,0.7229935683866944,0.3527085894488361,0.9957145679719603,0.7800317713007578,1.993804931640625
Kennard-Stone,AP2D_Count,PLS,0.543790100655464,0.8461860493621988,0.6598058019037575,0.43182403039638584,0.9443325064443037,0.734408838344189,0.3501607736889001,0.9976722687433665,0.7885115388222108,0.3151862621307373
Kennard-Stone,AP2D_Count,KNN,0.7115367654512305,0.6728662466832194,0.5062069608845237,0.5262231737278706,0.862323885579858,0.6522710820959989,0.46633128322958295,0.9041090405547533,0.697711204986809,0.042838096618652344
