Split,Fingerprint,Model,R2_train,RMSE_train,MAE_train,R2_CV,RMSE_CV,MAE_CV,R2_test,RMSE_test,MAE_test,Time_s
Kennard-Stone,PubChem,Random Forest,0.8435680101054492,0.4955030060344494,0.3536588686360024,0.5746266833511485,0.8170876199562964,0.6155247771335142,0.49295450081309866,0.8812688209843323,0.6682813323604021,12.945078134536743
Kennard-Stone,PubChem,Extra Trees,0.899236228897565,0.3976817992020391,0.18307542188251932,0.370323460362447,0.9941279060860176,0.7220177717814312,0.4704222862918447,0.9006370096442201,0.6652997975360772,48.38328170776367
Kennard-Stone,PubChem,Gradient Boosting,0.6334158037006847,0.758525835987939,0.5786825277686664,0.5138970880776674,0.8734692489475198,0.6665901288725069,0.3273709869712893,1.0150156471560299,0.7727991234854622,12.815065860748291
Kennard-Stone,PubChem,XGBoost,0.8357274236319441,0.507768836078739,0.34959975661653464,0.5717022008917374,0.8198915868085217,0.6115272124734505,0.4911937692461409,0.882797611897328,0.6667747076833314,2.1674396991729736
Kennard-Stone,PubChem,Hist Gradient Boosting,0.8197941213176431,0.5318240657708999,0.3755991812532853,0.5733097548094979,0.8183514679810924,0.6133962780272626,0.4955934926266843,0.8789724835071197,0.66603389601414,15.366722106933594
Kennard-Stone,PubChem,AdaBoost,0.3223371030901919,1.0313126923541658,0.8566680209799777,0.30471768929529497,1.0446338603242984,0.8626836259038463,0.14002794562234977,1.1476966355071954,0.9172790069374492,1.645756483078003
Kennard-Stone,PubChem,MLP,0.7265653655833338,0.6551040288286399,0.48687740933132495,0.5184906943227756,0.8693323698536654,0.6574720863176688,0.4384547177227611,0.9274218649853606,0.7173033353721544,23.24910807609558
Kennard-Stone,Substructure,Ridge,0.2748835257835711,1.066810777990602,0.8506653405300064,0.25455647095627265,1.0816602826726018,0.8627179556558084,0.04201369972687985,1.211335899841462,0.9455342080562094,0.032833099365234375
Kennard-Stone,Substructure,Lasso,0.11622073239899122,1.1777562383764824,0.9647981447125353,0.11376108869785984,1.1793940047610783,0.9658518390403225,-0.09579661646255566,1.2955372862569468,1.0342701482141143,0.06189608573913574
Kennard-Stone,Substructure,ElasticNet,0.16078655036818335,1.1476771271338015,0.9407645976845033,0.15768934334277995,1.1497929893429846,0.9422229608046774,-0.08727545041979012,1.2904902577227981,1.0287867365726808,0.07752227783203125
Kennard-Stone,Substructure,Bayesian Ridge,0.2738294197853598,1.0675859108777035,0.8528048487186661,0.25691016231649455,1.079951295225983,0.8630207208979296,0.043393308254442764,1.2104633552975128,0.9455478483476194,0.04016709327697754
Kennard-Stone,Substructure,PLS,0.27470676403686867,1.066940798375332,0.8504992650317057,0.255553774661497,1.080936482135783,0.8618501098510255,0.04080381234007435,1.2121005859230523,0.945102655429387,0.06212568283081055
Kennard-Stone,Substructure,KNN,0.5264407652349505,0.862125843071121,0.6463075120347,0.3737595530348715,0.991411758787598,0.7637760239610768,0.19214919331958025,1.1123732093321068,0.874476240075905,0.02755570411682129
Kennard-Stone,Substructure,SVR (RBF),0.5158558682712611,0.8717076247302643,0.6424657937995283,0.42752061989015866,0.9479019855036641,0.7277673981094543,0.17490338592386423,1.1241838492124632,0.833729288498646,0.26526570320129395
