molecule_chembl_id,molecule_pref_name,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_chembl_id,assay_description,assay_type,target_chembl_id,target_pref_name,target_organism,document_chembl_id,document_journal,document_year,activity_id
CHEMBL386630,TESTOSTERONE,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Ki,=,600.0,nM,6.22,CHEMBL664583,Inhibition of human placental aromatase Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1122309,J Med Chem,1983,79605
CHEMBL341591,,CC12CCC(O)CC1=CCC1C2CCC2(C)C(CC3CN3)CCC12,IC50,=,7100.0,nM,5.15,CHEMBL666794,Inhibition of Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1133116,J Med Chem,2000,82585
CHEMBL2111947,,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2[C@H]1CN1,IC50,>,50000.0,nM,,CHEMBL666794,Inhibition of Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1133116,J Med Chem,2000,94540
CHEMBL431859,,CCn1c(C(c2ccc(F)cc2)n2ccnc2)c(C)c2cc(Br)ccc21,IC50,=,238.0,nM,6.62,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1131917,Bioorg Med Chem Lett,1999,112960
CHEMBL113637,,CCn1cc(C(c2ccc(F)cc2)n2ccnc2)c2ccccc21,IC50,=,57.0,nM,7.24,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1131917,Bioorg Med Chem Lett,1999,116766
CHEMBL112021,,Clc1ccccc1Cn1cc(Cn2ccnc2)c2ccccc21,IC50,=,54.0,nM,7.27,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1131917,Bioorg Med Chem Lett,1999,118017
CHEMBL324070,,Cc1ccc(S(=O)(=O)n2cc(C(c3ccccc3)n3ccnc3)c3ccccc32)cc1,IC50,=,5400.0,nM,5.27,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1131917,Bioorg Med Chem Lett,1999,118020
CHEMBL41761,,CCn1ccc2cc(C(c3ccc(F)cc3)n3ccnc3)ccc21,IC50,=,41.0,nM,7.39,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1131917,Bioorg Med Chem Lett,1999,126976
CHEMBL111868,,Cn1cc(C(c2ccc(F)cc2)n2ccnc2)c2cc(Br)ccc21,IC50,=,78.5,nM,7.11,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1131917,Bioorg Med Chem Lett,1999,135646
CHEMBL111888,,CCn1cc(C(c2ccc(F)cc2)n2ccnc2)c2cc(Br)ccc21,IC50,=,51.8,nM,7.29,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1131917,Bioorg Med Chem Lett,1999,138013
CHEMBL112074,,CCn1ccc2cc(C(c3ccccc3)n3ccnc3)ccc21,IC50,=,205.0,nM,6.69,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1131917,Bioorg Med Chem Lett,1999,138016
CHEMBL324326,,N#Cc1ccc(Cn2cc(Cn3ccnc3)c3ccccc32)cc1,IC50,=,50.0,nM,7.30,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1131917,Bioorg Med Chem Lett,1999,139306
CHEMBL488,AMINOGLUTETHIMIDE,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,Ki,=,600.0,nM,6.22,CHEMBL666405,Inhibitory constant (Ki) for Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123108,J Med Chem,1985,160554
CHEMBL289116,ROGLETIMIDE,CCC1(c2ccncc2)CCC(=O)NC1=O,Ki,=,1100.0,nM,5.96,CHEMBL666405,Inhibitory constant (Ki) for Cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123108,J Med Chem,1985,171632
CHEMBL37321,,CCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,IC50,=,6600.0,nM,5.18,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,184046
CHEMBL353068,,c1ccc2c(c1)CCC1C(c3cc[nH]n3)C21,IC50,=,51000.0,nM,4.29,CHEMBL666792,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,184487
CHEMBL41066,,CCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,IC50,=,3200.0,nM,5.50,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,185411
CHEMBL166709,,O=C1/C(=C/c2cccnn2)CCc2ccccc21,IC50,>,250000.0,nM,,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,185984
CHEMBL424556,,O=C1/C(=C/c2ccnnc2)CCc2ccccc21,IC50,=,103000.0,nM,,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,185988
CHEMBL1630273,,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,IC50,=,6800.0,nM,5.17,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,186032
CHEMBL1630273,,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,Ki,=,800.0,nM,6.10,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,186033
CHEMBL1630261,,C[C@]12CCCC=C1[C@H](O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,50.0,nM,7.30,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,186034
CHEMBL1630261,,C[C@]12CCCC=C1[C@H](O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,6.0,nM,8.22,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,186035
CHEMBL169251,,O=C1/C(=C\c2c[nH]cn2)CCc2ccccc21,IC50,=,170.0,nM,6.77,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,187134
CHEMBL168636,,O=C1/C(=C/c2cccnc2)CCc2ccccc21,IC50,=,9200.0,nM,5.04,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,188443
CHEMBL90585,,O=C1/C(=C/c2ccncc2)CCc2ccccc21,IC50,=,4600.0,nM,5.34,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,188448
CHEMBL1629805,,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1CCC2=O,IC50,=,49.0,nM,7.31,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,188467
CHEMBL1629805,,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1CCC2=O,Ki,=,5.8,nM,8.24,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,188468
CHEMBL433728,,c1ccc2c(c1)CCC1C(c3ccsc3)C21,IC50,>,250000.0,nM,,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,189643
CHEMBL38877,,CCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,IC50,=,31000.0,nM,4.51,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,190464
CHEMBL169449,,O=C1c2ccccc2CCC1C(O)c1cnccn1,IC50,>,250000.0,nM,,CHEMBL666792,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,190934
CHEMBL39275,,CCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,IC50,=,40000.0,nM,4.40,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,192817
CHEMBL39513,,CCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,IC50,=,21000.0,nM,4.68,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,192820
CHEMBL2112738,,CC(=O)O[C@H]1CCC[C@@]2(CO)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,11000.0,nM,4.96,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,193224
CHEMBL289116,ROGLETIMIDE,CCC1(c2ccncc2)CCC(=O)NC1=O,IC50,=,10000.0,nM,5.00,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,194006
CHEMBL289116,ROGLETIMIDE,CCC1(c2ccncc2)CCC(=O)NC1=O,Ki,=,1100.0,nM,5.96,CHEMBL662247,Inhibition of human placental cytochrome P450 19A1 with testosterone,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,194007
CHEMBL289116,ROGLETIMIDE,CCC1(c2ccncc2)CCC(=O)NC1=O,Ki,=,14000.0,nM,4.85,CHEMBL662248,Inhibition of human placental cytochrome P450 19A1 with androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,194008
CHEMBL289116,ROGLETIMIDE,CCC1(c2ccncc2)CCC(=O)NC1=O,IC50,=,45000.0,nM,4.35,CHEMBL666800,Inhibition of human placental cytochrome P450 19A1 with androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,194009
CHEMBL39782,,CCC1(c2ccncc2)CCC(=O)N(C)C1=O,IC50,=,30000.0,nM,4.52,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,194012
CHEMBL304903,,c1ccc2c(c1)CCC1C(c3ccncc3)C21,IC50,=,370.0,nM,6.43,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,194397
CHEMBL488,AMINOGLUTETHIMIDE,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,IC50,=,8000.0,nM,5.10,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,195129
CHEMBL488,AMINOGLUTETHIMIDE,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,Ki,=,600.0,nM,6.22,CHEMBL661157,Inhibition of human placental cytochrome P450 19A1 with testosterone,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,195131
CHEMBL488,AMINOGLUTETHIMIDE,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,Ki,=,1800.0,nM,5.75,CHEMBL660320,Inhibition of human placental cytochrome P450 19A1 with androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,195132
CHEMBL488,AMINOGLUTETHIMIDE,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,IC50,=,14000.0,nM,4.85,CHEMBL661156,Inhibition of human placental cytochrome P450 19A1 with androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,195133
CHEMBL168434,,O=C1/C(=C/c2c[nH]cn2)CCc2ccccc21,IC50,=,260.0,nM,6.58,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,196688
CHEMBL352645,,c1ccc2c(c1)CCC1C(c3c[nH]cn3)C21,IC50,=,600.0,nM,6.22,CHEMBL666792,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,196724
CHEMBL2112739,,CC(=O)O[C@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,1000.0,nM,6.00,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,197806
CHEMBL2112739,,CC(=O)O[C@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,90.0,nM,7.05,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,197807
CHEMBL440930,,c1cncc(C2C3CCc4ccccc4C32)c1,IC50,=,13000.0,nM,4.89,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,200278
CHEMBL1630274,,C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,IC50,=,31.0,nM,7.51,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,200308
CHEMBL1630274,,C[C@]12CC[C@H]3[C@@H](CC=C4[C@@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O,Ki,=,3.4,nM,8.47,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,200309
CHEMBL1629804,,C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,60.0,nM,,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,200310
CHEMBL1629804,,C[C@]12CCCC=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,6.8,nM,8.17,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,200311
CHEMBL39661,,CCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,IC50,=,800.0,nM,6.10,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,201151
CHEMBL39661,,CCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,Ki,=,120.0,nM,6.92,CHEMBL662249,Inhibition of human placental cytochrome P450 19A1 with testosterone,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,201153
CHEMBL39661,,CCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,Ki,=,480.0,nM,6.32,CHEMBL662248,Inhibition of human placental cytochrome P450 19A1 with androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,201154
CHEMBL39661,,CCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,IC50,=,5000.0,nM,5.30,CHEMBL666800,Inhibition of human placental cytochrome P450 19A1 with androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,201155
CHEMBL38550,,CCCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,IC50,=,3000.0,nM,5.52,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,201156
CHEMBL39152,,CCCCCCC1(c2ccncc2)CCC(=O)NC1=O,IC50,=,3600.0,nM,5.44,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,202331
CHEMBL166789,,c1ccc(C2C3CCc4ccccc4C32)nc1,IC50,>,250000.0,nM,,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,202723
CHEMBL3349856,,C[C@]12CCC[C@@H](O)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,860.0,nM,6.07,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,202750
CHEMBL3349856,,C[C@]12CCC[C@@H](O)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,58.0,nM,7.24,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,202751
CHEMBL1630275,,CO[C@H]1CCC[C@@]2(CO)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,150000.0,nM,,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,202752
CHEMBL1630267,,C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,IC50,=,940.0,nM,6.03,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,203935
CHEMBL1630267,,C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,Ki,=,110.0,nM,6.96,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,203936
CHEMBL38439,,CCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,IC50,=,1500.0,nM,5.82,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,204709
CHEMBL38510,,CC1(c2ccncc2)CCC(=O)NC1=O,IC50,=,245000.0,nM,,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,204711
CHEMBL415753,,O=C1/C(=C/c2cc[nH]n2)CCc2ccccc21,IC50,=,18000.0,nM,4.75,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,205065
CHEMBL3349864,,C[C@]12CCC[C@H](O)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,280.0,nM,6.55,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,205144
CHEMBL3349864,,C[C@]12CCC[C@H](O)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,25.0,nM,7.60,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,205145
CHEMBL1629806,,C[C@]12CCCC=C1[C@@H](O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,190.0,nM,6.72,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,205146
CHEMBL1629806,,C[C@]12CCCC=C1[C@@H](O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,21.0,nM,7.68,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,205147
CHEMBL169664,,O=C1c2ccccc2CCC1C(O)c1cccnn1,IC50,>,250000.0,nM,,CHEMBL666792,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,207551
CHEMBL168762,,O=C1c2ccccc2CCC1C(O)c1ccnnc1,IC50,>,250000.0,nM,,CHEMBL666792,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,207554
CHEMBL275594,,CCCC1(c2ccncc2)CCC(=O)NC1=O,IC50,=,6000.0,nM,5.22,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,208308
CHEMBL39781,,CCN1C(=O)CCC(CC)(c2ccncc2)C1=O,IC50,=,385000.0,nM,,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,208311
CHEMBL413344,,O=C1/C(=C/c2cnccn2)CCc2ccccc21,IC50,=,38000.0,nM,4.42,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,208708
CHEMBL168444,,O=C1c2ccccc2CCC1C(O)c1ccncn1,IC50,=,27000.0,nM,4.57,CHEMBL666792,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,208723
CHEMBL288712,,CCCCCC1(c2ccncc2)CCC(=O)NC1=O,IC50,=,2500.0,nM,5.60,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,209409
CHEMBL169086,,O=C1/C(=C/c2cncs2)CCc2ccccc21,IC50,=,1100.0,nM,5.96,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,209850
CHEMBL168700,,c1ccc(C2C3CCc4ccccc4C32)cc1,IC50,>,250000.0,nM,,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,209854
CHEMBL355681,,Nc1ncc(/C=C2\CCc3ccccc3C2=O)s1,IC50,>,250000.0,nM,,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,212223
CHEMBL289766,,CCCCCCCCCC1(c2ccncc2)CCC(=O)NC1=O,IC50,=,2400.0,nM,5.62,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,214116
CHEMBL1630266,,C[C@]12CC[C@H]3[C@@H](C[C@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,IC50,=,1400.0,nM,5.85,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,214542
CHEMBL1630266,,C[C@]12CC[C@H]3[C@@H](C[C@H](O)C4=CCCC[C@@]43CO)[C@@H]1CCC2=O,Ki,=,250.0,nM,6.60,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,214543
CHEMBL2111917,,CC(=O)O[C@@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,700.0,nM,6.16,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,216915
CHEMBL2111917,,CC(=O)O[C@@H]1CCC[C@@]2(C)C1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,60.0,nM,7.22,CHEMBL660323,"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1134295,J Med Chem,2001,216916
CHEMBL39840,,CCCCCCCCCCN1C(=O)CCC(CC)(c2ccncc2)C1=O,IC50,=,10000.0,nM,5.00,CHEMBL666799,Inhibitory activity against human placental cytochrome P450 19A1,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1123885,J Med Chem,1987,218905
