feature,sd,mean,is_low_variance
AP2DC_0,0.32605610668095336,0.03948065712771595,False
AP2DC_1,0.7077894589019992,0.2127715951245363,False
AP2DC_2,3.5687824249612357,2.6825649178590356,False
AP2DC_3,5.001882504763346,4.689454160042395,False
AP2DC_4,0.4224584924829157,0.08240593534711181,False
AP2DC_5,2.346003453836519,1.7045574986751457,False
AP2DC_6,1.2023016894657252,0.7692103868574457,False
AP2DC_7,0.7147645168933634,0.2143614202437732,False
AP2DC_8,0.7720987787244017,0.2851086380498145,False
AP2DC_9,0.43310180324137365,0.08956014838367779,False
AP2DC_10,0.4295098432947828,0.0397456279809221,False
AP2DC_11,1.3884575755920672,0.6979332273449921,False
AP2DC_12,0.1803429359314671,0.008744038155802861,False
AP2DC_13,0.8630192978304475,0.3092209856915739,False
AP2DC_14,0.15714205717821808,0.01483836777954425,False
AP2DC_15,0.1268127614462761,0.009273979862215157,False
AP2DC_16,0.48371160648740663,0.09379968203497616,False
AP2DC_17,0.9754286410055465,0.21542130365659778,False
AP2DC_18,0.6653191010898127,0.09750927397986221,False
AP2DC_19,0.6713320325931257,0.127715951245363,False
AP2DC_20,0.45386602302740464,0.04239533651298357,False
AP2DC_21,0.28774925615939084,0.026232114467408585,False
AP2DC_22,0.34629902263834933,0.0789613142554319,False
AP2DC_23,0.19622345156840879,0.038950715421303655,False
AP2DC_24,0.30337431003292414,0.07048224695283518,False
AP2DC_25,0.35537853227771815,0.02570217276099629,False
AP2DC_26,1.0962107798352165,0.28431372549019607,False
AP2DC_27,0.9041236124087993,0.26338102808691044,False
AP2DC_28,0.31062814101114744,0.03232644409114997,False
AP2DC_29,0.7319474346915965,0.2384737678855326,False
AP2DC_30,1.0049447242856102,0.31505034446210917,False
AP2DC_31,0.3924962900803103,0.02702702702702703,False
AP2DC_32,1.337971631046867,0.39056703762586115,False
AP2DC_33,1.258521112019023,0.40858505564387915,False
AP2DC_34,1.9058690284448334,0.9629040805511394,False
AP2DC_35,1.4103538779777482,0.9152093269740329,False
AP2DC_36,0.12695002809655695,0.007154213036565978,False
AP2DC_37,0.16734198196420608,0.009538950715421303,False
AP2DC_38,0.12166285026902267,0.006359300476947536,False
AP2DC_39,0.5675707679561883,0.18600953895071543,False
AP2DC_40,0.7817343578906364,0.3174350821409645,False
AP2DC_41,4.902433668392825,3.7673555908850025,False
AP2DC_42,4.694295048033371,4.800211976682565,False
AP2DC_43,0.9636624453600386,0.408320084790673,False
AP2DC_44,0.42991621292302135,0.08558558558558559,False
AP2DC_45,1.0535718670509808,0.20455749867514572,False
AP2DC_46,0.2369747588860745,0.017223105458399578,False
AP2DC_47,0.6772774820089327,0.13354531001589826,False
AP2DC_48,0.46106872247645636,0.05378908320084791,False
AP2DC_49,0.5846598571390358,0.1494435612082671,False
AP2DC_50,2.3465903953773783,0.8261791202967673,False
AP2DC_51,1.5636689706400528,0.7034976152623211,False
AP2DC_52,0.5241280042758899,0.11102278749337573,False
AP2DC_53,3.65424772805132,1.2988871224165341,False
AP2DC_54,0.4586276408813247,0.044250132485426606,False
AP2DC_55,2.2045724377413585,0.492845786963434,False
AP2DC_56,1.510713821689524,0.4652888182299947,False
AP2DC_57,0.5701955445077596,0.13937466878643348,False
AP2DC_58,1.5800451251097019,0.6926338102808691,False
AP2DC_59,0.42329450150050846,0.06703762586115528,False
AP2DC_60,0.4303631598058685,0.03709591944886063,False
AP2DC_61,0.3651713925750318,0.05113937466878643,False
AP2DC_62,1.7147100944293152,0.7957074721780604,False
AP2DC_63,1.652219022410459,0.3998410174880763,False
AP2DC_64,1.4924256253301773,0.9626391096979332,False
AP2DC_65,0.6247057959022007,0.127715951245363,False
AP2DC_66,5.237059177357935,5.25516693163752,False
AP2DC_67,2.82645229902727,3.213566507684155,False
AP2DC_68,1.481113217267279,1.1057233704292528,False
AP2DC_69,1.6583201768203082,0.9936406995230525,False
AP2DC_70,0.707829096910967,0.22416534181240064,False
AP2DC_71,1.0946218224077628,0.5267620561738209,False
AP2DC_72,0.4059887923585786,0.10810810810810811,False
AP2DC_73,1.29419276347403,0.7058823529411765,False
AP2DC_74,0.4652665584098335,0.10704822469528352,False
AP2DC_75,0.6560954720133667,0.13990461049284578,False
AP2DC_76,0.9343282050210654,0.3762586115527292,False
AP2DC_77,1.5534806987051561,0.9872813990461049,False
AP2DC_78,0.5936064997103119,0.32167461579226286,False
AP2DC_79,0.231029883946575,0.034976152623211444,False
AP2DC_80,0.26865331784255053,0.05564387917329094,False
AP2DC_81,0.1273275756874322,0.01483836777954425,False
AP2DC_82,0.14904106044789195,0.01775304716481187,False
AP2DC_83,0.2520084113250737,0.02994170641229465,False
AP2DC_84,0.2567448306290952,0.0246422893481717,False
AP2DC_85,0.18908820925801081,0.023582405935347113,False
AP2DC_86,0.33323254068289393,0.07101218865924748,False
AP2DC_87,0.12976419664415725,0.011128775834658187,False
AP2DC_88,0.09600716621208359,0.007684154742978272,True
AP2DC_89,0.15674738804005225,0.018547959724430314,False
AP2DC_90,0.555017715020918,0.07763645998940116,False
AP2DC_91,0.6183334269421652,0.14599894011658718,False
AP2DC_92,0.1726482845775603,0.01192368839427663,False
AP2DC_93,1.3511052276894122,0.19899311075781664,False
AP2DC_94,0.45355768967512555,0.04557498675145734,False
AP2DC_95,0.8546363073250375,0.06942236354001059,False
AP2DC_96,0.7864328732288036,0.3158452570217276,False
AP2DC_97,0.9741589354199963,0.4719130895601484,False
AP2DC_98,1.1485320610920653,0.5771065182829889,False
AP2DC_99,0.3243413190941313,0.028616852146263912,False
AP2DC_100,0.9062430647154878,0.14679385267620562,False
AP2DC_101,0.20568167849659957,0.02994170641229465,False
AP2DC_102,0.6122260121448126,0.1226815050344462,False
AP2DC_103,0.5240395630990985,0.04266030736618972,False
AP2DC_104,1.5516995173567432,1.2798092209856915,False
AP2DC_105,1.871217777342735,1.4130895601483837,False
AP2DC_106,0.35851742130596587,0.07286698463169052,False
AP2DC_107,0.6432002134225786,0.17912029676735558,False
AP2DC_108,0.30495221018850105,0.04345521992580816,False
AP2DC_109,0.22107549842808982,0.026232114467408585,False
AP2DC_110,0.6709828052996895,0.12851086380498145,False
AP2DC_111,1.1568315074281406,0.7371489136195019,False
AP2DC_112,1.018800431029769,0.4814520402755697,False
AP2DC_113,0.40678786800739547,0.04504504504504504,False
AP2DC_114,0.6469092521802471,0.12506624271330152,False
AP2DC_115,1.5088165291194704,0.320084790673026,False
AP2DC_116,1.4640789081498833,0.21807101218865924,False
AP2DC_117,0.4259769551634406,0.06783253842077372,False
AP2DC_118,2.1707924757664365,0.6417594064652888,False
AP2DC_119,0.7003078336414874,0.07207207207207207,False
AP2DC_120,0.45528526098403704,0.09618441971383147,False
AP2DC_121,4.092292986788585,3.6936936936936937,False
AP2DC_122,2.0733561507800338,2.1809750927397986,False
AP2DC_123,3.108837553262958,3.97456279809221,False
AP2DC_124,5.288362600048158,6.668256491785904,False
AP2DC_125,0.4278008127089893,0.047429782723900374,False
AP2DC_126,0.42259411996672186,0.10943296237413884,False
AP2DC_127,0.2695974335266727,0.05087440381558029,False
