feature,sd,mean,is_low_variance
AP2D_0,0.4973614130785738,0.4480657127715951,False
AP2D_1,0.48312557109299326,0.37095919448860626,False
AP2D_2,0.4680843351290672,0.3240593534711182,False
AP2D_3,0.3808201183642657,0.17594064652888183,False
AP2D_4,0.39379922060137895,0.19183889772125065,False
AP2D_5,0.30235775410634114,0.10174880763116058,False
AP2D_6,0.17477238823179372,0.03153153153153153,False
AP2D_7,0.07439685537382569,0.005564387917329093,True
AP2D_8,0.3436022826273922,0.863275039745628,False
AP2D_9,0.476957732791105,0.6502384737678856,False
AP2D_10,0.49822002408661126,0.45707472178060415,False
AP2D_11,0.4224056258624479,0.2323794382617912,False
AP2D_12,0.16140864829069057,0.9732379438261791,False
AP2D_13,0.26721538466229866,0.9226285108638049,False
AP2D_14,0.47042619541689934,0.6695813460519343,False
AP2D_15,0.4530259725039437,0.2882882882882883,False
AP2D_16,0.4937911690377163,0.5789613142554318,False
AP2D_17,0.4968097860415374,0.4430312665606783,False
AP2D_18,0.4396678177288456,0.26179120296767355,False
AP2D_19,0.16218365055583792,0.02702702702702703,False
AP2D_20,0.45522502202229487,0.7069422363540011,False
AP2D_21,0.4918819825984965,0.5900900900900901,False
AP2D_22,0.4976832482973428,0.4512453630100689,False
AP2D_23,0.4485740086035209,0.2790143084260731,False
AP2D_24,0.49765721279231356,0.5490196078431373,False
AP2D_25,0.4833372446628518,0.3717541070482247,False
AP2D_26,0.3112257852725449,0.1086380498145204,False
AP2D_27,0.1085570662581511,0.01192368839427663,False
AP2D_28,0.3323336462991059,0.12639109697933226,False
AP2D_29,0.24022816303383818,0.06147323794382618,False
AP2D_30,0.14049015738947215,0.020137784843667197,False
AP2D_31,0.04878197670482277,0.0023847376788553257,True
AP2D_32,0.41460892520077647,0.22045574986751457,False
AP2D_33,0.32442109892348325,0.11950185479597245,False
AP2D_34,0.160629469656457,0.026497085320614733,False
AP2D_35,0.06697314719039353,0.0045045045045045045,True
AP2D_36,0.3287233162147831,0.1232114467408585,False
AP2D_37,0.20974012573053483,0.046104928457869634,False
AP2D_38,0.12092173105870221,0.01483836777954425,False
AP2D_39,0.06697314719039353,0.0045045045045045045,True
AP2D_40,0.48226484200849756,0.3677795442501325,False
AP2D_41,0.3952440257503069,0.19369369369369369,False
AP2D_42,0.1997007657040222,0.04160042395336513,False
AP2D_43,0.08582593663750397,0.007419183889772125,True
AP2D_44,0.46046058041659066,0.6950185479597244,False
AP2D_45,0.5000071983347342,0.5076841547429782,False
AP2D_46,0.3320354481361401,0.12612612612612611,False
AP2D_47,0.10974191065063037,0.012188659247482777,False
AP2D_48,0.2125845080040253,0.047429782723900374,False
AP2D_49,0.14228821529670954,0.02066772655007949,False
AP2D_50,0.08272601693788843,0.00688924218335983,True
AP2D_51,0.03984618268282351,0.001589825119236884,True
AP2D_52,0.481082109567461,0.3635400105988341,False
AP2D_53,0.35421147740279957,0.14705882352941177,False
AP2D_54,0.22457953914717257,0.05325914149443561,False
AP2D_55,0.09854124850820864,0.00980392156862745,True
AP2D_56,0.4787554079185973,0.3555908850026497,False
AP2D_57,0.38239111908052914,0.17779544250132484,False
AP2D_58,0.22563090925630783,0.05378908320084791,False
AP2D_59,0.10614572355144207,0.011393746687864335,False
AP2D_60,0.33704060393135055,0.8693693693693694,False
AP2D_61,0.49713543939537125,0.5540540540540541,False
AP2D_62,0.4329935535032527,0.24986751457339693,False
AP2D_63,0.19538686898608884,0.0397456279809221,False
AP2D_64,0.41371233731743406,0.21913089560148383,False
AP2D_65,0.27582181878439505,0.0829358770535241,False
AP2D_66,0.16218365055583792,0.02702702702702703,False
AP2D_67,0.1120721473945726,0.012718600953895072,False
AP2D_68,0.4292560861561359,0.24350821409644938,False
AP2D_69,0.38261428699433064,0.178060413354531,False
AP2D_70,0.23482773547463892,0.05855855855855856,False
AP2D_71,0.10855706625815112,0.01192368839427663,False
AP2D_72,0.31583552767919804,0.11234764175940647,False
AP2D_73,0.2844422732959695,0.08876523582405936,False
AP2D_74,0.19476135579497633,0.03948065712771595,False
AP2D_75,0.12198020471107276,0.015103338632750398,False
AP2D_76,0.37390829720317614,0.1679915209326974,False
AP2D_77,0.32254666256923015,0.11791202967673556,False
AP2D_78,0.1837437543296768,0.034976152623211444,False
AP2D_79,0.032542905139016295,0.0010598834128245894,True
AP2D_80,0.23779305822150415,0.060148383677795444,False
AP2D_81,0.16971640773879199,0.0296767355590885,False
AP2D_82,0.10114240030644481,0.010333863275039745,False
AP2D_83,0.06498214287438389,0.0042395336512983575,True
AP2D_84,0.4958680837172142,0.5646528881823,False
AP2D_85,0.4659543445522197,0.3184949655537891,False
AP2D_86,0.3098879633223311,0.10757816640169582,False
AP2D_87,0.1431780411667251,0.020932697403285638,False
AP2D_88,0.48211919845049916,0.3672496025437202,False
AP2D_89,0.37854875367038443,0.17329093799682035,False
AP2D_90,0.18035383920899295,0.03365129835718071,False
AP2D_91,0.08113035457382697,0.006624271330153683,True
AP2D_92,0.49837639259013217,0.5410704822469529,False
AP2D_93,0.4991041043390168,0.46899841017488075,False
AP2D_94,0.2793952245602449,0.08532061473237944,False
AP2D_95,0.07950178948815584,0.006359300476947536,True
AP2D_96,0.3034022033124772,0.10254372019077901,False
AP2D_97,0.1330340502066484,0.018018018018018018,False
AP2D_98,0.03637924824403939,0.0013248542660307366,True
AP2D_99,0.0,0.0,True
AP2D_100,0.4876430200326785,0.3892421833598304,False
AP2D_101,0.44538389734461076,0.2726550079491256,False
AP2D_102,0.31906101882352667,0.11499735029146795,False
AP2D_103,0.11207214739457261,0.012718600953895072,False
AP2D_104,0.4987657969386951,0.536036036036036,False
AP2D_105,0.485962270753917,0.3820879703232644,False
AP2D_106,0.33616714340111525,0.12983571807101218,False
AP2D_107,0.1422882152967095,0.02066772655007949,False
AP2D_108,0.4507657207491049,0.2835188129305776,False
AP2D_109,0.384167713972403,0.17991520932697402,False
AP2D_110,0.22457953914717257,0.05325914149443561,False
AP2D_111,0.09170278603414281,0.008479067302596715,True
AP2D_112,0.23925797577734045,0.06094329623741388,False
AP2D_113,0.18103767623789643,0.03391626921038686,False
AP2D_114,0.1395816882486102,0.01987281399046105,False
AP2D_115,0.0778382564940934,0.006094329623741388,True
AP2D_116,0.36471676393095437,0.1579226285108638,False
AP2D_117,0.32191767982913716,0.11738208797032326,False
AP2D_118,0.16524306642867043,0.028086910439851617,False
AP2D_119,0.07261356872352699,0.005299417064122946,True
AP2D_120,0.48770314280452853,0.38950715421303655,False
AP2D_121,0.3228603681532489,0.1181770005299417,False
AP2D_122,0.160629469656457,0.026497085320614733,False
AP2D_123,0.07783825649409339,0.006094329623741388,True
AP2D_124,0.3174551351649376,0.1136724960254372,False
AP2D_125,0.17688904989175766,0.03232644409114997,False
AP2D_126,0.08582593663750397,0.007419183889772125,True
AP2D_127,0.045998196145144186,0.0021197668256491787,True
AP2D_128,0.4496123565682801,0.2811340752517223,False
AP2D_129,0.22977606531577258,0.055908850026497085,False
AP2D_130,0.0917027860341428,0.008479067302596715,True
AP2D_131,0.05141388915001135,0.002649708532061473,True
AP2D_132,0.48416995935993373,0.6250662427133016,False
AP2D_133,0.4445685758683603,0.27106518282988873,False
AP2D_134,0.1966308544593081,0.040275569687334395,False
AP2D_135,0.08582593663750397,0.007419183889772125,True
AP2D_136,0.4983544799968573,0.45866454689984104,False
AP2D_137,0.4689740113246872,0.3264440911499735,False
AP2D_138,0.35020515709426203,0.14308426073131955,False
AP2D_139,0.1890219019763541,0.03709591944886063,False
AP2D_140,0.49885977467766124,0.5347111817700053,False
AP2D_141,0.48715658102953097,0.3871224165341812,False
AP2D_142,0.38350382878275546,0.17912029676735558,False
AP2D_143,0.1621836505558379,0.02702702702702703,False
AP2D_144,0.3624647119307936,0.15553789083200847,False
AP2D_145,0.27741821330999733,0.0839957604663487,False
AP2D_146,0.1566687383389061,0.025172231054583997,False
AP2D_147,0.09027061680983707,0.008214096449390567,True
AP2D_148,0.34803103326743257,0.14096449390567037,False
AP2D_149,0.23130633914839774,0.05670376258611553,False
AP2D_150,0.12406836651874902,0.01563328033916269,False
AP2D_151,0.06697314719039356,0.0045045045045045045,True
AP2D_152,0.4389472440633857,0.2604663487016428,False
AP2D_153,0.30270653625819177,0.10201377848436671,False
AP2D_154,0.14228821529670954,0.02066772655007949,False
AP2D_155,0.08429064519398217,0.007154213036565978,True
AP2D_156,0.48864455556023917,0.3937466878643349,False
AP2D_157,0.39171073037949716,0.1891891891891892,False
AP2D_158,0.1915976632446362,0.03815580286168521,False
AP2D_159,0.07950178948815584,0.006359300476947536,True
AP2D_160,0.4255543646010119,0.237413884472708,False
AP2D_161,0.2974070691854937,0.09803921568627451,False
AP2D_162,0.15746974653955748,0.025437201907790145,False
AP2D_163,0.06292706003131429,0.00397456279809221,True
AP2D_164,0.38328191172530457,0.8211446740858506,False
AP2D_165,0.48269801724734557,0.6306306306306306,False
AP2D_166,0.4922656106220113,0.41202967673555907,False
AP2D_167,0.35657239467192625,0.1494435612082671,False
AP2D_168,0.3314376112679655,0.8744038155802861,False
AP2D_169,0.40950753619222063,0.7869634340222575,False
AP2D_170,0.5000459622191531,0.5045045045045045,False
AP2D_171,0.43176173594041223,0.24774774774774774,False
AP2D_172,0.4999987710056639,0.4917859035506094,False
AP2D_173,0.45252901531777884,0.2872284048754637,False
AP2D_174,0.31189119334120285,0.10916799152093269,False
AP2D_175,0.1754811791589696,0.03179650238473768,False
AP2D_176,0.46687651039313305,0.3208797032326444,False
AP2D_177,0.4247337995107285,0.23608903020667726,False
AP2D_178,0.3449979724815758,0.13804981452040277,False
AP2D_179,0.254204684069225,0.06942236354001059,False
AP2D_180,0.4823374288964742,0.36804451510333863,False
AP2D_181,0.43938020957386403,0.26126126126126126,False
AP2D_182,0.3458302458928503,0.13884472708002119,False
AP2D_183,0.21145234293225768,0.04689984101748808,False
AP2D_184,0.49999434660104125,0.5084790673025967,False
AP2D_185,0.47835367817890084,0.354266030736619,False
AP2D_186,0.33381748581384146,0.127715951245363,False
