molecule_chembl_id,molecule_pref_name,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_chembl_id,assay_description,assay_type,target_chembl_id,target_pref_name,target_organism,document_chembl_id,document_journal,document_year,activity_id,inchi_key,bioactivity_class
CHEMBL3753403,,C[C@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,250.015,nM,6.6,CHEMBL3755857,Inhibition of human aromatase extracted from placental microsomes using [1beta-3H]AD as substrate by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432272,FZSJNSVXJGUNRQ-NAKDTABQSA-N,intermediate
CHEMBL3753403,,C[C@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,22.0,nM,7.66,CHEMBL3755858,Competitive inhibition of human aromatase extracted from placental microsomes by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432286,FZSJNSVXJGUNRQ-NAKDTABQSA-N,active
CHEMBL3753425,,Cc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,4295.36,nM,5.37,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL5241054,Eur J Med Chem,2020,25029603,FWRJQALYSMXXLH-MVWRLGRASA-N,inactive
CHEMBL3753425,,Cc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,100.0,nM,7.0,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16434041,FWRJQALYSMXXLH-MVWRLGRASA-N,intermediate
CHEMBL3753439,,C[C@]12CCC(=O)C(OCc3ccccc3)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,38.0,nM,7.42,CHEMBL3756934,Competitive inhibition of human aromatase extracted from placental microsomes by Lineweaver- Burk plots analysis in presence of [1beta-3H]androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432386,SZNZJMUEISRLLV-NRUSOEPOSA-N,active
CHEMBL3753447,,C[C@]12C=CC(=O)C=C1C[C@@H](CCCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,35.6855,nM,7.654999999999999,CHEMBL5241250,Inhibition of aromatase (unknown origin),B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL5241054,Eur J Med Chem,2020,25029153,ORKDNWIQCNZPMX-UELGWYSCSA-N,active
CHEMBL3753447,,C[C@]12C=CC(=O)C=C1C[C@@H](CCCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,7.0,nM,8.15,CHEMBL3756934,Competitive inhibition of human aromatase extracted from placental microsomes by Lineweaver- Burk plots analysis in presence of [1beta-3H]androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432399,ORKDNWIQCNZPMX-UELGWYSCSA-N,active
CHEMBL3753463,,C[C@]12C=CC(=O)C=C1[C@@H](CC=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,2500.0,nM,5.6,CHEMBL3756944,Inhibition of aromatase (unknown origin),B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432448,ZZWIVTZHEAIWFH-QAXSQSOOSA-N,inactive
CHEMBL3753505,,C[C@]12CC[C@H]3[C@@H](CC=C4CCCC[C@@]43C)[C@@H]1CC[C@@H]2O,Ki,=,58.0,nM,7.24,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432349,ADWFPYROOHCVON-DYKIIFRCSA-N,active
CHEMBL3753548,,CSC[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,1.0,nM,9.0,CHEMBL3756956,Competitive inhibition of aromatase (unknown origin),B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432498,FDHUZZLLTRFCDB-VDWQKOAOSA-N,active
CHEMBL3753573,,C[C@]12CCC(=O)C=C1C(c1ccc(OS(N)(=O)=O)cc1)=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,30.0,nM,7.52,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432342,DVTWHUORCMZPOH-UFYKXHCUSA-N,active
CHEMBL3753582,,C[C@]12CC[C@H]3[C@@H](CC(=O)[C@]45O[C@H]4C(=O)CC[C@]35C)[C@@H]1CCC2=O,Ki,=,5000.0,nM,5.3,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432353,PZHMXJYDCRUEJC-IEVKZSNRSA-N,inactive
CHEMBL3753593,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43[C@@H]3CO3)[C@@H]1CCC2=O,Ki,=,6.0,nM,8.383333333333333,CHEMBL3756944,Inhibition of aromatase (unknown origin),B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432450,JJEROASYJCSDIU-WKSOIMLMSA-N,active
CHEMBL3753611,,C[C@]12C=C(CCCc3ccccc3)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,142.44,nM,6.845,CHEMBL3755860,Inhibition of human aromatase extracted from placental microsomes using [1beta-3H]androstenedione as substrate after 20 mins by radiometric assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432365,RQFRPABALVIVKY-NKILSJRUSA-N,intermediate
CHEMBL3753611,,C[C@]12C=C(CCCc3ccccc3)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,16.1,nM,7.79,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432292,RQFRPABALVIVKY-NKILSJRUSA-N,active
CHEMBL3753620,,C[C@]12C[C@@H](Br)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,2197.86,nM,5.66,CHEMBL5241250,Inhibition of aromatase (unknown origin),B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL5241054,Eur J Med Chem,2020,25029140,UAQVJEFBYRXVPW-YOTXKYLOSA-N,inactive
CHEMBL3753620,,C[C@]12C[C@@H](Br)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,45.0,nM,7.35,CHEMBL3755858,Competitive inhibition of human aromatase extracted from placental microsomes by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432278,UAQVJEFBYRXVPW-YOTXKYLOSA-N,active
CHEMBL3753629,,C/C=C1\C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,Ki,=,4.9,nM,8.31,CHEMBL3756935,Competitive inhibition of human aromatase extracted from placental microsomes after 10 mins in presence of [1beta-3H]androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432443,HYXMDUCXAFDDDW-QBLSMSCXSA-N,active
CHEMBL3753645,,C[C@]12CCC(=O)C=C1[C@@H](OC(=O)CBr)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,2799.49,nM,5.55,CHEMBL3756943,"Inhibition of human aromatase extracted from placental microsomes using [1,2-3H]androstenedione as substrate after 20 mins by scintillation counting analysis",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432435,LNWSVVQNLWDXSM-QQOOJKGVSA-N,inactive
CHEMBL3753667,,CC[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,299.92,nM,6.52,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL5241054,Eur J Med Chem,2020,25029511,YJBOMZFJXIEBGC-TXTPUJOMSA-N,intermediate
CHEMBL3753667,,CC[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,8.2,nM,8.09,CHEMBL3755861,Competitive inhibition of human aromatase extracted from placental microsomes by Dixon plot analysis in presence of [1beta-3H]androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432378,YJBOMZFJXIEBGC-TXTPUJOMSA-N,active
CHEMBL3753695,,C[C@]12CCC(=O)C(O)=C1C=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,1000.0,nM,6.0,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL5241054,Eur J Med Chem,2020,25029442,XMFHKAIGHZYAME-KZQROQTASA-N,intermediate
CHEMBL3753724,,C#CC[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,Ki,=,37.0,nM,7.43,CHEMBL3756935,Competitive inhibition of human aromatase extracted from placental microsomes after 10 mins in presence of [1beta-3H]androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432444,GFGIGWKDEBZVMT-GCSHOIHQSA-N,active
CHEMBL3753736,,C=CC1O[C@]2(O)CC[C@]13C(=CC[C@@H]1[C@@H]3CC[C@]3(C)C(=O)CC[C@@H]13)C2,Ki,=,10000.0,nM,5.0,CHEMBL3756956,Competitive inhibition of aromatase (unknown origin),B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432500,ORRNECJOVHVEPE-KIUXNSQXSA-N,inactive
CHEMBL3753773,,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@@H](Cc4ccccc4)C[C@H]3[C@@H]1CC[C@@H]2O,Ki,=,100.0,nM,7.0,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16434032,MTXILKCYKGXIAV-XEQNACSNSA-N,intermediate
CHEMBL3753776,,C#CC[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,Ki,=,10.0,nM,8.0,CHEMBL3756935,Competitive inhibition of human aromatase extracted from placental microsomes after 10 mins in presence of [1beta-3H]androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432445,GFGIGWKDEBZVMT-LIMDRZENSA-N,active
CHEMBL3753778,,C[C@]12CC[C@H]3[C@@H](/C(=N/OCCCn4ccnc4)C=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,IC50,=,3100.0,nM,5.51,CHEMBL3756950,"Inhibition of human aromatase extracted from placental microsomes using [1beta,2beta-3H]testosterone as substrate measured at 7 to 21 mins by scintillation counting analysis",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432481,MPSMCGHSNUQONK-BMCSZOPSSA-N,inactive
CHEMBL3753803,,CCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,IC50,=,100.0,nM,7.0,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL5241054,Eur J Med Chem,2020,25029383,LKOTWAQBXMBDFM-BDCMKUQMSA-N,intermediate
CHEMBL3753803,,CCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,Ki,=,2.5,nM,8.6,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432326,LKOTWAQBXMBDFM-BDCMKUQMSA-N,active
CHEMBL3753810,,CC[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,IC50,=,53.95,nM,7.27,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL5241054,Eur J Med Chem,2020,25029334,XCVPQQKZRNPVKM-NRPQEYHISA-N,active
CHEMBL3753810,,CC[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,Ki,=,4.7,nM,8.33,CHEMBL3755861,Competitive inhibition of human aromatase extracted from placental microsomes by Dixon plot analysis in presence of [1beta-3H]androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432372,XCVPQQKZRNPVKM-NRPQEYHISA-N,active
CHEMBL3753824,,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@@H](CCCc4ccccc4)C[C@H]3[C@@H]1CCC2=O,Ki,=,100.0,nM,7.0,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16434026,YKCSZSWFPQOFBM-CLXNEQQCSA-N,intermediate
CHEMBL3753842,,CC(=O)O[C@H]1[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C2[C@@H]1N=[N+]=[N-],IC50,=,400.0,nM,6.4,CHEMBL3756944,Inhibition of aromatase (unknown origin),B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432463,OXRQFUPVMMYGQZ-YGXCWQSUSA-N,intermediate
CHEMBL3753845,,C[C@]12CC[C@H]3[C@@H]([C@H]4[C@@H](C5=CCCC[C@@]53C)C4(F)F)[C@@H]1CC[C@@H]2O,Ki,=,5.0,nM,8.3,CHEMBL3756934,Competitive inhibition of human aromatase extracted from placental microsomes by Lineweaver- Burk plots analysis in presence of [1beta-3H]androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432411,OWEZHBXYFLGRMF-RDMYBHIHSA-N,active
CHEMBL3753855,,C[C@]12CCC(=O)C=C1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@H](Br)C[C@@H]12,Ki,=,150.0,nM,6.82,CHEMBL3755858,Competitive inhibition of human aromatase extracted from placental microsomes by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432283,HHBJAYQKGVUDKP-XQYMAJCNSA-N,intermediate
CHEMBL3753920,,C=C[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,IC50,=,319.89,nM,6.5,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL5241054,Eur J Med Chem,2020,25029347,ARRQBDZYCGGZAB-NRPQEYHISA-N,intermediate
CHEMBL3753920,,C=C[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,Ki,=,5.1,nM,8.29,CHEMBL3756935,Competitive inhibition of human aromatase extracted from placental microsomes after 10 mins in presence of [1beta-3H]androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432442,ARRQBDZYCGGZAB-NRPQEYHISA-N,active
CHEMBL3753928,,C[C@]12CC[C@@H]3c4cc(Cl)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,Ki,=,100.0,nM,7.0,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16434043,GCBCRGZIRHMTNJ-XSSYPUMDSA-N,intermediate
CHEMBL3753971,,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@H](CCCc4ccccc4)C[C@H]3[C@@H]1CC[C@@H]2O,IC50,=,27989.81,nM,4.55,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL5241054,Eur J Med Chem,2020,25029637,PPHFOOOWKDPIFC-LJXSUUSKSA-N,inactive
CHEMBL3753971,,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@H](CCCc4ccccc4)C[C@H]3[C@@H]1CC[C@@H]2O,Ki,=,100.0,nM,7.0,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16434027,PPHFOOOWKDPIFC-LJXSUUSKSA-N,intermediate
CHEMBL3753997,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C(F)F)[C@@H]1CCC2=O,IC50,=,3999.45,nM,5.4,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL5241054,Eur J Med Chem,2020,25029430,ACUQDKXLALFOFQ-UNTXSKPGSA-N,inactive
CHEMBL3753997,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C(F)F)[C@@H]1CCC2=O,Ki,=,1000.0,nM,6.0,CHEMBL3756957,"Time dependent inactivation of human aromatase extracted from placental microsomes using [1,2-3H]androst-4-ene-3,17-dione",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432503,ACUQDKXLALFOFQ-UNTXSKPGSA-N,intermediate
CHEMBL3754046,,C#C[C@@H](OC(C)=O)[C@@]12CCC(=O)C=C1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,75000.0,nM,4.12,CHEMBL3756934,Competitive inhibition of human aromatase extracted from placental microsomes by Lineweaver- Burk plots analysis in presence of [1beta-3H]androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432406,OTBPDDRBTVTJBK-DWMUTGGPSA-N,inactive
CHEMBL3754054,,C[C@]12C=CC(=O)C=C1C=C(CCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,172.19,nM,6.76,CHEMBL5241250,Inhibition of aromatase (unknown origin),B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL5241054,Eur J Med Chem,2020,25029150,KAZZIVRRZAPNCV-CVSNDOPFSA-N,intermediate
CHEMBL3754054,,C[C@]12C=CC(=O)C=C1C=C(CCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,172.0,nM,6.76,CHEMBL3756945,Competitive inhibition of human aromatase extracted from placental microsomes in presence of [1beta-3H]androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432470,KAZZIVRRZAPNCV-CVSNDOPFSA-N,intermediate
CHEMBL3754055,,C[C@]12C=CC(=O)C=C1C[C@@H](CCc1ccc(N)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,18.71,nM,7.73,CHEMBL5241250,Inhibition of aromatase (unknown origin),B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL5241054,Eur J Med Chem,2020,25029156,COSGWTXZXLYRNL-YWRXSOOUSA-N,active
CHEMBL3754055,,C[C@]12C=CC(=O)C=C1C[C@@H](CCc1ccc(N)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,7.0,nM,8.15,CHEMBL3756934,Competitive inhibition of human aromatase extracted from placental microsomes by Lineweaver- Burk plots analysis in presence of [1beta-3H]androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432401,COSGWTXZXLYRNL-YWRXSOOUSA-N,active
CHEMBL3754061,,C[C@]12CCC(=O)C=C1[C@@H]1[C@H]([C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1(F)F,IC50,=,1150.8,nM,5.94,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL5241054,Eur J Med Chem,2020,25029548,JTGATAHQDSEPQD-OZWALMNPSA-N,inactive
CHEMBL3754061,,C[C@]12CCC(=O)C=C1[C@@H]1[C@H]([C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1(F)F,Ki,=,5.0,nM,8.3,CHEMBL3756934,Competitive inhibition of human aromatase extracted from placental microsomes by Lineweaver- Burk plots analysis in presence of [1beta-3H]androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432410,JTGATAHQDSEPQD-OZWALMNPSA-N,active
CHEMBL3754063,,CCCCCC[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,IC50,=,1000.0,nM,6.0,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL5241054,Eur J Med Chem,2020,25029323,SLICLEJAYRJPGX-NRDYJASWSA-N,intermediate
CHEMBL3754063,,CCCCCC[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)CCC(=O)C=C12,Ki,=,9.3,nM,8.03,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432304,SLICLEJAYRJPGX-NRDYJASWSA-N,active
CHEMBL3754133,,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@H]5C[C@@H](O)[C@]43C5)[C@@H]1CCC2=O,Ki,=,870.0,nM,6.06,CHEMBL3757112,Time dependent inactivation of human aromatase extracted from placental microsomes using [1-3H]androstenedione as substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16433989,NRJKYXRMAZMEOT-OAOMQUFKSA-N,intermediate
CHEMBL3754150,,C[C@]12C=CC(=O)C=C1C[C@@H](Sc1ccc(Br)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,12.0,nM,7.92,CHEMBL3756949,"Competitive inhibition of human aromatase extracted from placental microsomes by double reciprocal plot analysis in presence of 4-androstene-3,17-dione",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16434037,AUPDIIHEVFWZCK-RGJWXQDMSA-N,active
CHEMBL3754157,,C[C@]12CCC(=O)C3=C1C(=Nc1ccccc1S3)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,42300.0,nM,4.37,CHEMBL3757119,Competitive inhibition of human placental aromatase in presence of testosterone,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16434006,LTWVHACDHFDERV-FYOKWZSWSA-N,inactive
CHEMBL3754168,,C[C@]12CCC(=O)C=C1C(Cc1ccccc1)=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,77.98,nM,7.11,CHEMBL5241253,Inhibition of aromatase in human placental microsomes using [1beta-3H]AD as substrate incubated for 20 mins in presence of NADPH,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL5241054,Eur J Med Chem,2020,25029397,RCHPIVYWDYDQHI-SHGLSTRNSA-N,active
CHEMBL3754168,,C[C@]12CCC(=O)C=C1C(Cc1ccccc1)=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,9.0,nM,8.05,CHEMBL3755859,Competitive inhibition of human aromatase extracted from placental microsomes after 5 mins by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432334,RCHPIVYWDYDQHI-SHGLSTRNSA-N,active
CHEMBL3754174,,CCO[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,IC50,=,11803.21,nM,4.93,CHEMBL5241250,Inhibition of aromatase (unknown origin),B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL5241054,Eur J Med Chem,2020,25029136,WRSBMOMWAZJICA-XDBTUQKASA-N,inactive
CHEMBL3754174,,CCO[C@@H]1C[C@@]2(C)C(=CC1=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,Ki,=,670.0,nM,6.17,CHEMBL3755858,Competitive inhibition of human aromatase extracted from placental microsomes by Dixon plot analysis in presence of [1beta-3H]AD,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL3751755,Eur J Med Chem,2015,16432282,WRSBMOMWAZJICA-XDBTUQKASA-N,intermediate
