molecule_chembl_id,molecule_pref_name,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_chembl_id,assay_description,assay_type,target_chembl_id,target_pref_name,target_organism,document_chembl_id,document_journal,document_year,activity_id,inchi_key,bioactivity_class
CHEMBL1668326,,CCC[C@H]1C[C@H]2OC(=O)c3c(cc(OC)c(O)c3O)[C@H]2O1,IC50,>,16900.0,nM,,CHEMBL1671282,Inhibition of CYP19,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1667722,J Nat Prod,2011,5201083,XFTQOARYRNZEFJ-LTRYTXMFSA-N,
CHEMBL1668327,"FUSARENTIN 6,7-DIMETHYLETHER",CCC[C@H](O)C[C@@H]1Cc2cc(OC)c(OC)c(O)c2C(=O)O1,IC50,>,16100.0,nM,,CHEMBL1671282,Inhibition of CYP19,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1667722,J Nat Prod,2011,5201084,QBCACQPIGRTBHJ-QWRGUYRKSA-N,
CHEMBL1668328,FUSARENTIN 6-METHYL ETHER,CCC[C@H](O)C[C@@H]1Cc2cc(OC)c(O)c(O)c2C(=O)O1,IC50,>,16800.0,nM,,CHEMBL1671282,Inhibition of CYP19,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1667722,J Nat Prod,2011,5201085,YEQFHPAADMFAMI-UWVGGRQHSA-N,
CHEMBL1668329,COLLETOTRIALIDE,CCCC(=O)CC[C@H]1OC(=O)c2c1cc(OC)c(OC)c2O,IC50,>,16200.0,nM,,CHEMBL1671282,Inhibition of CYP19,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1667722,J Nat Prod,2011,5201087,ZMZJTAURJHTVMU-LLVKDONJSA-N,
CHEMBL166974,,O=C1/C(=C/c2ccsc2)CCc2ccccc21,IC50,>,250000.0,nM,,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,220480,JCQSAWCIZPUUBS-UKTHLTGXSA-N,
CHEMBL1672974,,N#Cc1ccc(N(Cc2ccccc2)n2cnnc2)cc1-c1ccc(OS(N)(=O)=O)cc1,IC50,=,0.1,nM,10.0,CHEMBL1681078,Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione after 1 hr by scintillation spectrometry,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1671847,ACS Med Chem Lett,2011,5223201,VSPOGFQZRSJBFQ-UHFFFAOYSA-N,active
CHEMBL1672975,,N#Cc1ccc(N(Cc2ccc(Br)cc2)n2cnnc2)cc1-c1ccc(OS(N)(=O)=O)cc1,IC50,=,0.05,nM,10.3,CHEMBL1681078,Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione after 1 hr by scintillation spectrometry,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1671847,ACS Med Chem Lett,2011,5223202,FIHZMWHHCTXWLS-UHFFFAOYSA-N,active
CHEMBL1672976,,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1-c1ccccc1,IC50,=,0.21,nM,9.68,CHEMBL1681078,Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione after 1 hr by scintillation spectrometry,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1671847,ACS Med Chem Lett,2011,5223203,ZMKRNHNFWTXVOA-UHFFFAOYSA-N,active
CHEMBL1672977,,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(F)c2)n2cnnc2)cc1-c1ccccc1,IC50,=,0.15,nM,9.82,CHEMBL1681078,Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione after 1 hr by scintillation spectrometry,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1671847,ACS Med Chem Lett,2011,5223204,PLIOBJKCZMGNIH-UHFFFAOYSA-N,active
CHEMBL1672978,,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(Cl)c2)n2cnnc2)cc1-c1ccccc1,IC50,=,0.015,nM,10.82,CHEMBL1681078,Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione after 1 hr by scintillation spectrometry,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1671847,ACS Med Chem Lett,2011,5223205,LYLIBHXDMFMNJP-UHFFFAOYSA-N,active
CHEMBL1672979,,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)c(Br)c2)n2cnnc2)cc1-c1ccccc1,IC50,=,0.018,nM,10.74,CHEMBL1681078,Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione after 1 hr by scintillation spectrometry,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1671847,ACS Med Chem Lett,2011,5223206,VZDSTRMMZUQXCF-UHFFFAOYSA-N,active
CHEMBL1672980,,COc1ccc(-c2cc(N(Cc3ccc(OS(N)(=O)=O)cc3)n3cnnc3)ccc2C#N)cc1,IC50,=,0.015,nM,10.82,CHEMBL1681078,Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione after 1 hr by scintillation spectrometry,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1671847,ACS Med Chem Lett,2011,5223207,NGRUXADTVRQEHA-UHFFFAOYSA-N,active
CHEMBL1672981,,N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1-c1ccc(F)cc1,IC50,=,0.47,nM,9.33,CHEMBL1681078,Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione after 1 hr by scintillation spectrometry,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1671847,ACS Med Chem Lett,2011,5223208,UAQOSFODGMDLAB-UHFFFAOYSA-N,active
CHEMBL1672982,,N#Cc1ccc(-c2cc(N(Cc3ccc(OS(N)(=O)=O)cc3)n3cnnc3)ccc2C#N)cc1,IC50,=,0.75,nM,9.12,CHEMBL1681078,Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione after 1 hr by scintillation spectrometry,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1671847,ACS Med Chem Lett,2011,5223209,HQVYQLUPBNQYPY-UHFFFAOYSA-N,active
CHEMBL16782,7-METHOXYFLAVONE,COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,IC50,=,44612.8,nM,5.17,CHEMBL5115452,Inhibition of recombinant CYP19A1 (unknown origin) using dibenzylfluorescein as substrate incubated for 30 mins in presence of NADPH by fluorescence assay,A,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL5113402,Eur J Med Chem,2022,24729637,QKNDCRMJDZLFEG-UHFFFAOYSA-N,inactive
CHEMBL168434,,O=C1/C(=C/c2c[nH]cn2)CCc2ccccc21,IC50,=,260.01,nM,6.58,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,196688,SEHNFQNDEFTGRO-YRNVUSSQSA-N,intermediate
CHEMBL168444,,O=C1c2ccccc2CCC1C(O)c1ccncn1,IC50,=,26988.695,nM,4.57,CHEMBL666792,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,208723,QSUQBHJIRSEQES-UHFFFAOYSA-N,inactive
CHEMBL168636,,O=C1/C(=C/c2cccnc2)CCc2ccccc21,IC50,=,9202.25,nM,5.04,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,188443,FQGOMCZTOHRVAC-GXDHUFHOSA-N,inactive
CHEMBL168700,,c1ccc(C2C3CCc4ccccc4C32)cc1,IC50,>,250000.0,nM,,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,209854,NPAIOWALHYRYQL-UHFFFAOYSA-N,
CHEMBL168762,,O=C1c2ccccc2CCC1C(O)c1ccnnc1,IC50,>,250000.0,nM,,CHEMBL666792,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,207554,HEXXQXPBBNSYQW-UHFFFAOYSA-N,
CHEMBL1688890,,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(Cl)c3)cc2o1,IC50,=,130.0,nM,6.89,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310583,JJPOCVQOQBXDOT-UHFFFAOYSA-N,intermediate
CHEMBL1688891,,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(F)c3)cc2o1,IC50,=,113.0,nM,6.95,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310581,HHHMOHRIHKZBMD-UHFFFAOYSA-N,intermediate
CHEMBL1688892,,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(C(F)(F)F)c3)cc2o1,IC50,=,235.0,nM,6.63,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310585,ABYADXYJTVWBHA-UHFFFAOYSA-N,intermediate
CHEMBL1688893,,Cc1cccc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)c1,IC50,=,114.0,nM,6.94,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310579,LUQZKXYNYVTKLY-UHFFFAOYSA-N,intermediate
CHEMBL1688894,,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(OC(F)(F)F)c3)cc2o1,IC50,=,207.0,nM,6.68,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310587,SAOHYTLBHRCWIT-UHFFFAOYSA-N,intermediate
CHEMBL1688895,,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc([N+](=O)[O-])c3)cc2o1,IC50,=,141.0,nM,6.85,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310589,SPIWIFUAIGGWMR-UHFFFAOYSA-N,intermediate
CHEMBL1688896,,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc(F)cc3)cc2o1,IC50,=,267.0,nM,6.57,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310591,WZGIZEPXDDWESO-UHFFFAOYSA-N,intermediate
CHEMBL1688897,,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc(Cl)cc3)cc2o1,IC50,=,178.0,nM,6.75,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310593,ZFELUXBLPCVFBV-UHFFFAOYSA-N,intermediate
CHEMBL1688898,,COc1ccc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,IC50,=,127.0,nM,6.9,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310595,UWOFKXQBCKSFJQ-UHFFFAOYSA-N,intermediate
CHEMBL1688899,,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc(OC(F)(F)F)cc3)cc2o1,IC50,=,481.0,nM,6.32,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310597,ZAHRTXYUTYHLLU-UHFFFAOYSA-N,intermediate
CHEMBL1688900,,O=c1cc(Cn2ccnc2)c2ccc(OCc3cc(F)cc(F)c3)cc2o1,IC50,=,169.0,nM,6.77,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310599,AUMPZNGHFBRUEG-UHFFFAOYSA-N,intermediate
CHEMBL1688901,,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc(F)c(F)c3)cc2o1,IC50,=,165.0,nM,6.78,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310601,TUPAPEGOVMHAJY-UHFFFAOYSA-N,intermediate
CHEMBL1688902,,O=c1cc(Cn2ccnc2)c2ccc(Oc3cccc(F)c3)cc2o1,IC50,=,72.0,nM,7.14,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310605,MIDTWNZTIOXMOF-UHFFFAOYSA-N,active
CHEMBL1688903,,O=c1cc(Cn2ccnc2)c2ccc(Oc3cccc(Cl)c3)cc2o1,IC50,=,72.0,nM,7.14,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310607,FKPNHEVYNWYAOD-UHFFFAOYSA-N,active
CHEMBL1688904,,COc1cccc(Oc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)c1,IC50,=,292.0,nM,6.54,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310609,AGUAUTLGGPRVJG-UHFFFAOYSA-N,intermediate
CHEMBL1688905,,Cc1ccc(Oc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,IC50,=,690.0,nM,6.16,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310611,NVYLTWJDGUXFDW-UHFFFAOYSA-N,intermediate
CHEMBL1688906,,O=c1cc(Cn2ccnc2)c2ccc(Oc3ccc(Cl)cc3)cc2o1,IC50,=,112.0,nM,6.95,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310613,SMXDRHMBJXRNSL-UHFFFAOYSA-N,intermediate
CHEMBL1688907,,N#Cc1ccc(Oc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,IC50,=,164.0,nM,6.79,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310615,UPOIFXTXEVEBSE-UHFFFAOYSA-N,intermediate
CHEMBL1688908,,CC(=O)c1ccc(Oc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,IC50,=,296.0,nM,6.53,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310617,CFLPIPHSGIPRBN-UHFFFAOYSA-N,intermediate
CHEMBL1688909,,CN(C)c1ccc(Oc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,IC50,=,81.0,nM,7.09,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310619,SPHJXLJIUFXOQM-UHFFFAOYSA-N,active
CHEMBL1688910,,O=c1cc(Cn2ccnc2)c2ccc(Oc3cc(F)cc(F)c3)cc2o1,IC50,=,70.0,nM,7.16,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310621,HWBAYCLQCSHWIO-UHFFFAOYSA-N,active
CHEMBL1688911,,O=c1cc(Cn2ccnc2)c2ccc(Oc3ccc(F)c(F)c3)cc2o1,IC50,=,47.0,nM,7.33,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310623,HUXMMWKRIINTDW-UHFFFAOYSA-N,active
CHEMBL1688912,,O=c1cc(Cn2ccnc2)c2ccc(Nc3ccccc3)cc2o1,IC50,=,105.0,nM,6.98,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310625,VKMXAGGLAOGTBX-UHFFFAOYSA-N,intermediate
CHEMBL1688913,,O=c1cc(Cn2ccnc2)c2ccc(O)cc2o1,IC50,=,3750.0,nM,5.43,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310627,OJTHYVROBWHTAH-UHFFFAOYSA-N,inactive
CHEMBL1688914,,COc1ccc2c(C(c3ccccc3)n3ccnc3)cc(=O)oc2c1,IC50,=,455.0,nM,6.34,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310631,KGQBLIWKILTMQP-UHFFFAOYSA-N,intermediate
CHEMBL1688915,,O=c1cc(C(c2ccccc2)n2ccnc2)c2ccc(Oc3ccccc3)cc2o1,IC50,=,67.0,nM,7.17,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310633,JQTSSMHIURWNCO-UHFFFAOYSA-N,active
CHEMBL1688916,,O=c1cc(C(c2ccccc2)n2ccnc2)c2ccc(Oc3ccc(F)c(F)c3)cc2o1,IC50,=,317.0,nM,6.5,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310635,SBRYQYVWUVLSED-UHFFFAOYSA-N,intermediate
CHEMBL1688917,,O=c1cc(C(c2ccc(Cl)cc2)n2ccnc2)c2ccc(Oc3ccccc3)cc2o1,IC50,=,532.0,nM,6.27,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310637,OUIPCNQCTPOAKI-UHFFFAOYSA-N,intermediate
CHEMBL1688918,,N#Cc1ccc(C(c2cc(=O)oc3cc(Oc4ccccc4)ccc23)n2ccnc2)cc1,IC50,=,4010.0,nM,5.4,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310639,OCFWPXXJDSITMW-UHFFFAOYSA-N,inactive
CHEMBL1688919,,O=c1oc2cc(Oc3ccccc3)ccc2cc1C(c1ccccc1)n1ccnc1,IC50,=,313.0,nM,6.5,CHEMBL1694074,Inhibition of human placental microsome CYP19 using [1beta-3H] androstenedione as a substrate,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687929,J Med Chem,2011,5310643,KCMUQTJQMNXKSS-UHFFFAOYSA-N,intermediate
CHEMBL1689257,,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@H](OCCc2ccc(O)cc2)O[C@@H]1CO,IC50,=,30700.0,nM,4.51,CHEMBL1693773,Inhibition of aromatase preincubated with 2.6 mM NADP+ for 10 mins before substrate addition measured after 30 mins by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687868,J Nat Prod,2011,5311597,TXTPNFUSMTWSFE-JCJVHILYSA-N,inactive
CHEMBL1689258,,O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@H](OCCc2ccc(O)c(O)c2)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@@H]1O,IC50,=,32300.0,nM,4.49,CHEMBL1693773,Inhibition of aromatase preincubated with 2.6 mM NADP+ for 10 mins before substrate addition measured after 30 mins by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687868,J Nat Prod,2011,5311598,NSDMGXRVIBQWAN-FQMHKDNFSA-N,inactive
CHEMBL1689259,,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](OCCc2ccc(O)c(O)c2)[C@@H]1O[C@@H]1OC[C@](O)(CO)[C@H]1O,IC50,=,26800.0,nM,4.57,CHEMBL1693773,Inhibition of aromatase preincubated with 2.6 mM NADP+ for 10 mins before substrate addition measured after 30 mins by fluorescence assay,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1687868,J Nat Prod,2011,5311599,YWKLZOGFDAIZCI-FQMHKDNFSA-N,inactive
CHEMBL169,URSOLIC ACID,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,IC50,=,16007.0,nM,4.5,CHEMBL978974,"Inhibition of aromatase in human placental microsomes assessed as tritiated water release after 15 mins using [1-beta, 3H]androstenedione as substrate by scintillation counting",B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1156709,Eur J Med Chem,2008,2236111,WCGUUGGRBIKTOS-GPOJBZKASA-N,inactive
CHEMBL169086,,O=C1/C(=C/c2cncs2)CCc2ccccc21,IC50,=,1099.505,nM,5.96,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,209850,SKXWCPVLXHAWNA-YRNVUSSQSA-N,inactive
CHEMBL169251,,O=C1/C(=C\c2c[nH]cn2)CCc2ccccc21,IC50,=,170.0,nM,6.77,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,187134,SEHNFQNDEFTGRO-XFFZJAGNSA-N,intermediate
CHEMBL169449,,O=C1c2ccccc2CCC1C(O)c1cnccn1,IC50,>,250000.0,nM,,CHEMBL666792,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,190934,JESMDNSOILZYSB-UHFFFAOYSA-N,
CHEMBL169664,,O=C1c2ccccc2CCC1C(O)c1cccnn1,IC50,>,250000.0,nM,,CHEMBL666792,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1129578,J Med Chem,1996,207551,ROULODVOSXNBOK-UHFFFAOYSA-N,
CHEMBL172263,,CC(C)N1C(=O)C2CC2(c2ccc(N)cc2)C1=O,IC50,=,3333.15,nM,5.5,CHEMBL660324,Inhibition of human placental cytochrome P450 19A1 with testosterone,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1124116,J Med Chem,1988,869185,MCIAPBDASYVGDE-UHFFFAOYSA-N,inactive
CHEMBL1728910,,N#Cc1ccc(Oc2cccnc2)cc1C#N,IC50,=,5030.0,nM,5.3,CHEMBL1958525,Inhibition of human aromatase coexpressed with P450 reductase by fluorimetry,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1955805,Bioorg Med Chem Lett,2012,8055522,PLUZIFDYUWBQSQ-UHFFFAOYSA-N,inactive
CHEMBL174308,,CC(C)CN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,IC50,=,200.0,nM,6.7,CHEMBL660324,Inhibition of human placental cytochrome P450 19A1 with testosterone,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1124116,J Med Chem,1988,874020,FYMBKKQKNUQWNK-UHFFFAOYSA-N,intermediate
CHEMBL174407,,CCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,IC50,=,466.5966666666666,nM,6.38,CHEMBL660324,Inhibition of human placental cytochrome P450 19A1 with testosterone,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1124116,J Med Chem,1988,877665,FLQPZWGQFMSPBG-UHFFFAOYSA-N,intermediate
CHEMBL174407,,CCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,Ki,=,50.0,nM,7.3,CHEMBL662252,Apparent inhibition constant (Ki) for cytochrome P450 19A1 with androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1124116,J Med Chem,1988,877668,FLQPZWGQFMSPBG-UHFFFAOYSA-N,active
CHEMBL174579,,Brc1ccc2c(c1)CC/C2=C/c1c[nH]cn1,IC50,=,100.0,nM,7.0,CHEMBL828609,In vitro inhibitory concentration against human placental cytochrome P450 19 with 2.5 uM testosterone,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1144350,J Med Chem,2005,1401743,SNWLVVNOSVKKRA-POHAHGRESA-N,intermediate
CHEMBL174909,,CCCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,IC50,=,76.66333333333334,nM,7.206666666666667,CHEMBL660324,Inhibition of human placental cytochrome P450 19A1 with testosterone,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1124116,J Med Chem,1988,892499,FXKAFJRRPFOCON-UHFFFAOYSA-N,active
CHEMBL174909,,CCCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,Ki,=,1.5,nM,8.82,CHEMBL662252,Apparent inhibition constant (Ki) for cytochrome P450 19A1 with androstenedione,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1124116,J Med Chem,1988,892502,FXKAFJRRPFOCON-UHFFFAOYSA-N,active
CHEMBL175091,,N#Cc1ccc2c(c1)CC/C2=C/c1ncc[nH]1,IC50,=,15.0,nM,7.82,CHEMBL828609,In vitro inhibitory concentration against human placental cytochrome P450 19 with 2.5 uM testosterone,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1144350,J Med Chem,2005,1401424,FXOYAFMMJCSSTE-WQLSENKSSA-N,active
CHEMBL175144,,Clc1ccc2c(c1)/C(=C/c1c[nH]cn1)CCC2,IC50,=,120.0,nM,6.92,CHEMBL828609,In vitro inhibitory concentration against human placental cytochrome P450 19 with 2.5 uM testosterone,B,CHEMBL1978,Aromatase,Homo sapiens,CHEMBL1144350,J Med Chem,2005,1401430,IXZHKLPXEBEKJV-IZZDOVSWSA-N,intermediate
