feature,sd,mean,is_low_variance
MACCS_0,0.0,0.0,True
MACCS_1,0.0,0.0,True
MACCS_2,0.0,0.0,True
MACCS_3,0.0162779253348253,0.00026497085320614734,True
MACCS_4,0.0,0.0,True
MACCS_5,0.0,0.0,True
MACCS_6,0.0,0.0,True
MACCS_7,0.0,0.0,True
MACCS_8,0.0,0.0,True
MACCS_9,0.0,0.0,True
MACCS_10,0.0,0.0,True
MACCS_11,0.0917027860341428,0.008479067302596715,True
MACCS_12,0.0,0.0,True
MACCS_13,0.0,0.0,True
MACCS_14,0.02818672011159961,0.000794912559618442,True
MACCS_15,0.0,0.0,True
MACCS_16,0.11091346543861272,0.012453630100688924,False
MACCS_17,0.11877471563855714,0.014308426073131956,False
MACCS_18,0.0,0.0,True
MACCS_19,0.1483950587104061,0.02252252252252252,False
MACCS_20,0.0,0.0,True
MACCS_21,0.0,0.0,True
MACCS_22,0.17262611418315182,0.03073661897191309,False
MACCS_23,0.028186720111599613,0.000794912559618442,True
MACCS_24,0.2170411795892334,0.04954954954954955,False
MACCS_25,0.032542905139016295,0.0010598834128245894,True
MACCS_26,0.4438836465004436,0.269740328563858,False
MACCS_27,0.07078437807663417,0.005034446210916799,True
MACCS_28,0.12509853516641972,0.01589825119236884,False
MACCS_29,0.0,0.0,True
MACCS_30,0.0,0.0,True
MACCS_31,0.0,0.0,True
MACCS_32,0.27542063691212293,0.08267090620031796,False
MACCS_33,0.3155099407558983,0.11208267090620032,False
MACCS_34,0.10614572355144208,0.011393746687864335,False
MACCS_35,0.0,0.0,True
MACCS_36,0.20567758116358575,0.044250132485426606,False
MACCS_37,0.04599819614514418,0.0021197668256491787,True
MACCS_38,0.18035383920899295,0.03365129835718071,False
MACCS_39,0.18837152651725114,0.03683094859565448,False
MACCS_40,0.1890219019763541,0.03709591944886063,False
MACCS_41,0.2991898566243301,0.09936406995230525,False
MACCS_42,0.32097025367188137,0.11658717541070482,False
MACCS_43,0.032542905139016295,0.0010598834128245894,True
MACCS_44,0.0162779253348253,0.00026497085320614734,True
MACCS_45,0.08429064519398217,0.007154213036565978,True
MACCS_46,0.22563090925630783,0.05378908320084791,False
MACCS_47,0.1915976632446362,0.03815580286168521,False
MACCS_48,0.18837152651725114,0.03683094859565448,False
MACCS_49,0.2219237862357835,0.051934287228404874,False
MACCS_50,0.4865977151787629,0.3847376788553259,False
MACCS_51,0.26929991695421096,0.07869634340222575,False
MACCS_52,0.384167713972403,0.17991520932697402,False
MACCS_53,0.1857434729457115,0.03577106518282989,False
MACCS_54,0.12813607046146816,0.016693163751987282,False
MACCS_55,0.3102232992509738,0.10784313725490197,False
MACCS_56,0.2137093608848105,0.04795972443031266,False
MACCS_57,0.37624501276101524,0.17064122946475888,False
MACCS_58,0.3102232992509738,0.10784313725490197,False
MACCS_59,0.24920045550286585,0.06650768415474298,False
MACCS_60,0.3102232992509738,0.10784313725490197,False
MACCS_61,0.310558046954081,0.10810810810810811,False
MACCS_62,0.4526535384857046,0.28749337572866984,False
MACCS_63,0.2137093608848105,0.04795972443031266,False
MACCS_64,0.30060426892740605,0.10042395336512984,False
MACCS_65,0.49796024100912534,0.5458399576046635,False
MACCS_66,0.49098425451778566,0.4051404345521993,False
MACCS_67,0.3256604165308443,0.12056173820879704,False
MACCS_68,0.0,0.0,True
MACCS_69,0.2608214771406046,0.07339692633810281,False
MACCS_70,0.2937911155336745,0.09538950715421304,False
MACCS_71,0.22823276221186214,0.05511393746687864,False
MACCS_72,0.2926929399519717,0.0945945945945946,False
MACCS_73,0.3112257852725449,0.1086380498145204,False
MACCS_74,0.24453216304520317,0.0638579756226815,False
MACCS_75,0.4729447052932611,0.3375728669846317,False
MACCS_76,0.48740101391366647,0.3881822999470058,False
MACCS_77,0.48062819090666564,0.36195018547959723,False
MACCS_78,0.1368170130847596,0.019077901430842606,False
MACCS_79,0.480014105353073,0.35983041865394805,False
MACCS_80,0.43792971385763846,0.2586115527291998,False
MACCS_81,0.3547388693891773,0.14758876523582407,False
MACCS_82,0.24966093675019865,0.06677265500794913,False
MACCS_83,0.49770914133764105,0.45151033386327505,False
MACCS_84,0.2680519288453618,0.07790143084260731,False
MACCS_85,0.4138921496269264,0.21939586645468998,False
MACCS_86,0.2181379018483484,0.050079491255961846,False
MACCS_87,0.41371233731743406,0.21913089560148383,False
MACCS_88,0.39107850674845035,0.18839427662957076,False
MACCS_89,0.3952440257503069,0.19369369369369369,False
MACCS_90,0.37129908108007315,0.16507684154742977,False
MACCS_91,0.3830596827705212,0.17859035506094328,False
MACCS_92,0.2904776064336539,0.09300476947535771,False
MACCS_93,0.3902314290865803,0.18733439321674616,False
MACCS_94,0.4494832410980204,0.28086910439851615,False
MACCS_95,0.32128659139981103,0.11685214626391097,False
MACCS_96,0.42571779293192863,0.7623211446740858,False
MACCS_97,0.36816186759799663,0.16163222045574988,False
MACCS_98,0.4681838715328461,0.32432432432432434,False
MACCS_99,0.49357743363572987,0.41971383147853736,False
MACCS_100,0.44974127881867854,0.28139904610492844,False
MACCS_101,0.4793898576075014,0.6422893481717011,False
MACCS_102,0.35208603145311723,0.1449390567037626,False
MACCS_103,0.30025164135145277,0.10015898251192369,False
MACCS_104,0.33143761126796556,0.12559618441971382,False
MACCS_105,0.46946231164122715,0.6722310545839958,False
MACCS_106,0.33470211409963946,0.12851086380498145,False
MACCS_107,0.43067244456357495,0.2458929517753047,False
MACCS_108,0.4875827458139238,0.38897721250662426,False
MACCS_109,0.36521321882624275,0.1584525702172761,False
MACCS_110,0.2952456657368397,0.09644939056703762,False
MACCS_111,0.4473909783999288,0.2766295707472178,False
MACCS_112,0.4998835832695172,0.5135135135135135,False
MACCS_113,0.4894366749191788,0.397456279809221,False
MACCS_114,0.3599273709803765,0.152888182299947,False
MACCS_115,0.4840327239610032,0.3744038155802862,False
MACCS_116,0.4903590775807362,0.4019607843137255,False
MACCS_117,0.3912895409389333,0.1886592474827769,False
MACCS_118,0.4974437973117616,0.5511393746687865,False
MACCS_119,0.2551004185406384,0.06995230524642289,False
MACCS_120,0.4994186996241567,0.47456279809220986,False
MACCS_121,0.49259355529243126,0.5861155272919979,False
MACCS_122,0.49046476094838076,0.4024907260201378,False
MACCS_123,0.32719813334305603,0.12188659247482776,False
MACCS_124,0.45215430813947644,0.28643349231584525,False
MACCS_125,0.48047562008188927,0.6385797562268151,False
MACCS_126,0.47276232284349007,0.3370429252782194,False
MACCS_127,0.43822147914857446,0.7408585055643879,False
MACCS_128,0.49862828298899287,0.4621091679915209,False
MACCS_129,0.4948052400940622,0.4276629570747218,False
MACCS_130,0.39708117431324697,0.19607843137254902,False
MACCS_131,0.34499797248157577,0.13804981452040277,False
MACCS_132,0.49793577141418344,0.4538950715421304,False
MACCS_133,0.4080134973429551,0.21091679915209327,False
MACCS_134,0.43792971385763846,0.2586115527291998,False
MACCS_135,0.41691132242460277,0.2239003709591945,False
MACCS_136,0.48788260299783764,0.390302066772655,False
MACCS_137,0.4762846568871288,0.6523582405935348,False
MACCS_138,0.3332253751667135,0.1271860095389507,False
MACCS_139,0.43451386887840576,0.2525172231054584,False
MACCS_140,0.3780906144040233,0.17276099629040806,False
MACCS_141,0.3746128107550739,0.16878643349231584,False
MACCS_142,0.49964975482933827,0.5204027556968733,False
MACCS_143,0.43822147914857446,0.7408585055643879,False
MACCS_144,0.4841699593599338,0.3749337572866985,False
MACCS_145,0.2142690812706073,0.9517753047164812,False
MACCS_146,0.47437992313217187,0.34181240063593005,False
MACCS_147,0.49695995648517854,0.5556438791732909,False
MACCS_148,0.4940428385385416,0.422628510863805,False
MACCS_149,0.4912384342642507,0.40646528881823,False
MACCS_150,0.4826262121550725,0.6308956014838368,False
MACCS_151,0.4059321372779171,0.20800211976682564,False
MACCS_152,0.43749049714869703,0.7421833598304186,False
MACCS_153,0.4916374206180925,0.40858505564387915,False
MACCS_154,0.49858771863689894,0.5384207737148914,False
MACCS_155,0.4955870166829337,0.5667726550079492,False
