molecule_chembl_id,pchembl_value,activity_class
CHEMBL5419123,6.3,Intermediate
CHEMBL276473,4.51,Inactive
CHEMBL25588,8.25,Active
CHEMBL1784792,5.24,Intermediate
CHEMBL5557518,4.91,Inactive
CHEMBL3754719,6.52,Active
CHEMBL3752973,6.8,Active
CHEMBL3754285,6.37,Intermediate
CHEMBL5417163,5.28,Intermediate
CHEMBL5271912,4.96,Inactive
CHEMBL5434222,7.15,Active
CHEMBL409271,6.36,Intermediate
CHEMBL99370,4.46,Inactive
CHEMBL2058266,5.7525,Intermediate
CHEMBL5409914,6.5,Active
CHEMBL5401946,8.17,Active
CHEMBL1956180,6.64,Active
CHEMBL1956183,6.28,Intermediate
CHEMBL5283868,6.34,Intermediate
CHEMBL5421908,5.99,Intermediate
CHEMBL1957211,5.62,Intermediate
CHEMBL377626,5.745,Intermediate
CHEMBL299066,5.51,Intermediate
CHEMBL1628064,7.0,Active
CHEMBL209073,6.58,Active
CHEMBL3753112,5.3,Intermediate
CHEMBL3754471,6.84,Active
CHEMBL5281414,5.1,Intermediate
CHEMBL5421595,5.48,Intermediate
CHEMBL3752460,6.44,Intermediate
CHEMBL3806301,8.05,Active
CHEMBL3105527,4.17,Inactive
CHEMBL267476,4.32,Inactive
CHEMBL5277945,6.46,Intermediate
CHEMBL3924170,5.22,Intermediate
CHEMBL24115,5.260000000000001,Intermediate
CHEMBL430879,7.0,Active
CHEMBL4863718,4.98,Inactive
CHEMBL3754720,5.85,Intermediate
CHEMBL3753810,7.27,Active
CHEMBL5430016,5.66,Intermediate
CHEMBL81134,5.23,Intermediate
CHEMBL3623226,6.72,Active
CHEMBL27797,5.21,Intermediate
CHEMBL2312955,7.09,Active
CHEMBL5423274,5.16,Intermediate
CHEMBL4866633,4.93,Inactive
CHEMBL3326515,5.85,Intermediate
CHEMBL362187,6.65,Active
CHEMBL5400406,7.03,Active
CHEMBL202065,6.89,Active
CHEMBL5437662,7.8,Active
CHEMBL1173326,5.3,Intermediate
CHEMBL3754241,6.734999999999999,Active
CHEMBL5440356,7.58,Active
CHEMBL83422,6.64,Active
CHEMBL1956175,6.01,Intermediate
CHEMBL3753281,7.92,Active
CHEMBL5266984,5.72,Intermediate
CHEMBL3421770,5.3,Intermediate
CHEMBL1172882,6.18,Intermediate
CHEMBL28806,7.12,Active
CHEMBL5403749,5.86,Intermediate
CHEMBL73279,9.44,Active
CHEMBL70367,5.75,Intermediate
CHEMBL214932,6.51,Active
CHEMBL513615,8.72,Active
CHEMBL1630262,5.75,Intermediate
CHEMBL2336856,8.04,Active
CHEMBL1630273,6.1,Intermediate
CHEMBL220885,5.24,Intermediate
CHEMBL3752065,7.27,Active
CHEMBL3752618,5.3,Intermediate
CHEMBL311400,4.38,Inactive
CHEMBL523232,5.68,Intermediate
CHEMBL1688895,6.85,Active
CHEMBL598846,7.62,Active
CHEMBL1915167,4.33,Inactive
CHEMBL309490,4.0,Inactive
CHEMBL493182,5.25,Intermediate
CHEMBL5416993,6.03,Intermediate
CHEMBL4162549,5.11,Intermediate
CHEMBL74295,5.39,Intermediate
CHEMBL3751972,5.93,Intermediate
CHEMBL88421,5.52,Intermediate
CHEMBL5290564,6.6,Active
CHEMBL4560281,7.84,Active
CHEMBL8646,6.7,Active
CHEMBL3105519,4.62,Inactive
CHEMBL5403912,7.58,Active
CHEMBL5413848,8.82,Active
CHEMBL5072827,5.0,Intermediate
CHEMBL5280521,5.92,Intermediate
CHEMBL5290876,5.05,Intermediate
CHEMBL29339,5.82,Intermediate
CHEMBL5770399,5.23,Intermediate
CHEMBL3752460,8.09,Active
CHEMBL5175025,7.52,Active
CHEMBL37321,5.18,Intermediate
CHEMBL369471,8.22,Active
CHEMBL71117,4.75,Inactive
CHEMBL3752191,5.0,Intermediate
CHEMBL41517,7.52,Active
CHEMBL1629804,7.829999999999999,Active
CHEMBL164993,7.38,Active
CHEMBL226791,8.55,Active
CHEMBL2430505,4.9,Inactive
CHEMBL1784790,4.66,Inactive
CHEMBL1825020,6.82,Active
CHEMBL114447,5.82,Intermediate
CHEMBL3753971,4.55,Inactive
CHEMBL334999,7.05,Active
CHEMBL226738,8.54,Active
CHEMBL308829,4.21,Inactive
CHEMBL350713,6.48,Intermediate
CHEMBL1094331,7.86,Active
CHEMBL465881,4.51,Inactive
CHEMBL3960724,5.0,Intermediate
CHEMBL287574,5.92,Intermediate
CHEMBL4172433,5.58,Intermediate
CHEMBL70317,7.29,Active
CHEMBL307690,9.49,Active
CHEMBL3754063,6.0,Intermediate
CHEMBL5268519,4.33,Inactive
CHEMBL3582477,5.9,Intermediate
CHEMBL3622074,7.01,Active
CHEMBL1630276,5.75,Intermediate
CHEMBL202470,5.4,Intermediate
CHEMBL266350,8.1,Active
CHEMBL5410623,8.02,Active
CHEMBL24014,5.72,Intermediate
CHEMBL1825034,5.25,Intermediate
CHEMBL135063,8.08,Active
CHEMBL3753169,7.05,Active
CHEMBL4515880,5.52,Intermediate
CHEMBL304305,7.52,Active
CHEMBL5431758,8.52,Active
CHEMBL2386285,7.053333333333334,Active
CHEMBL439950,5.14,Intermediate
CHEMBL3753997,6.0,Intermediate
CHEMBL176287,6.89,Active
CHEMBL175962,5.17,Intermediate
CHEMBL3349657,6.68,Active
CHEMBL3422039,5.71,Intermediate
CHEMBL3753258,7.0,Active
CHEMBL3893614,5.66,Intermediate
CHEMBL3753182,4.58,Inactive
CHEMBL118266,8.4,Active
CHEMBL5405944,8.68,Active
CHEMBL88169,5.48,Intermediate
CHEMBL3753803,7.0,Active
CHEMBL100749,8.719999999999999,Active
CHEMBL495566,4.33,Inactive
CHEMBL5271503,4.55,Inactive
CHEMBL5282619,6.57,Active
CHEMBL390717,8.54,Active
CHEMBL2111801,5.52,Intermediate
CHEMBL5559919,6.75,Active
CHEMBL10137,6.21,Intermediate
CHEMBL1957214,8.4,Active
CHEMBL202612,7.9866666666666655,Active
CHEMBL71612,5.52,Intermediate
CHEMBL5412425,8.82,Active
CHEMBL3623215,6.29,Intermediate
CHEMBL158325,4.01,Inactive
CHEMBL293122,6.3,Intermediate
CHEMBL137373,7.4,Active
CHEMBL1957220,5.13,Intermediate
CHEMBL5269898,6.77,Active
CHEMBL1642686,5.38,Intermediate
CHEMBL1956171,6.54,Active
CHEMBL2282047,4.92,Inactive
CHEMBL3752208,5.65,Intermediate
CHEMBL3752892,6.1,Intermediate
CHEMBL5408838,5.66,Intermediate
CHEMBL223108,5.67,Intermediate
CHEMBL491222,6.02,Intermediate
CHEMBL512994,7.03,Active
CHEMBL2386284,6.755,Active
CHEMBL124230,4.64,Inactive
CHEMBL4520995,9.92,Active
CHEMBL525379,7.02,Active
CHEMBL281871,5.77,Intermediate
CHEMBL5400511,6.74,Active
CHEMBL3752584,7.12,Active
CHEMBL589738,8.77,Active
CHEMBL1824744,4.97,Inactive
CHEMBL5290511,6.89,Active
CHEMBL151646,5.07,Intermediate
CHEMBL3349656,7.35,Active
CHEMBL176076,6.75,Active
CHEMBL67456,7.0,Active
CHEMBL3084923,4.4,Inactive
CHEMBL4454530,6.75,Active
CHEMBL476143,5.97,Intermediate
CHEMBL2443364,6.19,Intermediate
CHEMBL4172837,5.55,Intermediate
CHEMBL3752668,6.1,Intermediate
CHEMBL274878,6.685,Active
CHEMBL5284734,6.8,Active
CHEMBL226947,9.3,Active
CHEMBL1956188,6.94,Active
CHEMBL8498,7.215,Active
CHEMBL274826,6.26,Intermediate
CHEMBL1688903,7.14,Active
CHEMBL3754220,6.14,Intermediate
CHEMBL3752288,6.3,Intermediate
CHEMBL2312971,5.87,Intermediate
CHEMBL3754433,7.62,Active
CHEMBL5415771,8.68,Active
CHEMBL5281972,8.64,Active
CHEMBL192155,5.36,Intermediate
CHEMBL5283920,6.28,Intermediate
CHEMBL5266533,7.89,Active
CHEMBL5410534,7.09,Active
CHEMBL4068601,5.05,Intermediate
CHEMBL1824767,4.82,Inactive
CHEMBL4206988,6.17,Intermediate
CHEMBL5270168,5.52,Intermediate
CHEMBL1957208,5.94,Intermediate
CHEMBL5425656,6.3,Intermediate
CHEMBL5290320,6.11,Intermediate
CHEMBL5562607,5.28,Intermediate
CHEMBL2058268,5.94,Intermediate
CHEMBL2011171,4.54,Inactive
CHEMBL100615,4.48,Inactive
CHEMBL5420745,5.46,Intermediate
CHEMBL3753109,8.01,Active
CHEMBL351526,6.57,Active
CHEMBL25700,7.21,Active
CHEMBL8646,7.02,Active
CHEMBL365735,5.24,Intermediate
CHEMBL3894912,5.92,Intermediate
CHEMBL98463,7.72,Active
CHEMBL137396,7.3,Active
CHEMBL2112309,4.58,Inactive
CHEMBL4173231,6.62,Active
CHEMBL129795,5.55,Intermediate
CHEMBL5403643,5.09,Intermediate
CHEMBL3754538,7.01,Active
CHEMBL389924,4.94,Inactive
CHEMBL425323,5.15,Intermediate
CHEMBL3752192,6.36,Intermediate
CHEMBL1170678,7.19,Active
CHEMBL3753724,7.43,Active
CHEMBL2165323,6.41,Intermediate
CHEMBL3753352,7.09,Active
CHEMBL26543,5.7,Intermediate
CHEMBL1825047,5.64,Intermediate
CHEMBL491023,6.0,Intermediate
CHEMBL3622060,7.82,Active
CHEMBL3753191,5.48,Intermediate
CHEMBL3754471,8.033333333333333,Active
CHEMBL8315,6.28,Intermediate
CHEMBL2312952,7.13,Active
CHEMBL5414372,5.55,Intermediate
CHEMBL3752818,7.26,Active
CHEMBL3754516,5.77,Intermediate
CHEMBL1077603,6.776666666666666,Active
CHEMBL3085491,6.460000000000001,Intermediate
CHEMBL5426314,6.44,Intermediate
CHEMBL390152,4.5,Inactive
CHEMBL5402711,5.14,Intermediate
CHEMBL1627334,4.11,Inactive
CHEMBL5287894,4.27,Inactive
CHEMBL2011185,4.52,Inactive
CHEMBL5271509,5.92,Intermediate
CHEMBL72538,5.58,Intermediate
CHEMBL457680,6.4,Intermediate
CHEMBL2442758,8.28,Active
CHEMBL459503,8.25,Active
CHEMBL3623227,7.39,Active
CHEMBL4556775,7.76,Active
CHEMBL290309,5.36,Intermediate
CHEMBL149238,4.95,Inactive
CHEMBL268209,7.7,Active
CHEMBL5287129,6.4,Intermediate
CHEMBL5266594,6.63,Active
CHEMBL1399,7.8925,Active
CHEMBL494713,7.42,Active
CHEMBL3752381,4.92,Inactive
CHEMBL3754719,8.09,Active
CHEMBL296411,4.87,Inactive
CHEMBL1784797,5.51,Intermediate
CHEMBL3754701,7.77,Active
CHEMBL1571,4.46,Inactive
CHEMBL1173641,4.95,Inactive
CHEMBL3134112,7.05,Active
CHEMBL3245348,7.24,Active
CHEMBL341591,5.15,Intermediate
CHEMBL5074047,7.28,Active
CHEMBL4437198,5.29,Intermediate
CHEMBL5414163,4.84,Inactive
CHEMBL599455,7.53,Active
CHEMBL455832,5.61,Intermediate
CHEMBL4451577,5.41,Intermediate
CHEMBL93828,6.7125,Active
CHEMBL5433553,6.92,Active
CHEMBL5278613,5.62,Intermediate
CHEMBL5397559,4.58,Inactive
CHEMBL480718,6.17,Intermediate
CHEMBL285193,7.16,Active
CHEMBL5542291,5.92,Intermediate
CHEMBL39840,5.0,Intermediate
CHEMBL521591,6.52,Active
CHEMBL5289821,5.2,Intermediate
CHEMBL3752351,5.26,Intermediate
CHEMBL135037,5.05,Intermediate
CHEMBL509750,7.82,Active
CHEMBL431843,4.29,Inactive
CHEMBL179144,6.1,Intermediate
CHEMBL426541,6.07,Intermediate
CHEMBL5271699,5.7,Intermediate
CHEMBL3349656,7.395,Active
CHEMBL3349550,7.8,Active
CHEMBL287967,6.77,Active
CHEMBL4228819,5.48,Intermediate
CHEMBL5422369,6.68,Active
CHEMBL3754157,4.37,Inactive
CHEMBL198291,8.146666666666667,Active
CHEMBL607855,6.04,Intermediate
CHEMBL24021,6.58,Active
CHEMBL1424243,4.64,Inactive
CHEMBL113637,7.24,Active
CHEMBL441260,7.82,Active
CHEMBL1172396,5.49,Intermediate
CHEMBL5270517,6.22,Intermediate
CHEMBL91818,5.21,Intermediate
CHEMBL5427189,4.95,Inactive
CHEMBL204483,7.53,Active
CHEMBL3326516,6.195,Intermediate
CHEMBL302741,4.25,Inactive
CHEMBL4172955,4.95,Inactive
CHEMBL496375,6.66,Active
CHEMBL3818728,6.23,Intermediate
CHEMBL3754603,7.41,Active
CHEMBL3753084,6.96,Active
CHEMBL73993,8.22,Active
CHEMBL3622077,7.59,Active
CHEMBL5431734,7.22,Active
CHEMBL3752661,6.85,Active
CHEMBL3752704,7.57,Active
CHEMBL3752771,7.92,Active
CHEMBL135095,5.77,Intermediate
CHEMBL3349655,7.42,Active
CHEMBL3806282,7.1,Active
CHEMBL1784810,4.88,Inactive
CHEMBL1824745,4.79,Inactive
CHEMBL422610,6.02,Intermediate
CHEMBL3407539,6.09,Intermediate
CHEMBL348263,6.57,Active
CHEMBL1351273,7.2,Active
CHEMBL5276820,6.48,Intermediate
CHEMBL5557715,5.92,Intermediate
CHEMBL2430501,5.57,Intermediate
CHEMBL5426947,7.49,Active
CHEMBL4216885,5.41,Intermediate
CHEMBL5394232,4.6,Inactive
CHEMBL5402384,8.64,Active
CHEMBL3752221,7.83,Active
CHEMBL23364,6.28,Intermediate
CHEMBL5432233,8.7,Active
CHEMBL5286569,5.54,Intermediate
CHEMBL3753063,6.32,Intermediate
CHEMBL53068,6.453333333333333,Intermediate
CHEMBL3754547,5.3,Intermediate
CHEMBL335836,7.08,Active
CHEMBL1957221,5.98,Intermediate
CHEMBL2430507,5.47,Intermediate
CHEMBL361653,5.77,Intermediate
CHEMBL3359962,5.43,Intermediate
CHEMBL9179,6.1,Intermediate
CHEMBL134169,4.46,Inactive
CHEMBL323546,4.86,Inactive
CHEMBL25695,6.41,Intermediate
CHEMBL202474,6.52,Active
CHEMBL304770,7.62,Active
CHEMBL5401017,7.21,Active
CHEMBL1399,9.89,Active
CHEMBL3753369,5.0,Intermediate
CHEMBL252642,6.074999999999999,Intermediate
CHEMBL177921,6.92,Active
CHEMBL4747849,4.82,Inactive
CHEMBL28465,5.27,Intermediate
CHEMBL5408038,8.11,Active
CHEMBL5436996,9.8,Active
CHEMBL4568674,7.24,Active
CHEMBL350338,8.12,Active
CHEMBL28696,6.28,Intermediate
CHEMBL5404699,6.55,Active
CHEMBL1672982,9.12,Active
CHEMBL5555812,7.27,Active
CHEMBL2282050,5.36,Intermediate
CHEMBL491013,5.93,Intermediate
CHEMBL288804,7.2,Active
CHEMBL5275758,4.24,Inactive
CHEMBL4227725,5.46,Intermediate
CHEMBL1173699,6.125,Intermediate
CHEMBL4778401,7.22,Active
CHEMBL4060208,5.25,Intermediate
CHEMBL226945,7.92,Active
CHEMBL5274777,5.22,Intermediate
CHEMBL3754696,7.38,Active
CHEMBL184051,5.52,Intermediate
CHEMBL307643,7.68,Active
CHEMBL5279731,6.02,Intermediate
CHEMBL3326521,6.445,Intermediate
CHEMBL5560949,7.28,Active
CHEMBL5274998,4.6,Inactive
CHEMBL1957212,5.76,Intermediate
CHEMBL113121,7.43,Active
CHEMBL24580,7.68,Active
CHEMBL132066,5.05,Intermediate
CHEMBL88918,6.1,Intermediate
CHEMBL23365,5.37,Intermediate
CHEMBL3754259,7.295,Active
CHEMBL112908,4.7,Inactive
CHEMBL31760,8.893333333333333,Active
CHEMBL2430510,5.1,Intermediate
CHEMBL5176279,7.51,Active
CHEMBL192077,5.77,Intermediate
CHEMBL3422033,7.32,Active
CHEMBL1203757,7.75,Active
CHEMBL3753695,6.0,Intermediate
CHEMBL3753629,8.31,Active
CHEMBL1688902,7.14,Active
CHEMBL3623219,7.35,Active
CHEMBL5564713,6.15,Intermediate
CHEMBL3754061,5.94,Intermediate
CHEMBL1957216,6.79,Active
CHEMBL4763409,4.89,Inactive
CHEMBL4448018,5.48,Intermediate
CHEMBL3752366,6.47,Intermediate
CHEMBL3747562,5.47,Intermediate
CHEMBL1825048,4.76,Inactive
CHEMBL29863,5.64,Intermediate
CHEMBL29521,6.22,Intermediate
CHEMBL335408,5.78,Intermediate
CHEMBL5269756,5.24,Intermediate
CHEMBL3245357,7.75,Active
CHEMBL3754204,7.21,Active
CHEMBL5275068,4.6,Inactive
CHEMBL1991089,4.02,Inactive
CHEMBL2113269,7.07,Active
CHEMBL8254,7.22,Active
CHEMBL157101,5.866666666666666,Intermediate
CHEMBL4570681,6.43,Intermediate
CHEMBL2165319,7.66,Active
CHEMBL282580,7.12,Active
CHEMBL5291132,4.02,Inactive
CHEMBL3753373,7.505,Active
CHEMBL5287473,5.82,Intermediate
CHEMBL1688911,7.33,Active
CHEMBL3753272,5.96,Intermediate
CHEMBL4227979,5.52,Intermediate
CHEMBL3623222,4.36,Inactive
CHEMBL103040,6.265,Intermediate
CHEMBL5398511,4.66,Inactive
CHEMBL5282687,6.28,Intermediate
CHEMBL70367,6.71,Active
CHEMBL4468397,7.09,Active
CHEMBL495563,5.51,Intermediate
CHEMBL3753593,8.383333333333333,Active
CHEMBL5284594,4.92,Inactive
CHEMBL3754174,6.17,Intermediate
CHEMBL174308,6.7,Active
CHEMBL5271891,6.02,Intermediate
CHEMBL287950,7.05,Active
CHEMBL4070331,7.54,Active
CHEMBL41429,5.54,Intermediate
CHEMBL116794,5.06,Intermediate
CHEMBL151691,5.76,Intermediate
CHEMBL5286895,4.96,Inactive
CHEMBL5424630,8.82,Active
CHEMBL3422037,6.58,Active
CHEMBL3326517,7.68,Active
CHEMBL151212,4.975,Inactive
CHEMBL291646,6.7,Active
CHEMBL312960,4.68,Inactive
CHEMBL283196,7.7,Active
CHEMBL225053,7.43,Active
CHEMBL23150,4.6,Inactive
CHEMBL5272564,5.31,Intermediate
CHEMBL2443354,7.05,Active
CHEMBL5284663,5.57,Intermediate
CHEMBL390496,8.82,Active
CHEMBL5426214,5.27,Intermediate
CHEMBL1688908,6.53,Active
CHEMBL228985,4.54,Inactive
CHEMBL479385,8.26,Active
CHEMBL3753000,5.3,Intermediate
CHEMBL3752973,8.09,Active
CHEMBL1203762,8.7,Active
CHEMBL224462,7.03,Active
CHEMBL338746,4.58,Inactive
CHEMBL3221175,5.28,Intermediate
CHEMBL300921,7.16,Active
CHEMBL5195433,8.64,Active
CHEMBL4165988,6.66,Active
CHEMBL3264672,4.9,Inactive
CHEMBL1083664,5.72,Intermediate
CHEMBL3753611,6.845,Active
CHEMBL226842,9.06,Active
CHEMBL457678,7.0,Active
CHEMBL4761359,6.36,Intermediate
CHEMBL3421768,5.62,Intermediate
CHEMBL1630271,4.96,Inactive
CHEMBL5282258,6.38,Intermediate
CHEMBL262723,5.75,Intermediate
CHEMBL270915,6.16,Intermediate
CHEMBL1173335,5.24,Intermediate
CHEMBL24037,6.29,Intermediate
CHEMBL3753034,7.0,Active
CHEMBL364080,5.69,Intermediate
CHEMBL175688,7.41,Active
CHEMBL5400488,8.82,Active
CHEMBL5423781,6.26,Intermediate
CHEMBL3754505,7.21,Active
CHEMBL1371590,6.7,Active
CHEMBL5418780,5.02,Intermediate
CHEMBL3752063,7.3,Active
CHEMBL225128,7.02,Active
CHEMBL5400021,5.46,Intermediate
CHEMBL2011182,4.0,Inactive
CHEMBL1173573,5.51,Intermediate
CHEMBL460026,4.27,Inactive
CHEMBL3754174,4.93,Inactive
CHEMBL3623209,6.6,Active
CHEMBL1173130,5.07,Intermediate
CHEMBL5561121,4.92,Inactive
CHEMBL66867,6.43,Intermediate
CHEMBL598223,9.1,Active
CHEMBL282525,5.24,Intermediate
CHEMBL4164126,6.58,Active
CHEMBL3752650,6.64,Active
CHEMBL382482,6.12,Intermediate
CHEMBL3245357,6.8,Active
CHEMBL193858,5.55,Intermediate
CHEMBL2096872,5.0,Intermediate
CHEMBL1097980,8.06,Active
CHEMBL1824755,5.34,Intermediate
CHEMBL1097042,7.7,Active
CHEMBL3752405,7.77,Active
CHEMBL133724,5.88,Intermediate
CHEMBL478023,4.76,Inactive
CHEMBL454705,5.12,Intermediate
CHEMBL104566,5.7,Intermediate
CHEMBL319108,8.05,Active
CHEMBL5559883,6.26,Intermediate
CHEMBL1824750,5.33,Intermediate
CHEMBL439241,6.21,Intermediate
CHEMBL5285921,6.0,Intermediate
CHEMBL3752998,8.15,Active
CHEMBL4870604,5.8,Intermediate
CHEMBL589247,7.84,Active
CHEMBL3582472,5.35,Intermediate
CHEMBL205177,7.71,Active
CHEMBL5274290,5.4,Intermediate
CHEMBL3753120,7.62,Active
CHEMBL5432257,6.5,Active
CHEMBL25700,5.72,Intermediate
CHEMBL523973,6.24,Intermediate
CHEMBL4745681,7.75,Active
CHEMBL3805388,7.35,Active
CHEMBL5288646,4.57,Inactive
CHEMBL223555,7.02,Active
CHEMBL1688900,6.77,Active
CHEMBL8333,6.57,Active
CHEMBL366669,6.01,Intermediate
CHEMBL202471,5.57,Intermediate
CHEMBL475944,5.97,Intermediate
CHEMBL3754505,6.715,Active
CHEMBL38550,5.52,Intermediate
CHEMBL26093,8.15,Active
CHEMBL26279,5.47,Intermediate
CHEMBL5277644,6.29,Intermediate
CHEMBL5271187,6.64,Active
CHEMBL86928,5.55,Intermediate
CHEMBL5432998,6.5,Active
CHEMBL4165064,5.46,Intermediate
CHEMBL70436,7.37,Active
CHEMBL2058267,5.02,Intermediate
CHEMBL54803,6.46,Intermediate
CHEMBL3134108,5.75,Intermediate
CHEMBL495574,4.42,Inactive
CHEMBL2112738,4.96,Inactive
CHEMBL70901,6.226666666666667,Intermediate
CHEMBL598224,9.3,Active
CHEMBL137589,7.52,Active
CHEMBL226789,8.6,Active
CHEMBL2105261,8.143333333333333,Active
CHEMBL83835,6.35,Intermediate
CHEMBL440691,6.77,Active
CHEMBL152237,7.14,Active
CHEMBL5402030,6.69,Active
CHEMBL162431,5.74,Intermediate
CHEMBL2165315,7.31,Active
CHEMBL5398185,5.18,Intermediate
CHEMBL1688893,6.94,Active
CHEMBL314991,4.52,Inactive
CHEMBL1825025,5.36,Intermediate
CHEMBL599238,8.62,Active
CHEMBL5283268,5.16,Intermediate
CHEMBL5277776,8.31,Active
CHEMBL185819,5.04,Intermediate
CHEMBL2311169,6.92,Active
CHEMBL73071,7.37,Active
CHEMBL5288513,4.21,Inactive
CHEMBL5404820,8.89,Active
CHEMBL2011175,4.39,Inactive
CHEMBL72228,9.8,Active
CHEMBL5395040,6.72,Active
CHEMBL3805048,7.29,Active
CHEMBL99706,7.25,Active
CHEMBL3421765,6.84,Active
CHEMBL151037,5.71,Intermediate
CHEMBL495565,7.02,Active
CHEMBL5402619,9.19,Active
CHEMBL3754055,7.73,Active
CHEMBL131921,6.23,Intermediate
CHEMBL1688916,6.5,Active
CHEMBL5269707,7.03,Active
CHEMBL376303,6.31,Intermediate
CHEMBL294357,5.52,Intermediate
CHEMBL5559396,6.05,Intermediate
CHEMBL1689257,4.51,Inactive
CHEMBL5268507,4.42,Inactive
CHEMBL5273492,5.85,Intermediate
CHEMBL465880,5.34,Intermediate
CHEMBL5417624,6.85,Active
CHEMBL3752065,8.3,Active
CHEMBL5402193,7.75,Active
CHEMBL3264685,4.9,Inactive
CHEMBL1173065,4.79,Inactive
CHEMBL205881,5.39,Intermediate
CHEMBL48460,7.96,Active
CHEMBL349300,6.0600000000000005,Intermediate
CHEMBL135396,5.35,Intermediate
CHEMBL1096439,8.16,Active
CHEMBL468419,9.355,Active
CHEMBL71082,5.6,Intermediate
CHEMBL26651,7.7,Active
CHEMBL1957219,5.57,Intermediate
CHEMBL488050,7.16,Active
CHEMBL601840,6.95,Active
CHEMBL4446561,6.11,Intermediate
CHEMBL1098424,6.8,Active
CHEMBL3794430,5.21,Intermediate
CHEMBL5567780,7.21,Active
CHEMBL3622066,8.64,Active
CHEMBL370281,6.11,Intermediate
CHEMBL5397796,6.72,Active
CHEMBL425670,5.12,Intermediate
CHEMBL70611,8.12,Active
CHEMBL165218,6.06,Intermediate
CHEMBL383145,5.56,Intermediate
CHEMBL3806046,7.44,Active
CHEMBL2443362,6.46,Intermediate
CHEMBL5440983,7.82,Active
CHEMBL1688904,6.54,Active
CHEMBL5267423,5.28,Intermediate
CHEMBL284636,5.71,Intermediate
CHEMBL3925065,5.01,Intermediate
CHEMBL3753425,5.37,Intermediate
CHEMBL5416025,5.54,Intermediate
CHEMBL3752788,8.0,Active
CHEMBL3326518,6.15,Intermediate
CHEMBL3913908,5.8,Intermediate
CHEMBL5428681,7.0,Active
CHEMBL3754711,7.31,Active
CHEMBL5438581,5.7,Intermediate
CHEMBL271794,6.92,Active
CHEMBL4126996,5.0,Intermediate
CHEMBL111888,7.29,Active
CHEMBL3754150,7.92,Active
CHEMBL1825049,4.97,Inactive
CHEMBL4468933,7.13,Active
CHEMBL2333328,6.52,Active
CHEMBL366490,5.74,Intermediate
CHEMBL2312972,6.85,Active
CHEMBL1835542,4.82,Inactive
CHEMBL3422034,5.2,Intermediate
CHEMBL5276194,6.18,Intermediate
CHEMBL5279628,5.96,Intermediate
CHEMBL3407536,6.175,Intermediate
CHEMBL5184565,4.51,Inactive
CHEMBL1824749,4.79,Inactive
CHEMBL5417558,5.7,Intermediate
CHEMBL2442765,5.83,Intermediate
CHEMBL1688892,6.63,Active
CHEMBL459503,7.6,Active
CHEMBL1957223,6.23,Intermediate
CHEMBL5268850,6.12,Intermediate
CHEMBL3752174,7.19,Active
CHEMBL5273350,4.31,Inactive
CHEMBL1825038,4.9,Inactive
CHEMBL24946,6.1,Intermediate
CHEMBL387518,4.576666666666667,Inactive
CHEMBL115899,5.45,Intermediate
CHEMBL179247,7.7,Active
CHEMBL5422087,5.05,Intermediate
CHEMBL117,5.58,Intermediate
CHEMBL1094154,8.22,Active
CHEMBL462879,5.28,Intermediate
CHEMBL1728910,5.3,Intermediate
CHEMBL113082,7.51,Active
CHEMBL70317,9.36,Active
CHEMBL307006,7.36,Active
CHEMBL209047,5.39,Intermediate
CHEMBL5404029,6.65,Active
CHEMBL5427371,5.26,Intermediate
CHEMBL4229012,5.77,Intermediate
CHEMBL176452,6.1066666666666665,Intermediate
CHEMBL5439274,5.46,Intermediate
CHEMBL5205534,8.56,Active
CHEMBL71152,6.47,Intermediate
CHEMBL92488,6.16,Intermediate
CHEMBL177274,6.09,Intermediate
CHEMBL3752280,6.275,Intermediate
CHEMBL3401050,5.0,Intermediate
CHEMBL5290853,5.05,Intermediate
CHEMBL29997,6.0,Intermediate
CHEMBL5433442,9.05,Active
CHEMBL73071,8.26,Active
CHEMBL4080256,5.21,Intermediate
CHEMBL5404343,5.07,Intermediate
CHEMBL368631,6.586666666666667,Active
CHEMBL1098425,6.8,Active
CHEMBL421829,7.05,Active
CHEMBL4174326,5.64,Intermediate
CHEMBL5409338,8.26,Active
CHEMBL165106,7.3,Active
CHEMBL135378,7.75,Active
CHEMBL302741,4.96,Inactive
CHEMBL1203760,7.68,Active
CHEMBL5184004,9.34,Active
CHEMBL3623230,5.57,Intermediate
CHEMBL2235951,5.87,Intermediate
CHEMBL5278036,8.72,Active
CHEMBL1933693,7.0,Active
CHEMBL5412669,8.96,Active
CHEMBL3622063,8.313333333333333,Active
CHEMBL175550,5.41,Intermediate
CHEMBL3245350,7.16,Active
CHEMBL5396464,9.39,Active
CHEMBL4561656,7.24,Active
CHEMBL424162,6.0,Intermediate
CHEMBL1078534,6.678,Active
CHEMBL5291323,4.94,Inactive
CHEMBL5407494,4.52,Inactive
CHEMBL226737,7.57,Active
CHEMBL5436084,4.76,Inactive
CHEMBL1630270,6.0,Intermediate
CHEMBL73993,10.3,Active
CHEMBL437731,7.303333333333334,Active
CHEMBL3422028,7.35,Active
CHEMBL3752954,8.3,Active
CHEMBL5436925,6.99,Active
CHEMBL3623223,6.33,Intermediate
CHEMBL5272700,8.98,Active
CHEMBL95919,7.395,Active
CHEMBL113647,5.1,Intermediate
CHEMBL4162931,7.23,Active
CHEMBL5269206,6.85,Active
