molecule_chembl_id,pchembl_value,activity_class
CHEMBL329500,8.3,Active
CHEMBL186079,6.28,Intermediate
CHEMBL150653,5.45,Intermediate
CHEMBL3350384,7.11,Active
CHEMBL242454,6.4,Intermediate
CHEMBL93666,5.0725,Intermediate
CHEMBL3753439,7.42,Active
CHEMBL390569,4.77,Inactive
CHEMBL3754253,5.720000000000001,Intermediate
CHEMBL441367,7.16,Active
CHEMBL55558,5.41,Intermediate
CHEMBL304788,6.06,Intermediate
CHEMBL1672980,10.82,Active
CHEMBL302249,5.26,Intermediate
CHEMBL4743255,4.76,Inactive
CHEMBL4450923,7.62,Active
CHEMBL5428080,8.41,Active
CHEMBL2179109,6.95,Active
CHEMBL2336855,6.66,Active
CHEMBL202030,6.64,Active
CHEMBL389925,4.08,Inactive
CHEMBL267508,5.8,Intermediate
CHEMBL5414100,5.4,Intermediate
CHEMBL71736,5.85,Intermediate
CHEMBL81255,4.0,Inactive
CHEMBL294878,8.7,Active
CHEMBL7162,6.17,Intermediate
CHEMBL3421764,6.35,Intermediate
CHEMBL349963,6.4,Intermediate
CHEMBL281871,7.43,Active
CHEMBL197650,8.98,Active
CHEMBL157101,5.663333333333334,Intermediate
CHEMBL124118,4.03,Inactive
CHEMBL1825040,5.02,Intermediate
CHEMBL184051,5.94,Intermediate
CHEMBL5291168,4.64,Inactive
CHEMBL27591,7.51,Active
CHEMBL1825046,5.56,Intermediate
CHEMBL365314,6.55,Active
CHEMBL8254,8.15,Active
CHEMBL5279883,6.75,Active
CHEMBL5427905,8.26,Active
CHEMBL3804993,6.89,Active
CHEMBL513168,5.79,Intermediate
CHEMBL5398859,7.24,Active
CHEMBL55144,6.04,Intermediate
CHEMBL29952,5.92,Intermediate
CHEMBL2442759,8.22,Active
CHEMBL185165,5.85,Intermediate
CHEMBL457679,7.0,Active
CHEMBL307893,6.22,Intermediate
CHEMBL388959,4.92,Inactive
CHEMBL5273116,6.0,Intermediate
CHEMBL5286286,4.96,Inactive
CHEMBL2312969,5.44,Intermediate
CHEMBL5399449,9.0,Active
CHEMBL5268383,6.4,Intermediate
CHEMBL3804849,6.47,Intermediate
CHEMBL78322,6.03,Intermediate
CHEMBL1939552,4.58,Inactive
CHEMBL71082,4.55,Inactive
CHEMBL2311553,5.67,Intermediate
CHEMBL5564454,6.75,Active
CHEMBL309656,6.54,Active
CHEMBL3805008,7.8,Active
CHEMBL3914106,5.02,Intermediate
CHEMBL5558884,5.94,Intermediate
CHEMBL129795,5.42,Intermediate
CHEMBL479942,5.52,Intermediate
CHEMBL1915161,4.23,Inactive
CHEMBL1688919,6.5,Active
CHEMBL4207850,4.94,Inactive
CHEMBL168434,6.58,Active
CHEMBL5434837,5.21,Intermediate
CHEMBL5275780,6.48,Intermediate
CHEMBL5555812,7.58,Active
CHEMBL5434047,7.855,Active
CHEMBL1172402,5.33,Intermediate
CHEMBL4868867,5.24,Intermediate
CHEMBL150681,5.26,Intermediate
CHEMBL3752288,8.01,Active
CHEMBL480516,6.67,Active
CHEMBL5397197,8.6,Active
CHEMBL23485,6.0,Intermediate
CHEMBL224787,6.97,Active
CHEMBL3753279,5.3,Intermediate
CHEMBL175554,5.26,Intermediate
CHEMBL5559750,6.88,Active
CHEMBL2336859,8.31,Active
CHEMBL2235952,5.96,Intermediate
CHEMBL598009,7.16,Active
CHEMBL3805851,8.15,Active
CHEMBL223983,4.5,Inactive
CHEMBL5265959,4.31,Inactive
CHEMBL3754457,7.0,Active
CHEMBL5289592,6.33,Intermediate
CHEMBL576579,4.78,Inactive
CHEMBL26208,6.56,Active
CHEMBL63297,6.72,Active
CHEMBL4462178,6.68,Active
CHEMBL362968,6.225,Intermediate
CHEMBL388506,8.96,Active
CHEMBL452018,7.14,Active
CHEMBL3622054,9.55,Active
CHEMBL3753307,6.26,Intermediate
CHEMBL256407,5.46,Intermediate
CHEMBL220829,5.23,Intermediate
CHEMBL5411950,7.4,Active
CHEMBL3752208,5.65,Intermediate
CHEMBL592131,9.61,Active
CHEMBL74339,8.89,Active
CHEMBL375497,4.0,Inactive
CHEMBL161530,5.68,Intermediate
CHEMBL5283978,5.31,Intermediate
CHEMBL223717,7.52,Active
CHEMBL1825036,5.63,Intermediate
CHEMBL5435398,6.53,Active
CHEMBL110524,5.025,Intermediate
CHEMBL298720,5.565,Intermediate
CHEMBL2331704,4.95,Inactive
CHEMBL5406968,5.88,Intermediate
CHEMBL5272328,5.71,Intermediate
CHEMBL1172779,5.61,Intermediate
CHEMBL2440145,6.04,Intermediate
CHEMBL1825039,5.13,Intermediate
CHEMBL3754516,4.8,Inactive
CHEMBL4564168,7.23,Active
CHEMBL2111917,7.22,Active
CHEMBL162834,7.85,Active
CHEMBL5273309,4.47,Inactive
CHEMBL1825032,5.41,Intermediate
CHEMBL5269208,4.3,Inactive
CHEMBL1688906,6.95,Active
CHEMBL2333331,6.4,Intermediate
CHEMBL5286964,5.89,Intermediate
CHEMBL5568351,6.98,Active
CHEMBL1825017,4.91,Inactive
CHEMBL5281772,5.57,Intermediate
CHEMBL133082,5.8,Intermediate
CHEMBL226891,6.8,Active
CHEMBL39782,4.52,Inactive
CHEMBL3752668,8.85,Active
CHEMBL169,4.5,Inactive
CHEMBL5400347,5.33,Intermediate
CHEMBL135606,7.4,Active
CHEMBL150799,4.85,Inactive
CHEMBL423613,7.68,Active
CHEMBL5269555,4.92,Inactive
CHEMBL377766,6.36,Intermediate
CHEMBL3754133,6.06,Intermediate
CHEMBL4514474,7.76,Active
CHEMBL305205,10.31,Active
CHEMBL4229272,5.47,Intermediate
CHEMBL5422332,7.41,Active
CHEMBL2165317,7.32,Active
CHEMBL1957211,6.63,Active
CHEMBL225447,5.546666666666667,Intermediate
CHEMBL3622434,7.68,Active
CHEMBL3805657,7.32,Active
CHEMBL440832,8.3,Active
CHEMBL5409533,6.51,Active
CHEMBL50,7.92,Active
CHEMBL3134115,6.22,Intermediate
CHEMBL5412704,5.05,Intermediate
CHEMBL4753984,5.52,Intermediate
CHEMBL202020,6.8,Active
CHEMBL4163704,7.44,Active
CHEMBL4449929,6.89,Active
CHEMBL3752347,8.0,Active
CHEMBL1630911,6.0,Intermediate
CHEMBL448463,4.77,Inactive
CHEMBL30047,5.53,Intermediate
CHEMBL469260,7.94,Active
CHEMBL1485809,7.78,Active
CHEMBL336102,5.4,Intermediate
CHEMBL337251,4.52,Inactive
CHEMBL5397043,4.09,Inactive
CHEMBL23097,6.64,Active
CHEMBL3621226,6.66,Active
CHEMBL2312957,6.836666666666666,Active
CHEMBL5267234,6.82,Active
CHEMBL330452,4.466666666666666,Inactive
CHEMBL3818725,6.78,Active
CHEMBL4874928,5.1,Intermediate
CHEMBL350922,6.41,Intermediate
CHEMBL364326,5.44,Intermediate
CHEMBL513615,8.28,Active
CHEMBL25695,8.17,Active
CHEMBL4098990,7.52,Active
CHEMBL193997,5.59,Intermediate
CHEMBL1957217,9.19,Active
CHEMBL388930,7.51,Active
CHEMBL359116,5.22,Intermediate
CHEMBL229906,5.33,Intermediate
CHEMBL382679,7.62,Active
CHEMBL67842,7.16,Active
CHEMBL353571,6.24,Intermediate
CHEMBL5421179,4.28,Inactive
CHEMBL5279060,5.72,Intermediate
CHEMBL376473,4.55,Inactive
CHEMBL29523,5.85,Intermediate
CHEMBL460382,5.45,Intermediate
CHEMBL134442,6.36,Intermediate
CHEMBL2113272,7.66,Active
CHEMBL39152,5.44,Intermediate
CHEMBL81134,6.34,Intermediate
CHEMBL220792,5.62,Intermediate
CHEMBL2011173,4.75,Inactive
CHEMBL4752568,4.85,Inactive
CHEMBL5275063,5.82,Intermediate
CHEMBL5557971,6.19,Intermediate
CHEMBL5416513,9.66,Active
CHEMBL3951973,5.64,Intermediate
CHEMBL202469,6.04,Intermediate
CHEMBL304305,9.64,Active
CHEMBL294360,5.66,Intermediate
CHEMBL113739,7.18,Active
CHEMBL109211,6.56,Active
CHEMBL4159101,5.27,Intermediate
CHEMBL2333333,6.24,Intermediate
CHEMBL1825028,5.1,Intermediate
CHEMBL440930,4.89,Inactive
CHEMBL361653,5.51,Intermediate
CHEMBL5401648,9.85,Active
CHEMBL5291490,5.16,Intermediate
CHEMBL4764457,5.53,Intermediate
CHEMBL445362,7.33,Active
CHEMBL3753971,7.0,Active
CHEMBL1957220,5.83,Intermediate
CHEMBL5396371,5.56,Intermediate
CHEMBL9179,7.99,Active
CHEMBL3942918,5.03,Intermediate
CHEMBL1915159,4.17,Inactive
CHEMBL5266995,5.38,Intermediate
CHEMBL5395683,4.82,Inactive
CHEMBL26207,5.11,Intermediate
CHEMBL135709,6.5,Active
CHEMBL5417041,9.0,Active
CHEMBL224789,7.67,Active
CHEMBL3622070,8.46,Active
CHEMBL2336857,6.83,Active
CHEMBL3753776,8.0,Active
CHEMBL5268215,6.52,Active
CHEMBL38472,6.35,Intermediate
CHEMBL102409,6.52,Active
CHEMBL90427,5.66,Intermediate
CHEMBL3752447,7.0,Active
CHEMBL212168,6.33,Intermediate
CHEMBL1688907,6.79,Active
CHEMBL336387,6.72,Active
CHEMBL5273618,6.21,Intermediate
CHEMBL2011174,4.7,Inactive
CHEMBL1939366,6.66,Active
CHEMBL201831,7.0,Active
CHEMBL468419,8.82,Active
CHEMBL442262,5.32,Intermediate
CHEMBL168444,4.57,Inactive
CHEMBL1933699,7.1,Active
CHEMBL1215665,4.61,Inactive
CHEMBL2336864,7.25,Active
CHEMBL4228236,5.45,Intermediate
CHEMBL5274501,4.98,Inactive
CHEMBL3959541,5.29,Intermediate
CHEMBL429788,7.02,Active
CHEMBL5400803,7.81,Active
CHEMBL388291,7.64,Active
CHEMBL1824762,4.5,Inactive
CHEMBL5397228,4.48,Inactive
CHEMBL5271982,5.64,Intermediate
CHEMBL3752983,7.44,Active
CHEMBL2312963,6.61,Active
CHEMBL5439659,5.51,Intermediate
CHEMBL169251,6.77,Active
CHEMBL5440090,4.11,Inactive
CHEMBL3754260,5.85,Intermediate
CHEMBL29901,7.09,Active
CHEMBL4103066,5.96,Intermediate
CHEMBL1094149,7.76,Active
CHEMBL99204,7.88,Active
CHEMBL5281207,5.17,Intermediate
CHEMBL5427944,6.72,Active
CHEMBL5268515,5.6,Intermediate
CHEMBL343273,5.75,Intermediate
CHEMBL3752038,8.15,Active
CHEMBL402970,5.43,Intermediate
CHEMBL3751881,7.1,Active
CHEMBL3754779,6.72,Active
CHEMBL479559,8.49,Active
CHEMBL518414,4.45,Inactive
CHEMBL1173327,4.61,Inactive
CHEMBL4204862,4.4,Inactive
CHEMBL1824746,4.71,Inactive
CHEMBL5277564,5.28,Intermediate
CHEMBL3754061,8.3,Active
CHEMBL4468497,6.28,Intermediate
CHEMBL3805211,7.89,Active
CHEMBL4078790,5.96,Intermediate
CHEMBL291279,5.0,Intermediate
CHEMBL5425142,8.26,Active
CHEMBL5567780,7.48,Active
CHEMBL1521315,6.0,Intermediate
CHEMBL3752648,6.41,Intermediate
CHEMBL5272891,5.35,Intermediate
CHEMBL3105528,6.1,Intermediate
CHEMBL5280814,5.82,Intermediate
CHEMBL3819549,6.35,Intermediate
CHEMBL5401526,5.77,Intermediate
CHEMBL366772,5.2,Intermediate
CHEMBL5287563,6.64,Active
CHEMBL3753084,7.92,Active
CHEMBL517347,6.5,Active
CHEMBL4159159,6.71,Active
CHEMBL82981,5.11,Intermediate
CHEMBL5411834,8.15,Active
CHEMBL509750,7.32,Active
CHEMBL5435609,5.41,Intermediate
CHEMBL5287070,5.48,Intermediate
CHEMBL212473,7.1,Active
CHEMBL491692,4.46,Inactive
CHEMBL5407480,6.77,Active
CHEMBL109347,5.5,Intermediate
CHEMBL132563,6.63,Active
CHEMBL449065,7.0,Active
CHEMBL5277446,6.58,Active
CHEMBL5397541,4.8,Inactive
CHEMBL5288111,4.0,Inactive
CHEMBL5432300,5.5,Intermediate
CHEMBL1957214,10.22,Active
CHEMBL5273177,5.26,Intermediate
CHEMBL3793530,5.1,Intermediate
CHEMBL4859743,4.97,Inactive
CHEMBL500976,8.47,Active
CHEMBL2011184,4.96,Inactive
CHEMBL5424049,6.12,Intermediate
CHEMBL1173700,6.01,Intermediate
CHEMBL135172,7.95,Active
CHEMBL1825042,5.1,Intermediate
CHEMBL39403,7.21,Active
CHEMBL4169419,6.68,Active
CHEMBL4166364,5.34,Intermediate
CHEMBL1303900,6.76,Active
CHEMBL1825026,5.28,Intermediate
CHEMBL5398199,5.4,Intermediate
CHEMBL304515,7.99,Active
CHEMBL5288828,7.22,Active
CHEMBL4167430,5.26,Intermediate
CHEMBL5421565,7.3,Active
CHEMBL324290,6.37,Intermediate
CHEMBL495565,7.48,Active
CHEMBL5290788,6.255,Intermediate
CHEMBL1630274,8.47,Active
CHEMBL5428148,6.92,Active
CHEMBL287393,6.0,Intermediate
CHEMBL2333336,6.77,Active
CHEMBL4555477,5.43,Intermediate
CHEMBL1997104,6.93,Active
CHEMBL3754485,5.23,Intermediate
CHEMBL609333,7.28,Active
CHEMBL5289192,4.62,Inactive
CHEMBL5423378,4.7,Inactive
CHEMBL451532,5.3,Intermediate
CHEMBL3754275,7.75,Active
CHEMBL223554,7.23,Active
CHEMBL3752506,6.58,Active
CHEMBL4517895,5.3,Intermediate
CHEMBL328217,5.05,Intermediate
CHEMBL5402392,6.71,Active
CHEMBL177293,7.57,Active
CHEMBL25473,7.51,Active
CHEMBL1389987,4.97,Inactive
CHEMBL375292,5.545,Intermediate
CHEMBL4169756,5.12,Intermediate
CHEMBL3754168,8.05,Active
CHEMBL2443351,6.77,Active
CHEMBL5269293,6.53,Active
CHEMBL5430600,5.33,Intermediate
CHEMBL3622055,9.59,Active
CHEMBL4531367,4.94,Inactive
CHEMBL229908,5.73,Intermediate
CHEMBL117,6.676,Active
CHEMBL433737,5.43,Intermediate
CHEMBL3349856,6.07,Intermediate
CHEMBL5197552,8.99,Active
CHEMBL4567479,6.55,Active
CHEMBL15594,4.55,Inactive
CHEMBL5401445,6.68,Active
CHEMBL41033,5.42,Intermediate
CHEMBL3805733,7.85,Active
CHEMBL3350384,7.02,Active
CHEMBL3799363,6.6,Active
CHEMBL1824766,4.57,Inactive
CHEMBL211207,6.47,Intermediate
CHEMBL25059,6.85,Active
CHEMBL1627334,7.0,Active
CHEMBL266532,6.895,Active
CHEMBL4543747,6.28,Intermediate
CHEMBL294361,6.735,Active
CHEMBL5275153,4.41,Inactive
CHEMBL2312949,6.25,Intermediate
CHEMBL1630269,6.16,Intermediate
CHEMBL28173,7.31,Active
CHEMBL4166016,5.85,Intermediate
CHEMBL1688894,6.68,Active
CHEMBL5284759,6.41,Intermediate
CHEMBL4169808,7.85,Active
CHEMBL443066,5.75,Intermediate
CHEMBL5396048,8.4,Active
CHEMBL1688901,6.78,Active
CHEMBL323585,4.93,Inactive
CHEMBL319026,6.97,Active
CHEMBL5271052,9.4,Active
CHEMBL5427782,5.03,Intermediate
CHEMBL5424130,5.46,Intermediate
CHEMBL522733,7.26,Active
CHEMBL3754054,6.76,Active
CHEMBL5405593,5.18,Intermediate
CHEMBL540958,5.5,Intermediate
CHEMBL3753842,6.4,Intermediate
CHEMBL224786,5.29,Intermediate
CHEMBL151207,6.44,Intermediate
CHEMBL5285796,6.0,Intermediate
CHEMBL5395694,8.36,Active
CHEMBL1784811,7.46,Active
CHEMBL5280326,9.04,Active
CHEMBL3752414,7.26,Active
CHEMBL336383,6.18,Intermediate
CHEMBL5270933,6.12,Intermediate
CHEMBL5421409,8.46,Active
CHEMBL3623220,4.51,Inactive
CHEMBL357775,4.890000000000001,Inactive
CHEMBL164543,7.3,Active
CHEMBL288695,6.96,Active
CHEMBL1825043,5.01,Intermediate
CHEMBL185950,6.55,Active
CHEMBL495567,7.59,Active
CHEMBL199334,6.22,Intermediate
CHEMBL5414198,5.06,Intermediate
CHEMBL1688918,5.4,Intermediate
CHEMBL371742,5.89,Intermediate
CHEMBL3422032,7.28,Active
CHEMBL388093,8.92,Active
CHEMBL2057976,5.64,Intermediate
CHEMBL422093,5.71,Intermediate
CHEMBL4444996,6.8,Active
CHEMBL5286506,5.47,Intermediate
CHEMBL4176982,5.77,Intermediate
CHEMBL3752102,6.29,Intermediate
CHEMBL195688,5.43,Intermediate
CHEMBL266297,7.06,Active
CHEMBL2443352,6.09,Intermediate
CHEMBL5418345,8.77,Active
CHEMBL1627337,4.06,Inactive
CHEMBL1173067,5.45,Intermediate
CHEMBL496777,7.28,Active
CHEMBL4228753,6.75,Active
CHEMBL1173260,5.675000000000001,Intermediate
CHEMBL1630273,5.17,Intermediate
CHEMBL1083665,7.78,Active
CHEMBL3753447,7.654999999999999,Active
CHEMBL5285807,6.31,Intermediate
CHEMBL4536389,5.66,Intermediate
CHEMBL108483,9.09,Active
CHEMBL1825033,5.04,Intermediate
CHEMBL212741,4.61,Inactive
CHEMBL307581,7.92,Active
CHEMBL5273960,5.36,Intermediate
CHEMBL1096744,6.68,Active
CHEMBL1824769,7.0,Active
CHEMBL2430506,5.03,Intermediate
CHEMBL3754787,7.25,Active
CHEMBL1672978,10.82,Active
CHEMBL188664,6.68,Active
CHEMBL287677,5.782499999999999,Intermediate
CHEMBL503538,4.5,Inactive
CHEMBL135595,7.97,Active
CHEMBL3751987,5.0,Intermediate
CHEMBL496634,4.78,Inactive
CHEMBL52,7.96,Active
CHEMBL5268471,4.92,Inactive
CHEMBL2011183,4.62,Inactive
CHEMBL2336863,6.86,Active
CHEMBL176009,4.9,Inactive
CHEMBL4564333,6.25,Intermediate
CHEMBL5280069,5.85,Intermediate
CHEMBL373427,6.24,Intermediate
CHEMBL468410,7.73,Active
CHEMBL5278229,6.62,Active
CHEMBL5287750,5.57,Intermediate
CHEMBL5415900,5.42,Intermediate
CHEMBL5401549,5.4,Intermediate
CHEMBL5413340,6.63,Active
CHEMBL5266491,6.46,Intermediate
CHEMBL185809,6.05,Intermediate
CHEMBL135494,7.9,Active
CHEMBL5427411,7.77,Active
CHEMBL1230438,6.05,Intermediate
CHEMBL30081,5.38,Intermediate
CHEMBL1915152,4.19,Inactive
CHEMBL1824756,4.96,Inactive
CHEMBL3754720,7.35,Active
CHEMBL2336858,7.11,Active
CHEMBL3754046,4.12,Inactive
CHEMBL168636,5.04,Intermediate
CHEMBL5562423,5.01,Intermediate
CHEMBL4439573,5.19,Intermediate
CHEMBL4228031,5.7,Intermediate
CHEMBL3891718,5.0,Intermediate
CHEMBL224228,6.543333333333333,Active
CHEMBL29864,4.96,Inactive
CHEMBL3753109,7.6,Active
CHEMBL3752366,7.24,Active
CHEMBL29904,7.15,Active
CHEMBL187068,6.58,Active
CHEMBL4128368,6.0,Intermediate
CHEMBL3084324,6.8,Active
CHEMBL2336851,7.24,Active
CHEMBL29669,7.26,Active
CHEMBL4210489,5.79,Intermediate
CHEMBL176118,5.13,Intermediate
CHEMBL3753297,5.96,Intermediate
CHEMBL1630909,5.73,Intermediate
CHEMBL3752871,6.1,Intermediate
CHEMBL4753594,7.03,Active
CHEMBL5271771,6.82,Active
CHEMBL1825029,4.97,Inactive
CHEMBL596779,9.3,Active
CHEMBL5290922,4.0,Inactive
CHEMBL5285403,7.75,Active
CHEMBL3359961,5.23,Intermediate
CHEMBL1824751,5.11,Intermediate
CHEMBL1630280,6.17,Intermediate
CHEMBL28,5.702,Intermediate
CHEMBL3806151,7.27,Active
CHEMBL484579,5.52,Intermediate
CHEMBL274826,7.58,Active
CHEMBL5267929,4.02,Inactive
CHEMBL131414,6.1,Intermediate
CHEMBL71363,4.96,Inactive
CHEMBL381194,7.0,Active
CHEMBL4170868,6.17,Intermediate
CHEMBL226946,9.74,Active
CHEMBL1077603,7.0,Active
CHEMBL3752805,6.77,Active
CHEMBL416282,6.72,Active
CHEMBL5268890,5.05,Intermediate
CHEMBL5560380,5.5,Intermediate
CHEMBL101540,9.0,Active
CHEMBL274387,5.23,Intermediate
CHEMBL3752011,6.6,Active
CHEMBL321729,6.26,Intermediate
CHEMBL3752038,5.6,Intermediate
CHEMBL286965,5.78,Intermediate
CHEMBL4464506,6.12,Intermediate
CHEMBL5432971,7.22,Active
CHEMBL5394566,5.36,Intermediate
CHEMBL419619,5.8225,Intermediate
CHEMBL442542,7.57,Active
CHEMBL305220,7.89,Active
CHEMBL2165318,6.79,Active
CHEMBL5568308,6.5,Active
CHEMBL4169784,5.38,Intermediate
CHEMBL3753548,9.0,Active
CHEMBL3752031,7.62,Active
CHEMBL305630,8.05,Active
CHEMBL1957219,6.54,Active
CHEMBL5411799,8.37,Active
CHEMBL286506,7.21,Active
CHEMBL5564688,5.86,Intermediate
CHEMBL5419948,4.44,Inactive
CHEMBL5416052,6.51,Active
CHEMBL5406393,8.68,Active
CHEMBL5271283,4.46,Inactive
CHEMBL3752976,4.82,Inactive
CHEMBL222250,6.09,Intermediate
CHEMBL2011172,4.36,Inactive
CHEMBL1957209,4.83,Inactive
CHEMBL3752347,6.18,Intermediate
CHEMBL27769,6.234999999999999,Intermediate
CHEMBL357775,5.76,Intermediate
CHEMBL376039,5.0,Intermediate
CHEMBL1630266,6.6,Active
CHEMBL1200374,7.159999999999999,Active
CHEMBL1824759,4.87,Inactive
CHEMBL453233,5.24,Intermediate
CHEMBL193343,5.18,Intermediate
CHEMBL1672981,9.33,Active
CHEMBL113121,6.75,Active
CHEMBL480515,6.77,Active
CHEMBL3754724,6.03,Intermediate
CHEMBL3752500,7.44,Active
CHEMBL111868,7.11,Active
CHEMBL185809,5.8,Intermediate
CHEMBL3916057,6.75,Active
CHEMBL70436,9.96,Active
CHEMBL226790,9.48,Active
CHEMBL113082,8.0,Active
CHEMBL5440424,9.55,Active
CHEMBL71152,7.24,Active
CHEMBL3752788,7.04,Active
CHEMBL1629805,6.816666666666666,Active
CHEMBL4547558,7.04,Active
CHEMBL415952,4.7,Inactive
CHEMBL154104,7.39,Active
CHEMBL2165314,6.35,Intermediate
CHEMBL158635,6.26,Intermediate
CHEMBL24897,5.4,Intermediate
CHEMBL2443353,6.96,Active
CHEMBL608153,8.34,Active
CHEMBL1079595,5.64,Intermediate
CHEMBL1957212,5.1,Intermediate
CHEMBL5268672,5.24,Intermediate
CHEMBL2386286,5.03,Intermediate
CHEMBL5287841,4.55,Inactive
CHEMBL137002,7.18,Active
CHEMBL311400,5.28,Intermediate
CHEMBL169086,5.96,Intermediate
CHEMBL5566581,6.3,Intermediate
CHEMBL3623214,6.793333333333333,Active
CHEMBL4224993,5.5,Intermediate
CHEMBL2163639,6.64,Active
CHEMBL131984,5.25,Intermediate
CHEMBL2051951,4.72,Inactive
CHEMBL1630268,6.55,Active
CHEMBL5267610,6.05,Intermediate
CHEMBL369623,6.64,Active
CHEMBL1629806,7.8,Active
CHEMBL5288188,4.22,Inactive
CHEMBL5271636,8.48,Active
CHEMBL5875159,7.22,Active
CHEMBL135070,5.42,Intermediate
CHEMBL5268211,5.84,Intermediate
CHEMBL3752871,7.28,Active
CHEMBL71736,5.05,Intermediate
CHEMBL3752619,8.6,Active
CHEMBL3752280,6.21,Intermediate
CHEMBL3805173,7.85,Active
CHEMBL3349659,7.44,Active
CHEMBL175144,6.92,Active
CHEMBL4159184,5.42,Intermediate
CHEMBL161230,6.62,Active
CHEMBL478647,5.34,Intermediate
CHEMBL4553272,5.11,Intermediate
CHEMBL1933700,7.3,Active
CHEMBL3924257,6.38,Intermediate
CHEMBL304222,6.48,Intermediate
CHEMBL493173,6.02,Intermediate
CHEMBL5082245,5.9,Intermediate
CHEMBL5418934,5.1,Intermediate
CHEMBL99057,5.48,Intermediate
CHEMBL5435743,6.89,Active
CHEMBL307690,7.37,Active
CHEMBL3105520,4.46,Inactive
CHEMBL192306,6.11,Intermediate
CHEMBL5417335,9.44,Active
CHEMBL4546916,7.14,Active
CHEMBL490194,5.44,Intermediate
CHEMBL1629802,6.81,Active
CHEMBL5271092,5.88,Intermediate
CHEMBL493174,4.57,Inactive
CHEMBL3754063,8.03,Active
CHEMBL3349549,6.86,Active
CHEMBL3622075,8.47,Active
CHEMBL24387,7.66,Active
CHEMBL229094,4.26,Inactive
CHEMBL133240,6.47,Intermediate
CHEMBL5404404,5.6,Intermediate
CHEMBL4067000,5.34,Intermediate
CHEMBL5270764,6.3,Intermediate
CHEMBL495777,5.85,Intermediate
CHEMBL3754183,6.24,Intermediate
CHEMBL243756,7.75,Active
CHEMBL190099,4.75,Inactive
CHEMBL1689259,4.57,Inactive
CHEMBL3806185,7.32,Active
CHEMBL3948254,8.06,Active
CHEMBL268918,7.22,Active
CHEMBL5410004,6.48,Intermediate
CHEMBL304770,9.59,Active
CHEMBL3754546,8.6,Active
CHEMBL5422315,7.26,Active
CHEMBL3623229,5.21,Intermediate
CHEMBL282573,4.8,Inactive
CHEMBL523813,6.96,Active
CHEMBL5407526,9.41,Active
CHEMBL5287003,4.35,Inactive
CHEMBL5275846,6.16,Intermediate
CHEMBL2312961,7.26,Active
CHEMBL2430498,5.75,Intermediate
CHEMBL5420394,6.06,Intermediate
CHEMBL3754168,7.11,Active
CHEMBL5411393,5.89,Intermediate
CHEMBL3754285,8.55,Active
CHEMBL3349658,7.42,Active
CHEMBL598211,6.24,Intermediate
CHEMBL3407537,6.01,Intermediate
CHEMBL457686,5.47,Intermediate
CHEMBL4755831,8.28,Active
CHEMBL3752221,8.15,Active
CHEMBL3326520,7.56,Active
CHEMBL1784800,5.51,Intermediate
CHEMBL223452,6.54,Active
CHEMBL3754311,7.47,Active
CHEMBL5280059,7.07,Active
CHEMBL5278342,6.68,Active
CHEMBL28290,6.62,Active
CHEMBL2058267,5.76,Intermediate
CHEMBL5285831,5.89,Intermediate
CHEMBL4520027,5.44,Intermediate
CHEMBL3754485,6.34,Intermediate
CHEMBL272398,5.96,Intermediate
CHEMBL3753573,7.52,Active
CHEMBL175979,6.1,Intermediate
CHEMBL1784812,7.33,Active
CHEMBL284238,7.96,Active
CHEMBL359817,6.66,Active
CHEMBL1405,5.6,Intermediate
CHEMBL5396408,5.55,Intermediate
CHEMBL3753824,7.0,Active
CHEMBL5400203,7.58,Active
CHEMBL5265837,6.185,Intermediate
CHEMBL5429779,5.15,Intermediate
CHEMBL3753447,8.15,Active
CHEMBL3349657,7.78,Active
CHEMBL4749692,4.9,Inactive
CHEMBL5270376,5.54,Intermediate
CHEMBL5291483,5.34,Intermediate
CHEMBL151038,6.32,Intermediate
CHEMBL5266109,5.1,Intermediate
CHEMBL69891,7.85,Active
CHEMBL307581,9.92,Active
CHEMBL8417,6.75,Active
CHEMBL4228495,5.45,Intermediate
CHEMBL5273068,5.6,Intermediate
CHEMBL150999,4.73,Inactive
CHEMBL3752341,6.64,Active
CHEMBL1957213,4.82,Inactive
CHEMBL1629803,5.19,Intermediate
CHEMBL56059,5.42,Intermediate
CHEMBL558103,4.39,Inactive
CHEMBL2333326,6.32,Intermediate
CHEMBL5278956,5.72,Intermediate
CHEMBL112532,8.15,Active
CHEMBL5395094,7.17,Active
CHEMBL4162572,5.64,Intermediate
CHEMBL5087363,6.0,Intermediate
CHEMBL3754378,5.74,Intermediate
CHEMBL5439806,6.02,Intermediate
CHEMBL5279458,6.26,Intermediate
CHEMBL284934,4.66,Inactive
CHEMBL133081,4.62,Inactive
CHEMBL5274890,6.61,Active
CHEMBL3754482,5.48,Intermediate
CHEMBL3421780,5.81,Intermediate
CHEMBL5075144,6.02,Intermediate
CHEMBL328863,4.42,Inactive
CHEMBL9400,7.03,Active
CHEMBL373074,5.55,Intermediate
CHEMBL5413431,8.59,Active
CHEMBL2431526,5.41,Intermediate
CHEMBL5411965,5.2,Intermediate
CHEMBL41761,7.393333333333333,Active
CHEMBL194928,5.32,Intermediate
CHEMBL419131,5.0475,Intermediate
CHEMBL1630279,5.62,Intermediate
CHEMBL158326,4.35,Inactive
CHEMBL1672979,10.74,Active
