molecule_chembl_id,CDKGraph_41,CDKGraph_104,CDKGraph_189,CDKGraph_264,CDKGraph_303,CDKGraph_497,CDKGraph_806,CDKGraph_977,CDKGraph_1017
CHEMBL2312950,0,0,0,1,1,1,1,0,0
CHEMBL2312951,0,0,0,1,1,1,1,0,0
CHEMBL2312952,0,0,0,1,1,1,1,0,0
CHEMBL2312953,0,0,1,1,1,1,1,1,1
CHEMBL2312954,0,0,0,1,1,1,1,0,0
CHEMBL2312955,0,0,0,1,1,1,1,0,0
CHEMBL2312956,0,0,0,1,1,1,1,0,0
CHEMBL2312957,0,0,0,1,1,1,1,0,0
CHEMBL2312958,0,0,0,1,1,1,1,0,0
CHEMBL2312959,0,0,0,1,1,1,1,0,0
CHEMBL2312960,0,0,0,1,1,1,1,0,0
CHEMBL2312961,0,0,0,1,1,1,1,0,0
CHEMBL2312962,0,0,0,1,1,1,1,0,0
CHEMBL2312963,0,0,0,1,1,1,1,1,1
CHEMBL2312964,0,0,0,1,1,1,1,0,0
CHEMBL2312965,0,0,0,1,1,1,1,0,0
CHEMBL2312966,0,0,0,1,1,1,1,0,0
CHEMBL2312967,0,0,0,1,1,1,1,0,0
CHEMBL2312968,0,0,0,1,1,1,1,0,0
CHEMBL2312969,0,0,0,1,1,1,1,0,0
CHEMBL2312970,0,0,0,1,1,1,1,0,0
CHEMBL2312971,0,0,0,1,1,1,1,0,0
CHEMBL2312972,0,0,0,1,1,1,1,0,0
CHEMBL23148,0,0,0,1,0,0,0,0,0
CHEMBL23150,0,0,0,1,1,1,1,0,0
CHEMBL231936,0,0,0,0,0,0,0,0,0
CHEMBL2331699,0,0,0,1,1,1,1,0,0
CHEMBL2331704,0,0,0,1,1,1,1,1,1
CHEMBL2333326,0,0,0,1,1,0,0,0,0
CHEMBL2333327,0,0,0,1,1,0,0,0,0
CHEMBL2333328,0,0,0,1,1,0,0,0,0
CHEMBL2333329,0,0,0,1,1,0,0,0,0
CHEMBL2333330,0,0,0,1,1,0,0,0,0
CHEMBL2333331,0,0,0,1,1,0,0,0,0
CHEMBL2333332,0,0,0,1,1,0,0,0,0
CHEMBL2333333,0,0,0,1,1,0,0,0,0
CHEMBL2333334,0,0,0,1,1,0,0,0,0
CHEMBL2333335,0,0,0,1,1,0,0,0,0
CHEMBL2333336,0,0,0,1,1,0,0,0,0
CHEMBL2333337,0,0,0,1,1,0,0,0,0
CHEMBL23334,0,0,0,1,1,1,1,0,0
CHEMBL23364,0,0,0,1,0,0,0,0,0
CHEMBL23365,0,0,0,0,0,0,0,0,0
CHEMBL2336847,0,0,0,1,1,1,1,0,0
CHEMBL2336848,0,0,0,1,1,1,1,0,0
CHEMBL2336849,0,0,0,1,1,1,1,1,1
CHEMBL2336850,0,0,0,1,1,1,1,0,0
CHEMBL2336851,0,0,0,1,1,1,1,0,0
CHEMBL2336852,0,0,0,1,1,1,1,0,0
CHEMBL2336853,0,0,0,1,1,1,1,0,0
CHEMBL2336854,0,0,0,1,1,1,1,0,0
CHEMBL2336855,0,0,0,1,1,1,1,0,0
CHEMBL2336856,0,0,0,1,1,1,1,0,0
CHEMBL2336857,0,0,0,1,1,1,1,0,0
CHEMBL2336858,0,0,0,1,1,1,1,0,0
CHEMBL2336859,0,0,0,1,1,1,1,1,1
CHEMBL2336860,0,0,0,1,1,1,1,0,0
CHEMBL2336861,0,0,0,1,1,1,1,0,0
CHEMBL2336862,0,0,0,1,1,1,1,0,0
CHEMBL2336863,0,0,0,1,1,1,1,0,0
CHEMBL2336864,0,0,0,1,1,1,1,0,0
CHEMBL2336865,0,0,0,1,1,1,1,0,0
CHEMBL23394,0,0,0,0,0,0,0,0,0
CHEMBL23484,0,0,0,1,1,1,1,0,0
CHEMBL23485,0,0,0,1,1,1,1,0,0
CHEMBL23646,0,0,0,0,1,1,1,0,0
CHEMBL2386284,0,0,0,1,0,0,0,0,0
CHEMBL2386284,0,0,0,1,0,0,0,0,0
CHEMBL2386285,0,0,0,1,0,0,0,0,0
CHEMBL2386285,0,0,0,1,0,0,0,0,0
CHEMBL2386286,0,0,0,1,0,0,0,0,0
CHEMBL2386286,0,0,0,1,0,0,0,0,0
CHEMBL2386287,0,0,0,1,0,0,0,1,1
CHEMBL2386288,0,0,0,1,0,0,0,1,1
CHEMBL24014,0,0,0,0,1,1,1,0,0
CHEMBL24021,1,1,1,1,1,1,1,1,1
CHEMBL24021,1,1,1,1,1,1,1,1,1
CHEMBL24037,1,1,1,1,1,1,1,1,1
CHEMBL24037,1,1,1,1,1,1,1,1,1
CHEMBL24115,0,0,0,1,1,1,1,0,0
CHEMBL2417553,0,0,0,0,0,0,0,0,0
CHEMBL241993,1,1,1,1,1,1,1,1,1
CHEMBL2420674,0,0,0,1,0,0,0,0,0
CHEMBL2420675,0,0,0,1,0,0,0,0,0
CHEMBL2420676,0,0,0,1,0,0,0,0,0
CHEMBL2420677,0,0,0,1,0,0,0,0,0
CHEMBL2420678,0,0,0,1,0,0,0,0,0
CHEMBL2420679,0,0,0,1,0,0,0,0,0
CHEMBL2420680,0,0,0,1,0,0,0,0,0
CHEMBL2420681,0,0,0,1,0,0,0,0,0
CHEMBL2420682,0,0,0,1,0,0,0,0,0
CHEMBL2420683,0,0,0,1,0,0,0,0,0
CHEMBL2420684,0,0,0,1,0,0,0,0,0
CHEMBL2420685,0,0,0,1,0,0,0,0,0
CHEMBL2420686,0,0,0,1,0,0,0,0,0
CHEMBL2420687,0,0,0,1,0,0,0,0,0
CHEMBL2420688,0,0,0,1,0,0,0,0,0
CHEMBL24233,0,0,0,0,0,0,0,0,0
CHEMBL242454,0,0,0,1,1,0,0,0,0
CHEMBL24279,0,0,0,1,1,1,1,0,0
CHEMBL2430098,0,0,0,0,1,1,1,0,0
CHEMBL2430196,0,0,0,1,1,1,1,0,0
CHEMBL2430197,0,0,0,1,1,1,1,0,0
CHEMBL2430497,0,0,0,0,1,0,1,1,1
CHEMBL2430498,0,0,0,1,1,0,1,1,1
CHEMBL2430499,0,0,0,0,1,0,1,1,1
CHEMBL2430501,0,0,0,0,1,0,1,1,1
CHEMBL2430505,0,0,0,0,1,0,1,1,1
CHEMBL2430506,0,0,0,0,1,0,1,1,1
CHEMBL2430507,0,0,0,1,1,0,1,1,1
CHEMBL2430508,0,0,0,0,1,0,1,1,1
CHEMBL2430509,0,0,0,0,1,0,1,1,1
CHEMBL2430510,0,0,0,0,1,0,1,1,1
CHEMBL2430511,0,0,0,0,1,0,1,1,1
CHEMBL2430512,0,0,0,0,1,0,1,1,1
CHEMBL2431524,1,1,1,1,1,1,1,1,1
CHEMBL2431525,1,1,1,1,1,1,1,1,1
CHEMBL2431526,1,1,1,1,1,1,1,1,1
CHEMBL2431527,1,1,1,1,1,1,1,1,1
CHEMBL243755,0,0,0,1,1,0,0,0,0
CHEMBL243756,0,0,0,1,1,0,0,0,0
CHEMBL24387,1,1,1,1,1,1,1,1,1
CHEMBL24387,1,1,1,1,1,1,1,1,1
CHEMBL243960,0,0,0,1,1,0,0,0,0
CHEMBL243961,0,0,0,1,1,0,0,0,0
CHEMBL2440145,0,0,0,1,1,1,0,0,0
CHEMBL24410,1,1,1,1,1,1,1,1,1
CHEMBL24410,1,1,1,1,1,1,1,1,1
CHEMBL2442753,0,0,0,1,1,1,1,0,0
CHEMBL2442754,0,0,0,1,1,1,0,0,0
CHEMBL2442755,0,0,0,1,1,1,1,0,0
CHEMBL2442756,0,0,0,1,1,1,0,0,0
CHEMBL2442757,0,0,0,1,1,1,0,0,0
CHEMBL2442758,0,0,0,1,1,1,1,0,0
CHEMBL2442759,0,0,0,1,1,1,0,0,0
CHEMBL2442760,0,0,0,1,1,1,1,0,0
CHEMBL2442761,0,0,0,1,1,1,0,0,0
CHEMBL2442762,0,0,0,1,1,1,1,0,0
CHEMBL2442763,0,0,0,1,1,1,0,0,0
CHEMBL2442764,0,0,0,1,1,1,0,0,0
CHEMBL2442765,0,0,0,1,1,1,1,0,0
CHEMBL2442766,0,0,0,1,1,1,0,0,0
CHEMBL2442767,0,0,0,1,1,1,0,0,0
CHEMBL2442768,0,0,0,1,1,1,0,0,0
CHEMBL2442769,0,0,0,1,1,1,1,0,0
CHEMBL2442770,0,0,0,1,1,1,0,0,0
CHEMBL2442771,0,0,0,1,1,1,1,0,0
CHEMBL2442772,0,0,0,1,1,1,0,0,0
CHEMBL2443348,0,0,0,1,1,0,0,0,0
CHEMBL2443349,0,0,0,1,1,0,0,0,0
CHEMBL2443350,0,0,0,1,1,0,0,0,0
CHEMBL2443351,0,0,0,1,1,0,0,0,0
CHEMBL2443352,0,0,0,1,1,0,0,0,0
CHEMBL2443353,0,0,0,1,1,0,0,0,0
CHEMBL2443354,0,0,0,1,1,0,0,0,0
CHEMBL2443355,0,0,0,1,1,0,0,0,0
CHEMBL2443356,0,0,0,1,1,0,0,0,0
CHEMBL2443357,0,0,0,1,1,0,0,0,0
CHEMBL2443358,0,0,0,1,1,0,0,0,0
CHEMBL2443359,0,0,0,1,1,0,0,0,0
CHEMBL2443360,0,0,0,1,1,0,0,0,0
CHEMBL2443361,0,0,0,1,1,0,0,0,0
CHEMBL2443362,0,0,0,1,1,0,0,0,0
CHEMBL2443363,0,0,0,1,1,0,0,0,0
CHEMBL2443364,0,0,0,1,1,0,0,0,0
CHEMBL2443365,0,0,0,1,1,0,0,0,0
CHEMBL244795,0,0,0,1,1,0,0,0,0
CHEMBL24580,1,1,1,1,1,1,1,1,1
CHEMBL24580,1,1,1,1,1,1,1,1,1
CHEMBL24593,0,0,0,0,1,1,1,0,0
CHEMBL24897,1,1,1,1,1,1,1,1,1
CHEMBL24897,1,1,1,1,1,1,1,1,1
CHEMBL24946,1,1,1,1,1,1,1,1,1
CHEMBL24946,1,1,1,1,1,1,1,1,1
CHEMBL25059,1,1,1,1,1,1,1,1,1
CHEMBL25059,1,1,1,1,1,1,1,1,1
CHEMBL252642,0,0,0,1,0,0,0,0,0
CHEMBL253467,0,0,0,1,0,0,0,0,0
CHEMBL253570,0,0,0,1,0,0,0,0,0
CHEMBL254328,1,1,1,1,1,1,1,1,1
CHEMBL25473,1,1,1,1,1,1,1,1,1
CHEMBL25473,1,1,1,1,1,1,1,1,1
CHEMBL255108,0,0,0,1,0,0,0,0,0
CHEMBL255110,0,0,0,1,0,0,0,0,0
CHEMBL25523,1,1,1,1,1,1,1,1,1
CHEMBL25523,1,1,1,1,1,1,1,1,1
CHEMBL25588,1,1,1,1,1,1,1,1,1
CHEMBL25588,1,1,1,1,1,1,1,1,1
CHEMBL256407,0,0,0,1,0,0,0,0,0
CHEMBL256665,0,0,0,1,0,0,0,0,0
CHEMBL25695,1,1,1,1,1,1,1,1,1
CHEMBL25695,1,1,1,1,1,1,1,1,1
CHEMBL25700,1,1,1,1,1,1,1,1,1
CHEMBL25700,1,1,1,1,1,1,1,1,1
CHEMBL25735,0,0,1,1,0,0,0,1,1
CHEMBL258257,0,0,0,1,0,0,0,0,0
CHEMBL260098,0,0,0,1,0,0,0,0,0
CHEMBL260553,0,0,0,1,0,0,0,0,0
CHEMBL26065,0,0,0,1,1,1,1,0,0
CHEMBL26093,1,1,1,1,1,1,1,1,1
CHEMBL260955,0,0,0,0,0,0,0,0,0
CHEMBL26207,0,1,1,1,1,1,1,1,1
CHEMBL26208,0,0,1,1,0,0,0,1,1
CHEMBL262723,1,1,1,1,1,1,1,1,1
CHEMBL262723,1,1,1,1,1,1,1,1,1
CHEMBL26279,0,0,0,1,1,1,1,0,0
CHEMBL264401,0,0,0,0,1,0,1,0,0
CHEMBL264724,0,0,0,1,0,0,0,0,0
CHEMBL264924,0,1,1,1,0,0,0,1,1
CHEMBL26543,0,0,1,1,0,1,0,1,1
CHEMBL266297,1,1,1,1,1,1,1,1,1
CHEMBL266350,1,1,1,1,1,1,1,1,1
CHEMBL266350,1,1,1,1,1,1,1,1,1
CHEMBL26651,1,1,1,1,1,1,1,1,1
CHEMBL26651,1,1,1,1,1,1,1,1,1
CHEMBL266532,1,1,1,1,1,1,1,1,1
CHEMBL266532,1,1,1,1,1,1,1,1,1
CHEMBL266788,1,1,1,1,1,1,1,1,1
CHEMBL267433,1,1,1,1,1,1,1,1,1
CHEMBL267476,0,0,0,0,0,0,0,0,0
CHEMBL267508,0,0,0,1,0,0,0,0,0
CHEMBL267668,1,1,1,1,1,1,1,1,1
CHEMBL267668,1,1,1,1,1,1,1,1,1
CHEMBL268209,1,1,1,1,1,1,1,1,1
CHEMBL268209,1,1,1,1,1,1,1,1,1
CHEMBL268918,1,1,1,1,1,1,1,1,1
CHEMBL268918,1,1,1,1,1,1,1,1,1
CHEMBL269590,1,1,1,1,1,1,1,1,1
CHEMBL269761,0,1,1,1,0,0,0,1,1
CHEMBL269877,0,0,0,0,0,0,0,0,0
CHEMBL270215,0,1,1,1,0,0,0,1,1
CHEMBL270283,0,1,0,1,0,0,0,1,1
CHEMBL270301,0,0,0,0,0,0,0,0,0
CHEMBL270488,0,0,0,0,0,0,0,0,0
CHEMBL270915,0,1,0,1,0,0,0,1,1
CHEMBL270917,0,1,0,1,0,0,0,1,1
CHEMBL271129,0,1,0,1,0,0,0,1,1
CHEMBL271794,0,1,0,1,0,0,0,1,1
CHEMBL272339,0,0,0,0,1,0,1,0,0
CHEMBL272398,0,1,0,1,0,0,0,1,1
CHEMBL272456,0,1,0,1,0,0,0,1,1
CHEMBL272464,0,1,0,0,0,0,0,1,1
CHEMBL273049,0,0,0,0,0,0,0,0,0
CHEMBL27386,1,1,1,1,1,1,1,1,1
CHEMBL274318,0,0,0,1,0,0,0,0,0
CHEMBL274387,0,1,0,0,0,0,0,1,0
CHEMBL27467,0,1,1,1,0,1,0,1,1
CHEMBL274826,1,1,1,1,1,1,1,1,1
CHEMBL274826,1,1,1,1,1,1,1,1,1
CHEMBL274878,1,1,1,1,1,1,1,1,1
CHEMBL274878,1,1,1,1,1,1,1,1,1
CHEMBL27546,0,1,1,1,0,1,0,1,1
CHEMBL275594,0,0,1,1,0,0,0,1,1
CHEMBL275638,0,0,0,1,0,0,0,0,0
CHEMBL27591,0,1,1,1,0,1,0,1,1
CHEMBL276140,0,1,0,1,1,1,1,1,1
CHEMBL276473,0,0,0,0,0,0,0,0,0
CHEMBL276915,0,0,0,1,0,0,0,0,0
CHEMBL27698,0,1,1,1,0,1,0,1,1
CHEMBL27767,1,1,1,1,1,1,1,1,1
CHEMBL27769,1,1,1,1,1,1,1,1,1
CHEMBL27797,0,0,1,1,0,0,0,1,1
CHEMBL27879,0,1,1,1,0,1,0,1,1
CHEMBL279940,0,0,0,0,0,0,0,0,0
CHEMBL28,0,0,0,1,0,0,0,0,0
CHEMBL281433,1,1,1,1,1,1,1,1,1
CHEMBL28173,0,1,1,1,0,1,0,1,1
CHEMBL281871,1,1,1,1,1,1,1,1,1
CHEMBL281871,1,1,1,1,1,1,1,1,1
CHEMBL281947,1,1,1,1,1,1,1,1,1
CHEMBL282079,0,0,1,1,0,0,0,1,1
CHEMBL282325,0,0,1,1,0,0,0,1,1
CHEMBL282525,0,0,1,1,0,0,1,1,1
CHEMBL282573,0,0,1,1,0,0,0,1,1
CHEMBL282580,1,1,1,1,1,1,1,1,1
CHEMBL282673,1,1,1,1,1,1,1,1,1
CHEMBL282673,1,1,1,1,1,1,1,1,1
CHEMBL28290,0,1,1,1,0,1,0,1,1
CHEMBL283085,0,0,1,1,0,0,0,1,1
CHEMBL283196,0,0,0,1,0,0,0,0,0
CHEMBL283196,0,0,0,1,0,0,0,0,0
CHEMBL283671,0,0,1,1,0,0,0,1,1
CHEMBL283782,0,0,0,1,1,1,1,0,0
CHEMBL284238,1,1,1,1,1,1,1,1,1
CHEMBL284238,1,1,1,1,1,1,1,1,1
CHEMBL284636,0,0,1,1,0,0,0,1,1
CHEMBL28465,0,0,1,1,0,0,1,1,1
CHEMBL284934,0,0,0,1,1,1,1,0,0
CHEMBL285155,0,0,0,1,1,1,1,0,0
CHEMBL285193,0,0,0,1,1,1,1,0,0
CHEMBL285809,0,1,1,1,1,1,0,1,1
CHEMBL285973,0,0,0,1,1,1,1,0,0
CHEMBL28637,0,0,1,1,0,0,0,1,1
CHEMBL286506,0,1,1,1,0,1,0,1,1
CHEMBL28668,0,0,1,1,0,0,0,1,1
CHEMBL28669,0,1,1,1,0,0,0,1,1
CHEMBL286738,0,1,0,1,0,0,0,1,0
CHEMBL28689,0,0,0,1,0,0,0,0,0
CHEMBL28696,0,0,1,1,0,0,0,1,1
CHEMBL286965,0,0,1,1,0,0,0,1,1
CHEMBL287393,0,0,1,1,0,0,0,1,1
CHEMBL28753,0,0,1,1,0,0,0,1,1
CHEMBL287574,1,1,1,1,1,1,1,1,1
CHEMBL287574,1,1,1,1,1,1,1,1,1
CHEMBL287647,0,1,1,1,0,0,0,1,1
CHEMBL287677,0,0,0,1,1,1,0,0,0
CHEMBL287950,0,0,0,1,1,1,1,0,0
CHEMBL287967,0,0,0,1,1,1,1,0,0
CHEMBL28800,0,0,1,1,0,0,0,1,1
CHEMBL28806,1,1,1,1,1,1,1,1,1
CHEMBL288093,0,0,0,1,1,1,1,0,0
CHEMBL288190,1,1,1,1,1,1,1,1,1
CHEMBL288242,1,1,1,1,1,1,1,1,1
CHEMBL288695,0,0,0,1,1,1,1,0,0
CHEMBL288712,0,0,1,1,0,0,0,1,1
CHEMBL28880,0,0,0,1,0,0,0,0,0
CHEMBL288804,0,0,0,1,1,1,1,0,0
CHEMBL289116,0,0,1,1,0,0,0,1,1
CHEMBL289116,0,0,1,1,0,0,0,1,1
CHEMBL28971,0,1,1,1,0,0,0,1,1
CHEMBL289766,0,0,1,1,0,0,0,1,1
CHEMBL289945,0,0,0,1,1,1,1,0,0
CHEMBL290309,1,1,1,1,1,1,1,1,1
CHEMBL290309,1,1,1,1,1,1,1,1,1
CHEMBL291279,1,1,1,1,1,1,1,1,1
CHEMBL291279,1,1,1,1,1,1,1,1,1
CHEMBL29138,0,0,1,1,0,0,0,1,1
CHEMBL291646,0,0,0,1,1,1,1,0,0
CHEMBL291700,0,0,0,1,1,1,0,0,0
CHEMBL29230,0,0,1,1,0,0,0,1,1
CHEMBL292899,0,0,0,1,1,0,0,0,0
CHEMBL293122,0,0,0,1,1,0,0,0,0
CHEMBL29338,0,0,1,1,0,0,0,1,1
CHEMBL29339,0,0,1,1,0,0,0,1,1
CHEMBL29400,0,0,1,1,0,0,0,1,1
CHEMBL294357,0,0,0,1,1,1,1,0,0
CHEMBL294360,0,0,0,1,1,1,1,0,0
CHEMBL294361,0,0,0,1,0,0,1,0,0
CHEMBL29482,0,0,0,1,1,0,0,0,0
CHEMBL294878,0,0,0,1,0,0,0,0,0
CHEMBL29521,0,0,1,1,0,0,0,1,1
CHEMBL29523,0,0,1,1,0,0,0,1,1
CHEMBL296411,0,0,0,0,0,0,0,0,0
CHEMBL296617,1,1,1,1,1,1,1,1,1
CHEMBL29669,0,0,0,1,0,0,0,0,0
CHEMBL297073,1,1,1,1,1,1,1,1,1
CHEMBL297784,0,0,0,1,1,1,1,0,0
CHEMBL298172,1,1,1,1,1,1,1,1,1
CHEMBL29863,0,0,1,1,0,0,0,1,1
CHEMBL29864,0,0,1,1,0,0,0,1,1
CHEMBL298720,0,0,0,0,1,0,0,0,0
CHEMBL29901,0,0,1,1,0,0,0,1,1
CHEMBL29904,0,0,1,1,0,0,0,1,1
CHEMBL299066,0,0,0,0,1,0,0,0,0
CHEMBL29952,0,1,1,1,0,0,0,1,1
CHEMBL299613,1,1,1,1,1,1,1,1,1
CHEMBL29997,0,1,1,1,0,0,0,1,1
CHEMBL300109,0,0,0,1,1,0,0,0,0
CHEMBL30043,0,0,1,1,0,0,0,1,1
CHEMBL30047,0,0,1,1,0,0,0,1,1
CHEMBL30081,0,0,1,1,0,0,1,1,1
CHEMBL300814,0,0,0,1,0,0,0,0,0
CHEMBL300921,1,1,1,1,1,1,1,1,1
CHEMBL301106,0,0,0,1,1,0,0,0,0
CHEMBL301608,0,0,0,1,1,0,0,0,0
CHEMBL302249,1,1,1,1,1,1,1,1,1
CHEMBL302249,1,1,1,1,1,1,1,1,1
CHEMBL302305,1,1,1,1,1,1,1,1,1
CHEMBL302305,1,1,1,1,1,1,1,1,1
CHEMBL302530,1,1,1,1,1,1,1,1,1
CHEMBL302530,1,1,1,1,1,1,1,1,1
CHEMBL302741,1,1,1,1,1,1,1,1,1
CHEMBL302741,1,1,1,1,1,1,1,1,1
CHEMBL304222,0,0,0,1,0,0,1,0,0
CHEMBL304305,1,1,1,1,1,1,1,1,1
CHEMBL304305,1,1,1,1,1,1,1,1,1
CHEMBL304515,0,1,1,1,0,0,0,1,1
CHEMBL304583,0,0,0,1,0,0,1,0,0
CHEMBL304770,1,1,1,1,1,1,1,1,1
CHEMBL304770,1,1,1,1,1,1,1,1,1
CHEMBL304788,0,0,0,1,1,1,1,0,0
CHEMBL304903,0,0,0,1,0,0,1,0,0
CHEMBL305205,1,1,1,1,1,1,1,1,1
CHEMBL305205,1,1,1,1,1,1,1,1,1
CHEMBL305220,1,1,1,0,1,0,1,1,1
CHEMBL305483,0,0,1,1,1,0,0,1,1
CHEMBL305630,1,1,1,1,1,1,1,1,1
CHEMBL305630,1,1,1,1,1,1,1,1,1
CHEMBL306022,1,1,1,1,1,1,1,1,1
CHEMBL306022,1,1,1,1,1,1,1,1,1
CHEMBL307006,1,1,1,1,1,1,1,1,1
CHEMBL307006,1,1,1,1,1,1,1,1,1
CHEMBL307160,0,0,0,1,1,0,0,0,0
CHEMBL307581,1,1,1,1,1,1,1,1,1
CHEMBL307581,1,1,1,1,1,1,1,1,1
CHEMBL307643,1,1,1,1,1,1,1,1,1
CHEMBL307643,1,1,1,1,1,1,1,1,1
CHEMBL307690,1,1,1,1,1,1,1,1,1
CHEMBL307690,1,1,1,1,1,1,1,1,1
CHEMBL307893,0,0,0,1,0,0,0,0,0
CHEMBL3084324,0,0,1,1,1,1,1,1,1
CHEMBL3084923,0,1,1,1,0,0,0,1,1
CHEMBL3084924,0,1,1,1,0,0,0,1,1
CHEMBL308537,1,1,1,1,1,1,1,1,1
CHEMBL308537,1,1,1,1,1,1,1,1,1
CHEMBL3085491,1,1,1,1,1,1,1,1,1
CHEMBL308829,1,1,1,1,1,1,1,1,1
CHEMBL308829,1,1,1,1,1,1,1,1,1
CHEMBL309113,1,1,1,1,1,1,1,1,1
CHEMBL309113,1,1,1,1,1,1,1,1,1
CHEMBL309490,0,0,0,1,0,0,0,0,0
CHEMBL309656,1,1,1,1,1,1,1,1,1
CHEMBL309656,1,1,1,1,1,1,1,1,1
CHEMBL3099683,0,0,0,1,1,1,0,0,0
CHEMBL3099686,1,1,1,1,1,1,1,1,1
CHEMBL3099695,0,0,0,1,1,1,1,0,0
CHEMBL3099734,0,0,0,1,1,1,1,0,0
CHEMBL3099735,0,0,0,1,1,1,1,0,0
CHEMBL3105517,0,0,0,1,0,0,0,0,0
CHEMBL3105518,0,0,0,1,0,0,0,0,0
CHEMBL3105519,0,0,0,1,0,0,0,0,0
CHEMBL3105520,0,0,0,1,0,0,0,0,0
CHEMBL3105521,0,0,0,1,0,0,0,0,0
CHEMBL3105522,0,0,0,1,0,0,0,0,0
CHEMBL3105523,0,0,0,1,0,0,0,1,1
CHEMBL3105524,0,0,0,1,0,0,0,0,0
CHEMBL3105525,0,0,0,1,0,0,0,0,0
CHEMBL3105526,0,0,0,1,0,0,0,0,0
CHEMBL3105527,0,0,0,1,0,0,0,0,0
CHEMBL3105528,0,0,0,1,0,0,0,0,0
CHEMBL310735,1,1,1,1,1,1,1,1,1
CHEMBL310735,1,1,1,1,1,1,1,1,1
CHEMBL311077,1,1,1,1,1,1,1,1,1
CHEMBL311400,1,1,1,1,1,1,1,1,1
CHEMBL311400,1,1,1,1,1,1,1,1,1
CHEMBL31215,0,0,0,1,1,1,0,0,0
CHEMBL31224,0,0,0,1,1,0,0,0,0
CHEMBL312960,0,1,1,1,0,0,0,1,1
CHEMBL3132924,0,0,0,0,0,0,0,0,0
CHEMBL3134107,0,0,0,1,0,0,0,0,0
CHEMBL3134108,0,0,0,1,0,0,0,0,0
CHEMBL3134109,0,0,0,1,0,0,0,0,0
CHEMBL3134110,0,0,0,1,0,0,0,0,0
CHEMBL3134111,0,0,0,1,0,0,0,0,0
CHEMBL3134112,0,0,0,1,0,0,0,0,0
CHEMBL3134113,0,0,0,1,0,0,0,0,0
CHEMBL3134114,0,0,0,1,0,0,0,0,0
CHEMBL3134115,0,0,0,1,0,0,0,0,0
CHEMBL3134228,0,0,0,1,1,1,1,0,0
CHEMBL313485,0,0,1,1,0,0,0,1,1
CHEMBL313774,0,0,0,1,0,0,0,0,0
CHEMBL314125,0,1,1,1,0,0,0,1,1
CHEMBL314351,0,1,1,1,0,0,0,1,1
CHEMBL31456,0,0,0,1,1,0,0,0,0
CHEMBL314774,0,0,0,1,0,0,0,0,0
CHEMBL314991,0,1,1,1,0,0,0,1,1
CHEMBL316262,0,1,1,1,0,0,0,1,1
CHEMBL317221,0,0,0,1,0,0,0,0,0
CHEMBL317581,0,0,0,1,1,0,0,0,0
CHEMBL31760,0,0,0,1,1,0,0,0,0
CHEMBL317935,0,0,0,0,0,0,0,0,0
CHEMBL319026,0,1,0,1,0,1,0,1,1
CHEMBL319108,1,1,1,1,1,1,1,1,1
CHEMBL319160,1,1,1,1,1,0,1,1,1
CHEMBL319961,1,1,1,1,1,1,1,1,1
CHEMBL321729,0,0,0,0,0,0,0,0,0
CHEMBL3219070,0,0,0,1,1,0,0,0,0
CHEMBL3219071,0,0,0,1,1,0,0,0,0
CHEMBL3219600,0,0,0,1,1,0,0,0,0
CHEMBL3221175,0,0,0,1,0,0,0,0,0
CHEMBL322322,0,1,0,1,1,0,0,1,0
CHEMBL323197,0,0,0,1,0,0,0,0,0
CHEMBL323546,0,0,0,0,0,0,0,0,0
CHEMBL323585,0,0,0,0,0,0,0,0,0
CHEMBL324070,0,1,0,1,1,1,1,1,1
CHEMBL324290,0,0,0,0,0,0,0,0,0
CHEMBL324326,0,0,0,1,1,1,1,0,0
CHEMBL3245348,1,1,1,1,1,1,1,1,1
CHEMBL3245348,1,1,1,1,1,1,1,1,1
CHEMBL3245349,1,1,1,1,1,1,1,1,1
CHEMBL3245350,1,1,1,1,1,1,1,1,1
CHEMBL3245350,1,1,1,1,1,1,1,1,1
CHEMBL3245353,1,1,1,1,1,1,1,1,1
CHEMBL3245353,1,1,1,1,1,1,1,1,1
CHEMBL3245356,1,1,1,1,1,1,1,1,1
CHEMBL3245356,1,1,1,1,1,1,1,1,1
CHEMBL3245357,1,1,1,1,1,1,1,1,1
CHEMBL3245357,1,1,1,1,1,1,1,1,1
CHEMBL325346,0,1,0,1,1,0,0,1,0
CHEMBL325461,0,1,1,0,0,0,0,1,1
CHEMBL32571,0,0,0,1,0,0,0,0,0
CHEMBL3264672,0,0,0,1,1,0,1,1,1
CHEMBL3264675,0,0,0,1,1,0,1,1,1
CHEMBL3264679,0,0,0,1,1,0,1,1,1
CHEMBL3264681,0,0,0,1,1,0,1,1,1
CHEMBL3264682,0,0,0,1,1,0,1,1,1
CHEMBL3264684,0,0,0,1,1,0,1,1,1
CHEMBL3264685,0,0,0,1,1,0,1,1,1
CHEMBL327239,0,1,1,1,0,0,0,1,1
CHEMBL328217,0,0,0,1,0,0,0,0,0
CHEMBL328546,0,1,1,1,0,0,0,1,1
CHEMBL328863,1,1,1,1,1,0,1,1,1
CHEMBL329500,0,0,0,1,0,0,0,0,0
CHEMBL330452,0,0,1,1,0,0,0,1,1
CHEMBL3313969,0,0,0,1,1,1,1,0,0
CHEMBL3315157,0,1,1,1,1,1,0,1,1
CHEMBL331522,0,1,1,1,0,0,0,1,1
