molecule_chembl_id,CDKGraph_41,CDKGraph_104,CDKGraph_189,CDKGraph_264,CDKGraph_303,CDKGraph_497,CDKGraph_806,CDKGraph_977,CDKGraph_1017
CHEMBL177274,0,0,0,1,1,0,0,0,0
CHEMBL177293,0,0,0,1,1,1,1,0,0
CHEMBL177413,0,0,0,1,1,0,0,0,0
CHEMBL177468,0,0,0,1,1,1,1,0,0
CHEMBL177692,0,0,0,1,1,1,1,0,0
CHEMBL177921,0,0,0,1,1,1,1,0,0
CHEMBL178036,0,0,0,1,1,1,1,0,0
CHEMBL1783176,0,0,0,1,1,0,0,0,0
CHEMBL1783177,0,0,0,1,1,0,0,0,0
CHEMBL1783178,0,0,0,1,1,0,0,0,0
CHEMBL178453,0,0,0,0,0,0,0,0,0
CHEMBL1784788,0,0,0,1,1,0,0,0,0
CHEMBL1784789,0,0,0,0,1,0,0,1,1
CHEMBL1784790,0,0,0,1,1,1,0,0,0
CHEMBL1784791,0,0,0,1,1,0,0,0,0
CHEMBL1784792,0,1,1,1,1,0,0,1,1
CHEMBL1784793,0,0,0,0,1,0,0,0,0
CHEMBL1784794,0,0,0,1,1,1,1,0,0
CHEMBL1784795,0,0,0,1,1,0,0,0,0
CHEMBL1784796,0,1,1,0,1,0,0,0,1
CHEMBL1784797,0,0,0,1,1,0,0,0,0
CHEMBL1784798,0,0,0,0,1,0,0,0,0
CHEMBL1784800,0,0,0,1,1,0,0,0,0
CHEMBL1784801,0,1,0,1,1,0,0,1,1
CHEMBL1784803,0,0,0,1,1,1,0,0,0
CHEMBL1784804,0,0,0,1,1,0,0,1,1
CHEMBL1784805,0,0,0,1,1,0,0,1,1
CHEMBL1784806,0,1,0,1,1,0,0,1,1
CHEMBL1784807,0,0,0,0,1,0,0,1,1
CHEMBL1784808,0,1,0,1,1,0,0,1,1
CHEMBL1784809,0,0,0,0,1,0,0,1,1
CHEMBL1784810,0,0,0,1,1,0,0,1,1
CHEMBL1784811,0,0,0,0,1,0,0,0,0
CHEMBL1784812,0,0,0,0,1,1,0,0,0
CHEMBL1784813,0,1,0,0,1,0,0,1,1
CHEMBL179144,0,0,0,1,1,1,1,0,0
CHEMBL179149,0,0,0,1,1,1,1,0,0
CHEMBL179222,0,0,0,1,1,1,1,0,0
CHEMBL179247,0,0,0,1,1,1,1,0,0
CHEMBL179374,0,0,0,0,0,0,0,0,0
CHEMBL1824742,0,0,0,1,1,0,1,0,0
CHEMBL1824743,0,0,0,1,1,0,1,0,0
CHEMBL1824744,0,0,0,1,1,0,1,0,0
CHEMBL1824745,0,0,0,1,1,0,1,0,0
CHEMBL1824746,0,0,0,1,1,0,1,0,0
CHEMBL1824747,0,0,0,1,1,0,1,0,0
CHEMBL1824748,0,0,0,1,1,0,1,0,0
CHEMBL1824749,0,0,0,1,1,0,1,0,0
CHEMBL1824750,0,0,0,1,1,0,1,0,0
CHEMBL1824751,0,0,0,1,1,0,1,0,0
CHEMBL1824752,0,0,0,1,1,0,1,0,0
CHEMBL1824753,0,0,0,1,1,0,1,0,0
CHEMBL1824754,0,0,0,1,1,0,1,0,0
CHEMBL1824755,0,0,0,1,1,0,0,0,0
CHEMBL1824756,0,0,0,1,1,0,1,0,0
CHEMBL1824757,0,0,0,1,1,0,1,0,0
CHEMBL1824758,0,0,0,1,1,0,1,0,0
CHEMBL1824759,0,0,0,1,1,0,1,0,0
CHEMBL1824760,0,0,0,1,1,0,1,0,0
CHEMBL1824761,0,0,0,1,1,0,1,0,0
CHEMBL1824762,0,0,0,1,1,0,1,0,0
CHEMBL1824763,0,0,0,1,1,0,1,0,0
CHEMBL1824764,0,0,0,1,1,0,1,0,0
CHEMBL1824765,0,0,0,1,1,0,1,0,0
CHEMBL1824766,0,0,0,1,1,0,1,0,0
CHEMBL1824767,0,0,0,1,1,0,1,0,0
CHEMBL1824768,0,0,0,1,1,0,1,0,0
CHEMBL1824769,0,0,0,0,1,0,0,0,0
CHEMBL1825017,0,0,0,0,1,0,0,0,0
CHEMBL1825018,0,0,0,0,1,0,0,0,0
CHEMBL1825019,0,0,0,0,1,0,0,0,0
CHEMBL1825020,0,0,0,0,1,0,0,0,0
CHEMBL1825021,0,0,0,0,1,0,0,0,0
CHEMBL1825022,0,0,0,1,1,0,0,0,0
CHEMBL1825023,0,0,0,1,1,0,0,0,0
CHEMBL1825024,0,0,0,1,1,0,0,0,0
CHEMBL1825025,0,0,0,0,1,0,1,0,0
CHEMBL1825026,0,0,0,0,1,0,1,0,0
CHEMBL1825027,0,0,0,0,1,0,1,0,0
CHEMBL1825028,0,0,0,0,1,0,1,0,0
CHEMBL1825029,0,0,0,0,1,0,1,0,0
CHEMBL1825030,0,0,0,0,1,0,1,0,0
CHEMBL1825031,0,0,0,0,1,0,1,0,0
CHEMBL1825032,0,0,0,0,1,0,1,0,0
CHEMBL1825033,0,0,0,0,1,0,1,0,0
CHEMBL1825034,0,0,0,0,1,0,1,0,0
CHEMBL1825035,0,0,0,0,1,0,1,0,0
CHEMBL1825036,0,0,0,0,1,0,1,0,0
CHEMBL1825037,0,0,0,0,1,0,1,0,0
CHEMBL1825038,0,0,0,0,1,0,1,0,0
CHEMBL1825039,0,0,0,0,1,0,1,0,0
CHEMBL1825040,0,0,0,0,1,0,1,0,0
CHEMBL1825041,0,0,0,0,1,0,1,0,0
CHEMBL1825042,0,0,0,0,1,0,1,0,0
CHEMBL1825043,0,0,0,0,1,0,1,0,0
CHEMBL1825044,0,0,0,0,1,0,1,0,0
CHEMBL1825045,0,0,0,0,1,0,1,0,0
CHEMBL1825046,0,0,0,0,1,0,1,0,0
CHEMBL1825047,0,0,0,0,1,0,1,0,0
CHEMBL1825048,0,0,0,0,1,0,1,0,0
CHEMBL1825049,0,0,0,0,1,0,1,0,0
CHEMBL1835539,1,1,1,1,1,1,1,1,1
CHEMBL1835542,1,1,1,1,1,1,1,1,1
CHEMBL1835547,1,1,1,1,1,1,1,1,1
CHEMBL184051,0,0,0,1,0,0,0,0,0
CHEMBL184051,0,0,0,1,0,0,0,0,0
CHEMBL184700,0,0,0,1,0,0,0,0,0
CHEMBL184749,0,0,0,1,0,0,0,0,0
CHEMBL184952,0,0,0,1,1,0,0,0,0
CHEMBL185,0,0,0,0,0,0,0,0,0
CHEMBL185165,0,0,0,1,1,0,0,0,0
CHEMBL185809,0,0,0,1,0,0,0,0,0
CHEMBL185809,0,0,0,1,0,0,0,0,0
CHEMBL185819,0,0,0,1,0,0,0,0,0
CHEMBL185950,0,0,0,1,0,0,0,0,0
CHEMBL185950,0,0,0,1,0,0,0,0,0
CHEMBL185966,0,0,0,1,0,0,0,0,0
CHEMBL186079,0,0,0,1,0,0,0,0,0
CHEMBL186208,0,0,0,1,0,0,0,0,0
CHEMBL186626,0,0,0,1,0,0,0,0,0
CHEMBL187068,0,0,0,1,0,0,0,0,0
CHEMBL187068,0,0,0,1,0,0,0,0,0
CHEMBL187185,0,0,0,1,1,0,0,0,0
CHEMBL188664,0,0,0,1,0,0,0,0,0
CHEMBL188664,0,0,0,1,0,0,0,0,0
CHEMBL189051,1,1,1,1,1,1,1,1,1
CHEMBL189051,1,1,1,1,1,1,1,1,1
CHEMBL189170,0,0,0,1,0,0,0,0,0
CHEMBL189274,0,0,0,1,1,0,0,0,0
CHEMBL189274,0,0,0,1,1,0,0,0,0
CHEMBL189472,0,0,0,1,1,0,0,0,0
CHEMBL189472,0,0,0,1,1,0,0,0,0
CHEMBL190099,0,0,0,1,1,0,0,0,0
CHEMBL190208,0,0,0,1,1,0,0,0,0
CHEMBL1908014,1,1,1,1,1,1,1,1,1
CHEMBL190848,0,0,0,1,1,1,0,0,0
CHEMBL191488,0,0,0,1,1,0,0,0,0
CHEMBL1915151,0,0,0,1,1,1,1,0,0
CHEMBL1915152,0,0,0,1,1,1,1,0,0
CHEMBL1915156,0,1,0,1,1,1,1,1,1
CHEMBL1915159,0,1,0,1,1,1,1,1,1
CHEMBL1915161,0,0,0,1,1,1,1,0,0
CHEMBL1915167,0,0,0,1,1,1,1,0,0
CHEMBL1915176,0,0,0,1,1,1,1,0,0
CHEMBL1915401,0,0,0,1,1,1,1,0,0
CHEMBL1915403,0,0,0,1,1,1,1,0,0
CHEMBL192077,0,0,0,1,1,1,1,0,0
CHEMBL192155,0,0,0,1,1,1,1,0,0
CHEMBL192306,0,0,0,1,1,0,0,0,0
CHEMBL192306,0,0,0,1,1,0,0,0,0
CHEMBL193343,0,0,0,0,0,0,0,0,0
CHEMBL1933690,0,0,0,1,1,0,0,0,0
CHEMBL1933692,0,0,0,1,1,0,0,0,0
CHEMBL1933693,0,0,0,1,1,0,0,0,0
CHEMBL1933694,0,0,0,1,1,0,0,0,0
CHEMBL1933699,0,0,0,1,1,0,0,0,0
CHEMBL1933700,0,0,0,1,1,0,0,0,0
CHEMBL1933701,0,0,0,1,1,0,0,0,0
CHEMBL193496,0,0,0,1,0,0,0,0,0
CHEMBL193534,0,0,0,0,0,0,0,0,0
CHEMBL193555,0,0,0,1,1,1,1,0,0
CHEMBL193556,0,0,0,0,1,0,0,0,0
CHEMBL193606,0,0,0,1,0,0,0,0,0
CHEMBL193652,0,0,0,1,1,1,1,0,0
CHEMBL193653,0,0,0,0,1,0,0,0,0
CHEMBL193858,0,0,0,1,0,0,0,0,0
CHEMBL193863,0,0,0,0,0,0,0,0,0
CHEMBL1939366,0,0,0,0,1,0,1,0,0
CHEMBL1939519,0,0,0,0,1,0,1,0,0
CHEMBL1939520,0,0,0,0,1,0,1,0,0
CHEMBL1939521,0,0,0,0,1,0,1,0,0
CHEMBL1939522,0,0,0,0,1,0,1,0,0
CHEMBL1939523,0,0,0,1,1,0,1,0,0
CHEMBL1939524,0,0,0,1,1,0,1,0,0
CHEMBL1939525,0,0,0,0,1,0,1,1,1
CHEMBL1939526,0,0,0,0,1,0,1,1,1
CHEMBL1939527,0,0,0,0,1,0,1,0,0
CHEMBL1939528,0,0,0,0,1,0,1,0,0
CHEMBL1939529,0,0,0,0,1,0,1,0,0
CHEMBL1939530,0,0,0,1,1,0,1,0,0
CHEMBL1939531,0,0,0,0,1,0,1,0,0
CHEMBL1939532,0,0,0,1,1,0,1,0,0
CHEMBL1939533,0,0,0,1,1,0,1,0,0
CHEMBL1939534,0,0,0,0,1,0,1,0,0
CHEMBL1939535,0,1,0,1,1,0,1,1,1
CHEMBL1939536,0,0,0,1,1,0,1,0,0
CHEMBL1939537,0,0,0,0,1,0,1,0,0
CHEMBL1939538,0,0,0,1,1,0,1,0,0
CHEMBL1939539,0,0,0,0,1,0,1,0,0
CHEMBL1939540,0,0,0,0,1,0,1,0,0
CHEMBL1939541,0,0,0,0,1,0,1,0,0
CHEMBL1939542,0,0,0,1,1,0,1,0,0
CHEMBL1939543,0,0,0,1,1,0,1,0,0
CHEMBL1939544,0,0,0,1,1,0,1,0,0
CHEMBL1939545,0,0,0,1,1,0,1,0,0
CHEMBL1939546,0,0,0,1,1,0,1,0,0
CHEMBL1939547,0,0,0,0,1,0,1,0,0
CHEMBL1939548,0,0,0,0,1,0,1,0,0
CHEMBL1939549,0,0,0,0,1,0,1,0,0
CHEMBL1939550,0,0,0,0,1,0,1,0,0
CHEMBL1939551,0,0,0,0,1,0,1,0,0
CHEMBL1939552,0,0,0,0,1,0,1,0,0
CHEMBL193997,0,0,0,1,1,1,1,0,0
CHEMBL194047,0,0,0,1,1,1,1,0,0
CHEMBL194277,0,0,0,1,0,0,0,0,0
CHEMBL194440,0,0,0,1,1,1,1,0,0
CHEMBL194472,0,0,0,1,1,0,0,0,0
CHEMBL194515,0,0,0,0,0,0,0,0,0
CHEMBL194565,0,0,0,0,0,0,0,0,0
CHEMBL194641,1,1,1,1,1,1,1,1,1
CHEMBL194641,1,1,1,1,1,1,1,1,1
CHEMBL194928,0,0,0,1,1,1,1,0,0
CHEMBL195248,0,0,0,1,1,1,1,0,0
CHEMBL195354,0,0,0,1,1,1,1,0,0
CHEMBL195571,0,0,0,0,0,0,0,0,0
CHEMBL195580,0,0,0,1,1,1,1,0,0
CHEMBL1955869,0,0,0,1,1,1,1,0,0
CHEMBL1956171,0,0,0,0,0,0,0,0,0
CHEMBL1956175,0,0,0,0,0,0,0,0,0
CHEMBL1956179,0,0,0,0,0,0,0,0,0
CHEMBL1956180,0,0,0,0,0,0,0,0,0
CHEMBL1956183,0,0,0,1,1,1,1,0,0
CHEMBL1956186,0,0,0,1,1,1,1,0,0
CHEMBL1956188,0,0,0,1,1,1,1,0,0
CHEMBL195629,0,0,0,0,1,0,0,0,0
CHEMBL195653,0,0,0,1,1,1,1,0,0
CHEMBL195688,0,0,0,1,1,1,1,0,0
CHEMBL1957208,0,0,0,0,1,0,1,0,0
CHEMBL1957208,0,0,0,0,1,0,1,0,0
CHEMBL1957209,0,0,0,0,1,0,1,0,0
CHEMBL1957209,0,0,0,0,1,0,1,0,0
CHEMBL1957210,0,0,0,0,1,0,1,0,0
CHEMBL1957210,0,0,0,0,1,0,1,0,0
CHEMBL1957211,0,0,0,0,1,0,1,0,0
CHEMBL1957211,0,0,0,0,1,0,1,0,0
CHEMBL1957212,0,0,0,0,1,0,1,0,0
CHEMBL1957212,0,0,0,0,1,0,1,0,0
CHEMBL1957213,0,0,0,0,1,0,1,0,0
CHEMBL1957213,0,0,0,0,1,0,1,0,0
CHEMBL1957214,0,0,0,0,1,0,1,0,0
CHEMBL1957214,0,0,0,0,1,0,1,0,0
CHEMBL1957215,0,0,0,0,1,0,1,0,0
CHEMBL1957215,0,0,0,0,1,0,1,0,0
CHEMBL1957216,0,0,0,0,1,0,1,0,0
CHEMBL1957216,0,0,0,0,1,0,1,0,0
CHEMBL1957217,0,0,0,0,1,0,1,0,0
CHEMBL1957217,0,0,0,0,1,0,1,0,0
CHEMBL1957218,0,0,0,1,1,0,1,0,0
CHEMBL1957218,0,0,0,1,1,0,1,0,0
CHEMBL1957219,0,0,0,0,1,0,1,0,0
CHEMBL1957219,0,0,0,0,1,0,1,0,0
CHEMBL1957220,0,0,0,0,1,0,1,0,0
CHEMBL1957220,0,0,0,0,1,0,1,0,0
CHEMBL1957221,0,0,0,0,1,0,1,0,0
CHEMBL1957221,0,0,0,0,1,0,1,0,0
CHEMBL1957222,0,0,0,0,1,0,1,0,0
CHEMBL1957222,0,0,0,0,1,0,1,0,0
CHEMBL1957223,0,0,0,0,1,0,1,0,0
CHEMBL1957223,0,0,0,0,1,0,1,0,0
CHEMBL195996,0,0,0,0,1,0,0,0,0
CHEMBL196328,0,0,0,1,0,0,0,0,0
CHEMBL196796,0,0,0,0,0,0,0,0,0
CHEMBL197044,0,0,0,1,1,1,0,0,0
CHEMBL197150,0,0,0,0,0,0,0,0,0
CHEMBL197451,0,1,1,1,0,0,0,1,1
CHEMBL197451,0,1,1,1,0,0,0,1,1
CHEMBL197576,0,0,0,1,0,0,0,0,0
CHEMBL197650,0,0,0,1,1,1,1,0,0
CHEMBL197723,0,0,0,1,0,0,0,0,0
CHEMBL197840,0,0,0,0,0,0,0,0,0
CHEMBL197899,0,0,0,0,0,0,0,0,0
CHEMBL198291,0,0,0,1,1,1,1,0,0
CHEMBL1991089,0,0,0,1,0,0,0,0,0
CHEMBL199334,0,0,0,1,1,1,1,0,0
CHEMBL1997104,0,0,0,1,1,1,1,0,0
CHEMBL1997442,0,0,0,1,1,1,1,0,0
CHEMBL2003274,1,1,1,1,1,1,1,1,1
CHEMBL2011171,0,0,0,1,0,0,0,0,0
CHEMBL2011172,0,0,0,1,0,0,0,0,0
CHEMBL2011173,0,0,0,1,0,0,0,0,0
CHEMBL2011174,0,0,0,1,0,0,0,0,0
CHEMBL2011175,0,0,0,1,0,0,0,0,0
CHEMBL2011176,0,0,0,1,0,0,0,0,0
CHEMBL2011177,0,0,0,1,0,0,0,0,0
CHEMBL2011178,0,0,0,1,0,0,0,0,0
CHEMBL2011179,0,0,0,1,0,0,0,0,0
CHEMBL2011180,0,0,0,1,0,0,0,0,0
CHEMBL2011181,0,0,0,1,0,0,0,0,0
CHEMBL2011182,0,0,0,1,0,0,0,0,0
CHEMBL2011183,0,0,0,1,0,0,0,0,0
CHEMBL2011184,0,0,0,1,0,0,0,0,0
CHEMBL2011185,0,0,0,1,1,0,0,0,0
CHEMBL2011186,0,0,0,1,0,0,0,0,0
CHEMBL2011187,0,0,0,1,0,0,0,0,0
CHEMBL2011188,0,0,0,1,0,0,0,0,0
CHEMBL2011189,0,0,0,1,0,0,0,0,0
CHEMBL2011190,0,0,0,1,0,0,0,1,1
CHEMBL2011191,0,0,0,1,0,0,0,0,0
CHEMBL2011192,0,0,0,1,0,0,0,0,0
CHEMBL2011193,0,0,0,1,0,0,0,0,0
CHEMBL201831,0,0,0,1,1,1,1,0,0
CHEMBL202020,0,0,1,1,1,1,1,1,1
CHEMBL202030,0,1,0,1,0,0,0,1,1
CHEMBL202065,0,0,0,1,1,1,1,1,1
CHEMBL202226,0,0,0,1,1,1,1,0,0
CHEMBL202231,0,0,0,1,1,1,1,0,0
CHEMBL202452,0,1,0,1,0,0,0,1,1
CHEMBL202469,0,1,0,0,0,0,0,1,0
CHEMBL202470,0,1,0,1,0,0,0,1,1
CHEMBL202471,0,1,0,0,0,0,0,1,0
CHEMBL202473,0,1,0,1,1,0,0,1,1
CHEMBL202474,0,1,0,0,0,0,0,1,0
CHEMBL202612,0,0,1,1,1,1,1,1,1
CHEMBL203869,0,1,0,1,0,0,0,1,1
CHEMBL203981,0,0,0,1,1,1,0,0,0
CHEMBL204039,0,0,0,1,1,1,0,0,0
CHEMBL204183,0,1,0,1,0,0,0,1,1
CHEMBL204184,0,1,0,0,0,0,0,1,0
CHEMBL204483,0,0,0,1,1,1,0,0,0
CHEMBL204501,0,1,0,0,0,0,0,1,0
CHEMBL204502,0,1,0,1,0,0,0,1,1
CHEMBL205177,0,0,0,1,1,1,0,0,0
CHEMBL2051951,0,0,1,1,0,0,0,1,1
CHEMBL205250,0,0,0,1,0,0,0,0,0
CHEMBL205503,0,0,0,1,0,0,0,0,0
CHEMBL205782,0,0,0,0,1,1,1,0,0
CHEMBL2057976,1,1,1,1,1,1,1,1,1
CHEMBL2058266,1,1,1,1,1,1,1,1,1
CHEMBL2058266,1,1,1,1,1,1,1,1,1
CHEMBL2058267,1,1,1,1,1,1,1,1,1
CHEMBL2058267,1,1,1,1,1,1,1,1,1
CHEMBL2058268,1,1,1,1,1,1,1,1,1
CHEMBL205881,0,0,0,0,0,0,0,0,0
CHEMBL206070,0,0,0,1,0,0,0,0,0
CHEMBL206125,0,0,0,0,0,0,0,0,0
CHEMBL206273,0,0,0,0,0,0,0,0,0
CHEMBL206283,0,0,0,1,0,0,0,0,0
CHEMBL206300,0,0,0,0,1,1,1,0,0
CHEMBL206351,0,0,0,0,0,0,0,0,0
CHEMBL206550,0,0,0,1,0,0,0,0,0
CHEMBL207751,0,0,0,0,1,0,0,0,0
CHEMBL207829,0,0,0,0,0,0,0,0,0
CHEMBL208471,0,0,0,0,1,0,0,0,0
CHEMBL209047,0,0,0,1,1,0,0,0,0
CHEMBL209073,1,1,1,1,1,1,1,1,1
CHEMBL2096872,0,0,0,1,0,0,1,0,0
CHEMBL2096873,0,0,0,1,0,0,1,0,0
CHEMBL209731,0,0,0,1,1,0,0,0,0
CHEMBL210300,0,0,0,0,0,0,0,0,0
CHEMBL2105261,1,1,1,1,1,1,1,1,1
CHEMBL2105261,1,1,1,1,1,1,1,1,1
CHEMBL2111801,0,1,1,1,0,0,0,1,1
CHEMBL2111917,1,1,1,1,1,1,1,1,1
CHEMBL2111917,1,1,1,1,1,1,1,1,1
CHEMBL2111947,1,1,1,1,1,1,1,1,1
CHEMBL211207,0,0,0,0,1,0,0,0,0
CHEMBL2112299,1,1,1,1,1,1,1,1,1
CHEMBL2112301,1,1,1,1,1,1,1,1,1
CHEMBL2112309,1,1,1,1,1,1,1,1,1
CHEMBL2112738,1,1,1,1,1,1,1,1,1
CHEMBL2112739,1,1,1,1,1,1,1,1,1
CHEMBL2112739,1,1,1,1,1,1,1,1,1
CHEMBL2113268,1,1,1,1,1,1,1,1,1
CHEMBL2113269,1,1,1,1,1,1,1,1,1
CHEMBL2113272,1,1,1,1,1,1,1,1,1
CHEMBL2113276,1,1,1,1,1,1,1,1,1
CHEMBL2113524,1,1,1,1,1,1,1,1,1
CHEMBL2113524,1,1,1,1,1,1,1,1,1
CHEMBL2113619,1,1,1,1,1,1,1,1,1
CHEMBL2113619,1,1,1,1,1,1,1,1,1
CHEMBL212168,0,0,0,1,1,0,0,0,0
CHEMBL212473,0,0,0,1,1,0,0,0,0
CHEMBL212741,0,0,0,0,1,0,0,0,0
CHEMBL213587,0,0,0,1,1,0,0,0,0
CHEMBL213588,0,0,0,1,1,0,0,0,0
CHEMBL2137046,0,0,0,1,0,0,0,0,0
CHEMBL214932,0,0,0,0,1,0,0,0,0
CHEMBL2163638,0,0,0,1,1,1,1,0,0
CHEMBL2163639,0,0,0,1,1,1,1,0,0
CHEMBL2163641,0,0,0,1,1,1,1,0,0
CHEMBL2163646,0,0,0,1,1,1,1,0,0
CHEMBL2165313,0,0,0,1,0,0,0,0,0
CHEMBL2165314,0,0,0,1,0,0,0,0,0
CHEMBL2165315,0,0,0,1,0,0,0,0,0
CHEMBL2165316,0,0,0,1,0,0,0,0,0
CHEMBL2165317,0,0,0,1,0,0,0,0,0
CHEMBL2165318,0,0,0,1,1,0,0,0,0
CHEMBL2165319,0,0,0,1,1,0,0,0,0
CHEMBL2165320,0,0,0,1,0,0,0,0,0
CHEMBL2165321,0,0,0,1,0,0,0,0,0
CHEMBL2165322,0,0,0,1,0,0,0,0,0
CHEMBL2165323,0,0,0,1,0,0,0,0,0
CHEMBL2165324,0,0,0,1,0,0,0,0,0
CHEMBL2165325,0,0,0,1,1,0,0,0,0
CHEMBL2179107,1,1,1,1,1,1,1,1,1
CHEMBL2179108,1,1,1,1,1,1,1,1,1
CHEMBL2179109,1,1,1,1,1,1,1,1,1
CHEMBL2179110,1,1,1,1,1,1,1,1,1
CHEMBL2179111,1,1,1,1,1,1,1,1,1
CHEMBL2179112,1,1,1,1,1,1,1,1,1
CHEMBL2179113,1,1,1,1,1,1,1,1,1
CHEMBL2179114,1,1,1,1,1,1,1,1,1
CHEMBL220774,0,1,0,0,0,0,0,1,0
CHEMBL220792,0,1,0,1,0,0,0,1,1
CHEMBL220793,0,1,0,1,0,0,0,1,1
CHEMBL2208131,0,0,0,0,1,0,1,0,0
CHEMBL2208140,0,0,0,0,1,0,1,0,0
CHEMBL2208141,0,0,0,0,1,0,1,0,0
CHEMBL220829,0,1,0,0,0,0,0,1,0
CHEMBL220885,0,1,0,1,0,0,0,1,0
CHEMBL220886,0,1,0,0,0,0,0,1,0
CHEMBL222189,0,1,0,1,0,0,0,1,1
CHEMBL222250,0,1,0,1,0,0,0,1,1
CHEMBL222260,0,1,0,1,0,0,0,1,1
CHEMBL223108,0,1,0,0,0,0,0,1,0
CHEMBL223109,0,1,0,0,0,0,0,1,0
CHEMBL223161,0,1,0,0,0,0,0,1,0
CHEMBL223162,0,1,0,1,0,0,0,1,0
CHEMBL223176,0,0,0,1,1,0,0,0,0
CHEMBL223368,0,1,0,1,0,0,0,1,1
CHEMBL223369,0,1,0,0,0,0,0,1,0
CHEMBL223421,0,1,0,0,0,0,0,1,0
CHEMBL223452,0,0,0,1,0,0,0,0,0
CHEMBL223554,0,0,0,1,0,0,0,0,0
CHEMBL223555,0,0,0,1,1,0,0,0,0
CHEMBL2235950,0,0,0,1,1,1,1,0,0
CHEMBL2235951,0,0,0,1,1,1,1,0,0
CHEMBL2235952,0,0,0,1,1,1,1,0,0
CHEMBL2235953,0,0,0,1,1,1,1,0,0
CHEMBL223607,0,0,0,1,1,0,0,0,0
CHEMBL223717,0,0,0,1,0,0,1,0,0
CHEMBL223874,1,1,1,1,1,1,1,1,1
CHEMBL223929,0,0,0,0,1,0,0,0,0
CHEMBL223983,0,0,0,1,1,0,0,0,0
CHEMBL224037,0,1,0,1,0,0,0,1,1
CHEMBL224060,0,0,0,1,1,1,1,0,0
CHEMBL224228,0,0,0,0,1,0,0,0,0
CHEMBL224391,0,0,0,1,1,1,1,0,0
CHEMBL224462,0,0,1,1,1,0,0,1,1
CHEMBL224600,0,0,0,0,1,0,0,0,0
CHEMBL224649,0,0,0,0,1,0,0,0,0
CHEMBL224665,0,0,0,1,1,0,0,0,0
CHEMBL224786,0,0,0,1,1,0,0,0,0
CHEMBL224787,0,0,0,1,1,0,0,0,0
CHEMBL224789,0,0,0,1,1,0,0,0,0
CHEMBL224790,0,0,0,1,1,0,0,0,0
CHEMBL22485,0,0,0,1,1,1,1,0,0
CHEMBL225053,1,0,1,1,1,0,0,1,1
CHEMBL225079,0,0,0,1,1,0,0,0,0
CHEMBL225128,0,0,0,1,1,0,0,1,1
CHEMBL225178,0,0,0,1,1,0,0,0,0
CHEMBL225360,0,0,1,1,1,0,0,1,1
CHEMBL225378,0,0,1,1,1,0,0,1,1
CHEMBL225447,0,0,0,1,1,1,1,0,0
CHEMBL225472,0,0,0,1,1,0,0,0,0
CHEMBL225497,0,0,0,1,0,0,1,0,0
CHEMBL225499,0,0,0,1,1,0,0,0,0
CHEMBL225550,0,0,1,1,1,0,0,1,1
CHEMBL226736,0,1,0,1,1,0,0,1,0
CHEMBL226737,0,1,0,1,1,0,0,1,0
CHEMBL226738,0,0,0,1,1,0,0,0,0
CHEMBL226789,0,0,0,1,1,0,0,0,0
CHEMBL226790,0,0,0,1,1,0,0,0,0
CHEMBL226791,0,0,0,1,1,0,0,0,0
CHEMBL226841,0,0,0,1,1,0,0,0,0
CHEMBL226842,0,1,0,1,1,0,0,1,1
CHEMBL226843,0,0,0,1,1,0,0,0,0
CHEMBL226891,0,0,0,1,1,0,0,0,0
CHEMBL226892,0,1,0,1,1,0,0,1,0
CHEMBL226893,0,1,0,1,1,0,0,1,0
CHEMBL226945,0,1,0,1,1,0,0,1,0
CHEMBL226946,0,0,0,1,1,0,0,0,0
CHEMBL226947,0,0,0,1,1,0,0,0,0
CHEMBL226999,0,1,0,1,1,0,0,1,1
CHEMBL227113,1,1,1,1,1,1,1,1,1
CHEMBL2282047,1,1,1,1,1,1,1,1,1
CHEMBL2282050,1,1,1,1,1,1,1,1,1
CHEMBL2282053,1,1,1,1,1,1,1,1,1
CHEMBL228985,0,0,0,1,0,0,0,0,0
CHEMBL229094,0,0,0,1,0,0,0,0,0
CHEMBL229633,0,0,0,1,0,0,0,0,0
CHEMBL229635,0,0,0,1,0,0,0,0,0
CHEMBL229789,0,0,0,1,0,0,0,0,0
CHEMBL229790,0,0,0,1,0,0,0,0,0
CHEMBL229841,0,0,0,1,0,0,0,0,0
CHEMBL229861,0,0,0,1,1,1,1,0,0
CHEMBL229885,0,0,0,1,0,0,0,0,0
CHEMBL229893,0,0,0,1,0,0,0,0,0
CHEMBL229905,0,0,0,1,0,0,0,0,0
CHEMBL229906,0,0,0,1,0,0,0,0,0
CHEMBL229907,0,0,0,1,0,0,0,0,0
CHEMBL229908,0,0,0,1,0,0,0,0,0
CHEMBL2299368,0,0,0,0,0,0,0,0,0
CHEMBL2299369,0,0,0,0,0,0,0,0,0
CHEMBL229944,0,0,0,1,0,0,0,0,0
CHEMBL229945,0,0,0,1,0,0,0,0,0
CHEMBL23097,0,0,0,0,0,0,0,0,0
CHEMBL2311169,1,1,1,1,1,1,1,1,1
CHEMBL2311169,1,1,1,1,1,1,1,1,1
CHEMBL2311178,1,1,1,1,1,1,1,1,1
CHEMBL2311178,1,1,1,1,1,1,1,1,1
CHEMBL2311553,0,0,0,1,1,1,1,0,0
CHEMBL2312948,0,0,0,1,1,1,1,0,0
CHEMBL2312949,0,0,0,1,1,1,1,0,0
