molecule_chembl_id,SubFPC_0,SubFPC_1,SubFPC_2,SubFPC_3,SubFPC_4,SubFPC_11,SubFPC_13,SubFPC_17,SubFPC_22,SubFPC_48,SubFPC_84,SubFPC_87,SubFPC_132,SubFPC_134,SubFPC_136,SubFPC_168,SubFPC_170,SubFPC_171,SubFPC_176,SubFPC_178,SubFPC_179,SubFPC_180,SubFPC_181,SubFPC_183,SubFPC_210,SubFPC_213,SubFPC_273,SubFPC_274,SubFPC_278,SubFPC_286,SubFPC_287,SubFPC_288,SubFPC_289,SubFPC_294,SubFPC_295,SubFPC_296,SubFPC_297,SubFPC_299,SubFPC_300,SubFPC_301,SubFPC_302,SubFPC_304,SubFPC_306
CHEMBL186079,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,1,0,0,1,1,2,0,0,28,2,1,3,0,0,0,11,0,0,0,0,1,8,0,0,26
CHEMBL186208,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,1,0,0,0,1,1,0,0,22,1,1,3,0,0,0,7,0,0,0,0,0,4,0,0,21
CHEMBL186626,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,2,0,0,1,0,0,0,1,1,0,0,16,1,1,3,0,0,0,7,0,0,0,0,0,4,0,0,16
CHEMBL187068,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,1,0,0,1,1,2,0,0,22,2,1,3,0,0,0,10,0,0,0,0,1,5,0,0,20
CHEMBL187068,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,1,0,0,1,1,2,0,0,22,2,1,3,0,0,0,10,0,0,0,0,1,5,0,0,20
CHEMBL187185,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,3,0,0,17,4,1,0,0,0,0,8,0,0,0,0,1,2,0,0,17
CHEMBL188664,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,0,0,1,1,2,0,0,28,2,1,3,0,0,0,9,0,0,0,0,1,7,0,0,26
CHEMBL188664,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,0,0,1,1,2,0,0,28,2,1,3,0,0,0,9,0,0,0,0,1,7,0,0,26
CHEMBL189051,1,6,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,2,0,0,0,1,0,0,0,1,11
CHEMBL189051,1,6,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,2,0,0,0,1,0,0,0,1,11
CHEMBL189170,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,0,0,0,1,1,0,0,22,1,1,3,0,0,0,7,0,0,0,0,0,5,0,0,21
CHEMBL189274,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,1,0,1,1,1,3,0,0,27,3,1,3,0,0,0,12,0,0,0,0,0,6,0,0,25
CHEMBL189274,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,1,0,1,1,1,3,0,0,27,3,1,3,0,0,0,12,0,0,0,0,0,6,0,0,25
CHEMBL189472,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,1,0,1,1,1,3,0,0,21,3,1,3,0,0,0,12,0,0,0,0,0,4,0,0,19
CHEMBL189472,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,1,0,1,1,1,3,0,0,21,3,1,3,0,0,0,12,0,0,0,0,0,4,0,0,19
CHEMBL190099,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,0,1,2,1,4,0,0,21,4,1,3,0,0,0,10,0,0,0,0,0,3,0,0,18
CHEMBL190208,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,1,0,2,1,4,0,0,21,4,1,3,0,0,0,11,0,0,0,1,0,4,0,0,18
CHEMBL1908014,2,7,3,2,1,1,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,3,0,0,0,2,1,0,1,1,10
CHEMBL190848,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,0,1,1,1,3,0,0,21,3,1,3,0,0,0,12,0,0,0,0,1,4,0,0,19
CHEMBL191488,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,1,0,1,1,3,0,0,21,3,1,3,0,0,0,11,0,0,0,1,0,4,0,0,19
CHEMBL1915151,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,2,3,0,0,0,0,11,0,0,0,1,0,6,0,0,14
CHEMBL1915152,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,2,3,0,0,0,0,8,0,0,0,1,0,4,0,0,13
CHEMBL1915156,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,15,2,3,4,0,0,0,8,0,0,0,1,0,4,0,0,19
CHEMBL1915159,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,9,2,3,0,0,0,0,8,0,0,0,3,0,3,0,1,13
CHEMBL1915161,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,2,3,0,0,0,0,8,0,0,0,1,0,4,0,0,13
CHEMBL1915167,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,2,3,0,0,0,0,11,0,0,0,3,0,5,0,0,15
CHEMBL1915176,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,2,3,0,0,0,0,7,0,0,0,2,0,3,0,0,13
CHEMBL1915401,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15,2,3,0,0,0,0,9,0,0,0,1,0,4,0,0,18
CHEMBL1915403,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,15,2,3,0,0,0,0,8,0,0,0,2,0,3,0,0,18
CHEMBL192077,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,1,1,4,0,0,0,2,0,0,0,0,1,1,0,0,13
CHEMBL192155,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,11,2,1,4,0,0,0,6,0,0,0,0,1,2,0,0,11
CHEMBL192306,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,0,1,1,1,3,0,0,21,3,1,3,0,0,0,10,0,0,0,0,0,3,0,0,19
CHEMBL192306,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,1,0,1,1,1,3,0,0,21,3,1,3,0,0,0,10,0,0,0,0,0,3,0,0,19
CHEMBL193343,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16,1,1,0,0,0,0,4,0,0,0,0,0,3,0,0,15
CHEMBL1933690,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,17,3,0,0,0,0,0,7,0,0,0,0,1,8,0,0,17
CHEMBL1933692,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,2,0,3,0,0,17,3,0,2,0,0,0,4,0,0,0,1,1,5,0,1,17
CHEMBL1933693,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,2,0,3,0,0,23,3,0,2,0,0,0,6,0,0,0,0,1,8,0,0,24
CHEMBL1933694,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,3,0,0,17,3,0,0,0,0,0,6,0,0,0,1,1,7,0,1,18
CHEMBL1933699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,17,3,0,0,0,0,0,7,0,0,0,0,1,8,0,0,17
CHEMBL1933700,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,1,5,0,0,17
CHEMBL1933701,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,3,0,0,17,3,0,0,0,0,0,6,0,0,0,1,1,7,0,1,18
CHEMBL193496,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,1,1,4,0,0,0,4,0,0,0,0,1,2,0,0,13
CHEMBL193534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,15
CHEMBL193555,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,18,1,1,4,0,0,0,2,0,0,0,0,0,2,0,0,20
CHEMBL193556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,15,3,1,0,0,0,0,7,0,0,0,0,0,1,0,0,13
CHEMBL193606,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,1,1,4,0,0,0,2,0,0,0,0,0,1,0,0,13
CHEMBL193652,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,12,1,1,4,0,0,0,2,0,0,0,0,0,1,0,0,13
CHEMBL193653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,15,2,1,0,0,0,0,4,0,0,0,0,0,1,0,0,13
CHEMBL193858,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,1,1,4,0,0,0,6,0,0,0,0,1,3,0,0,13
CHEMBL193863,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16,1,1,0,0,0,0,4,0,0,0,0,0,2,0,0,15
CHEMBL1939366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,17,5,0,0,0,0,0,8,0,0,0,0,0,2,0,0,12
CHEMBL1939519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939522,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,8,0,0,0,0,0,4,0,0,14
CHEMBL1939523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,16
CHEMBL1939526,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,16
CHEMBL1939527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939533,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,2,2,0,0,14
CHEMBL1939534,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,16
CHEMBL1939536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939538,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,2,2,0,0,14
CHEMBL1939539,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,25,3,2,0,0,0,0,4,0,0,0,0,0,2,0,0,22
CHEMBL1939541,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,8,0,0,14
CHEMBL1939542,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,2,2,0,0,14
CHEMBL1939543,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,2,2,0,0,14
CHEMBL1939544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939545,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,14
CHEMBL1939547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,4,0,0,0,6,4,2,2,0,0,4,0,0,16
CHEMBL1939548,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,4,0,0,6,0,0,0,0,0,2,0,0,14
CHEMBL1939549,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,4,0,0,6,0,0,0,0,0,2,0,0,14
CHEMBL1939550,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,8,0,0,0,0,0,4,0,0,14
CHEMBL1939551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,6,0,0,0,0,0,2,0,0,14
CHEMBL1939552,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,6,0,0,0,0,0,2,0,0,14
CHEMBL193997,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,12,1,1,4,0,0,0,2,0,0,0,0,0,1,0,0,13
CHEMBL194047,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,12,1,1,4,0,0,0,2,0,0,0,0,0,1,0,0,13
CHEMBL194277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,20,1,3,0,0,0,0,2,0,0,0,0,0,1,0,0,19
CHEMBL194440,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,1,1,4,0,0,0,2,0,0,0,0,0,1,0,0,13
CHEMBL194472,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,15,2,1,0,0,0,0,7,0,0,0,0,0,2,0,0,14
CHEMBL194515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,16,3,1,0,0,0,0,6,0,0,0,0,0,1,0,0,13
CHEMBL194565,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,22,1,1,0,0,0,0,4,0,0,0,0,0,4,0,0,21
CHEMBL194641,2,8,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,0,1,0,0,0,1,9
CHEMBL194641,2,8,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,0,1,0,0,0,1,9
CHEMBL194928,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,18,1,3,6,0,0,0,2,0,0,0,0,0,1,0,0,19
CHEMBL195248,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,12,2,1,4,0,0,0,4,0,0,0,0,0,1,0,0,12
CHEMBL195354,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,11,2,1,4,0,0,0,6,0,0,0,0,1,2,0,0,11
CHEMBL195571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,16,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,15
CHEMBL195580,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,16,1,2,4,0,0,0,2,0,0,0,0,1,1,0,0,17
CHEMBL1955869,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,15,2,1,0,2,0,0,6,0,0,0,0,0,1,0,0,14
CHEMBL1956171,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,12,1,0,0,2,0,0,5,0,0,0,0,0,2,0,0,11
CHEMBL1956175,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,18,1,0,0,2,0,0,7,0,0,0,0,0,5,0,0,18
CHEMBL1956179,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,18,2,0,0,2,0,0,9,0,0,0,0,0,4,0,0,16
CHEMBL1956180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,18,1,0,0,2,0,0,7,0,0,0,0,0,4,0,0,17
CHEMBL1956183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,15,2,1,0,0,0,0,5,0,0,0,0,0,1,0,0,14
CHEMBL1956186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,15,2,1,0,0,0,0,5,0,0,0,0,0,1,0,0,14
CHEMBL1956188,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,21,2,1,0,2,0,0,8,0,0,0,0,0,3,0,0,20
CHEMBL195629,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,15,2,1,0,0,0,0,7,0,0,0,0,0,2,0,0,14
CHEMBL195653,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,16,1,2,4,0,0,0,2,0,0,0,0,1,1,0,0,17
CHEMBL195688,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,1,1,4,0,0,0,2,0,0,0,0,0,1,0,0,14
CHEMBL1957208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,6,0,0,0,0,0,2,0,0,13
CHEMBL1957208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,6,0,0,0,0,0,2,0,0,13
CHEMBL1957209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,8,0,0,0,0,0,3,0,0,13
CHEMBL1957209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,8,0,0,0,0,0,3,0,0,13
CHEMBL1957210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,6,0,0,0,0,0,2,0,0,14
CHEMBL1957210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,6,0,0,0,0,0,2,0,0,14
CHEMBL1957211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,6,0,0,0,0,0,2,0,0,14
CHEMBL1957211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,6,0,0,0,0,0,2,0,0,14
CHEMBL1957212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,6,0,0,0,0,0,2,0,0,14
CHEMBL1957212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,6,0,0,0,0,0,2,0,0,14
CHEMBL1957213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,14
CHEMBL1957213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,14
CHEMBL1957214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,8,0,0,0,0,0,2,0,0,13
CHEMBL1957214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,8,0,0,0,0,0,2,0,0,13
CHEMBL1957215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,7,0,0,0,0,0,2,0,0,14
CHEMBL1957215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,17,3,0,0,0,0,0,7,0,0,0,0,0,2,0,0,14
CHEMBL1957216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,8,0,0,0,0,0,2,0,0,13
CHEMBL1957216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,8,0,0,0,0,0,2,0,0,13
CHEMBL1957217,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,10,0,0,0,0,0,3,0,0,13
CHEMBL1957217,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,10,0,0,0,0,0,3,0,0,13
CHEMBL1957218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,8,0,0,0,0,1,2,0,0,13
CHEMBL1957218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,8,0,0,0,0,1,2,0,0,13
CHEMBL1957219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,8,0,0,0,0,0,2,0,0,13
CHEMBL1957219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,8,0,0,0,0,0,2,0,0,13
CHEMBL1957220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,8,0,0,0,0,0,2,0,0,13
CHEMBL1957220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,8,0,0,0,0,0,2,0,0,13
CHEMBL1957221,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,10,0,0,0,0,0,3,0,0,13
CHEMBL1957221,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,10,0,0,0,0,0,3,0,0,13
CHEMBL1957222,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,10,0,0,0,0,0,4,0,0,13
CHEMBL1957222,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,10,0,0,0,0,0,4,0,0,13
CHEMBL1957223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,10,0,0,0,0,0,3,0,0,13
CHEMBL1957223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,17,4,0,0,0,0,0,10,0,0,0,0,0,3,0,0,13
